Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
116,2021/3/1,PHI,,IND,W 130-114,240,50,88,0.568,35,53,0.66,15,35,0.429,15,16,0.938,130,44,91,0.484,36,62,0.581,8,29,0.276,18,21,0.857,114
117,2021/3/1,CHO,@,POR,L 111-123,240,43,88,0.489,28,54,0.519,15,34,0.441,10,17,0.588,111,46,86,0.535,22,40,0.55,24,46,0.522,7,10,0.7,123
118,2021/3/1,POR,,CHO,W 123-111,240,46,86,0.535,22,40,0.55,24,46,0.522,7,10,0.7,123,43,88,0.489,28,54,0.519,15,34,0.441,10,17,0.588,111
119,2021/3/1,BRK,@,SAS,W 124-113 (OT),265,47,100,0.47,30,59,0.508,17,41,0.415,13,17,0.765,124,44,97,0.454,29,62,0.468,15,35,0.429,10,15,0.667,113
120,2021/3/1,SAS,,BRK,L 113-124 (OT),265,44,97,0.454,29,62,0.468,15,35,0.429,10,15,0.667,113,47,100,0.47,30,59,0.508,17,41,0.415,13,17,0.765,124
121,2021/2/28,BOS,,WAS,W 111-110,240,42,89,0.472,32,59,0.542,10,30,0.333,17,24,0.708,111,38,84,0.452,29,52,0.558,9,32,0.281,25,29,0.862,110
122,2021/2/28,WAS,@,BOS,L 110-111,240,38,84,0.452,29,52,0.558,9,32,0.281,25,29,0.862,110,42,89,0.472,32,59,0.542,10,30,0.333,17,24,0.708,111
123,2021/2/28,DET,,NYK,L 90-109,240,28,72,0.389,19,40,0.475,9,32,0.281,25,31,0.806,90,44,86,0.512,31,60,0.517,13,26,0.5,8,10,0.8,109
124,2021/2/28,NYK,@,DET,W 109-90,240,44,86,0.512,31,60,0.517,13,26,0.5,8,10,0.8,109,28,72,0.389,19,40,0.475,9,32,0.281,25,31,0.806,90
125,2021/2/28,HOU,,MEM,L 84-133,240,23,83,0.277,19,38,0.5,4,45,0.089,34,41,0.829,84,50,94,0.532,40,64,0.625,10,30,0.333,23,28,0.821,133
126,2021/2/28,MEM,@,HOU,W 133-84,240,50,94,0.532,40,64,0.625,10,30,0.333,23,28,0.821,133,23,83,0.277,19,38,0.5,4,45,0.089,34,41,0.829,84
127,2021/2/28,GSW,@,LAL,L 91-117,240,35,86,0.407,27,52,0.519,8,34,0.235,13,19,0.684,91,40,85,0.471,29,54,0.537,11,31,0.355,26,38,0.684,117
128,2021/2/28,LAL,,GSW,W 117-91,240,40,85,0.471,29,54,0.537,11,31,0.355,26,38,0.684,117,35,86,0.407,27,52,0.519,8,34,0.235,13,19,0.684,91
129,2021/2/28,ATL,@,MIA,L 99-109,240,36,87,0.414,28,52,0.538,8,35,0.229,19,22,0.864,99,39,86,0.453,28,49,0.571,11,37,0.297,20,22,0.909,109
130,2021/2/28,MIA,,ATL,W 109-99,240,39,86,0.453,28,49,0.571,11,37,0.297,20,22,0.909,109,36,87,0.414,28,52,0.538,8,35,0.229,19,22,0.864,99
131,2021/2/28,LAC,@,MIL,L 100-105,240,40,97,0.412,26,53,0.491,14,44,0.318,6,7,0.857,100,38,85,0.447,26,47,0.553,12,38,0.316,17,22,0.773,105
132,2021/2/28,MIL,,LAC,W 105-100,240,38,85,0.447,26,47,0.553,12,38,0.316,17,22,0.773,105,40,97,0.412,26,53,0.491,14,44,0.318,6,7,0.857,100
133,2021/2/28,MIN,,PHO,L 99-118,240,35,93,0.376,27,58,0.466,8,35,0.229,21,24,0.875,99,44,89,0.494,37,62,0.597,7,27,0.259,23,24,0.958,118
134,2021/2/28,PHO,@,MIN,W 118-99,240,44,89,0.494,37,62,0.597,7,27,0.259,23,24,0.958,118,35,93,0.376,27,58,0.466,8,35,0.229,21,24,0.875,99
135,2021/2/28,CHO,@,SAC,W 127-126,240,45,83,0.542,34,53,0.642,11,30,0.367,26,27,0.963,127,50,92,0.543,34,56,0.607,16,36,0.444,10,17,0.588,126
136,2021/2/28,SAC,,CHO,L 126-127,240,50,92,0.543,34,56,0.607,16,36,0.444,10,17,0.588,126,45,83,0.542,34,53,0.642,11,30,0.367,26,27,0.963,127
137,2021/2/27,BRK,,DAL,L 98-115,240,35,86,0.407,21,42,0.5,14,44,0.318,14,19,0.737,98,45,86,0.523,31,50,0.62,14,36,0.389,11,17,0.647,115
138,2021/2/27,DAL,@,BRK,W 115-98,240,45,86,0.523,31,50,0.62,14,36,0.389,11,17,0.647,115,35,86,0.407,21,42,0.5,14,44,0.318,14,19,0.737,98
139,2021/2/27,IND,@,NYK,L 107-110,240,38,84,0.452,27,56,0.482,11,28,0.393,20,25,0.8,107,40,81,0.494,28,57,0.491,12,24,0.5,18,22,0.818,110
140,2021/2/27,NYK,,IND,W 110-107,240,40,81,0.494,28,57,0.491,12,24,0.5,18,22,0.818,110,38,84,0.452,27,56,0.482,11,28,0.393,20,25,0.8,107
141,2021/2/27,DEN,@,OKC,W 126-96,240,49,89,0.551,34,58,0.586,15,31,0.484,13,16,0.813,126,37,88,0.42,26,41,0.634,11,47,0.234,11,15,0.733,96
142,2021/2/27,OKC,,DEN,L 96-126,240,37,88,0.42,26,41,0.634,11,47,0.234,11,15,0.733,96,49,89,0.551,34,58,0.586,15,31,0.484,13,16,0.813,126
143,2021/2/27,ORL,,UTA,L 109-124,240,44,96,0.458,30,62,0.484,14,34,0.412,7,8,0.875,109,45,85,0.529,28,40,0.7,17,45,0.378,17,24,0.708,124
144,2021/2/27,UTA,@,ORL,W 124-109,240,45,85,0.529,28,40,0.7,17,45,0.378,17,24,0.708,124,44,96,0.458,30,62,0.484,14,34,0.412,7,8,0.875,109
145,2021/2/27,CLE,@,PHI,W 112-109 (OT),265,41,97,0.423,33,73,0.452,8,24,0.333,22,29,0.759,112,38,83,0.458,28,55,0.509,10,28,0.357,23,35,0.657,109
146,2021/2/27,PHI,,CLE,L 109-112 (OT),265,38,83,0.458,28,55,0.509,10,28,0.357,23,35,0.657,109,41,97,0.423,33,73,0.452,8,24,0.333,22,29,0.759,112
147,2021/2/27,NOP,@,SAS,L 114-117,240,40,91,0.44,31,59,0.525,9,32,0.281,25,31,0.806,114,41,86,0.477,29,54,0.537,12,32,0.375,23,28,0.821,117
148,2021/2/27,SAS,,NOP,W 117-114,240,41,86,0.477,29,54,0.537,12,32,0.375,23,28,0.821,117,40,91,0.44,31,59,0.525,9,32,0.281,25,31,0.806,114
149,2021/2/27,MIN,@,WAS,L 112-128,240,41,95,0.432,30,60,0.5,11,35,0.314,19,29,0.655,112,44,98,0.449,31,65,0.477,13,33,0.394,27,34,0.794,128
150,2021/2/27,WAS,,MIN,W 128-112,240,44,98,0.449,31,65,0.477,13,33,0.394,27,34,0.794,128,41,95,0.432,30,60,0.5,11,35,0.314,19,29,0.655,112
151,2021/2/26,BOS,,IND,W 118-112,240,42,82,0.512,33,60,0.55,9,22,0.409,25,29,0.862,118,35,89,0.393,20,43,0.465,15,46,0.326,27,29,0.931,112
152,2021/2/26,IND,@,BOS,L 112-118,240,35,89,0.393,20,43,0.465,15,46,0.326,27,29,0.931,112,42,82,0.512,33,60,0.55,9,22,0.409,25,29,0.862,118
153,2021/2/26,CHI,,PHO,L 97-106,240,39,78,0.5,27,47,0.574,12,31,0.387,7,10,0.7,97,44,88,0.5,38,66,0.576,6,22,0.273,12,15,0.8,106
154,2021/2/26,PHO,@,CHI,W 106-97,240,44,88,0.5,38,66,0.576,6,22,0.273,12,15,0.8,106,39,78,0.5,27,47,0.574,12,31,0.387,7,10,0.7,97
155,2021/2/26,DET,,SAC,L 107-110,240,37,82,0.451,25,49,0.51,12,33,0.364,21,32,0.656,107,37,89,0.416,30,57,0.526,7,32,0.219,29,41,0.707,110
156,2021/2/26,SAC,@,DET,W 110-107,240,37,89,0.416,30,57,0.526,7,32,0.219,29,41,0.707,110,37,82,0.451,25,49,0.51,12,33,0.364,21,32,0.656,107
157,2021/2/26,CHO,@,GSW,L 121-130,240,41,89,0.461,24,48,0.5,17,41,0.415,22,32,0.688,121,48,79,0.608,37,55,0.673,11,24,0.458,23,25,0.92,130
158,2021/2/26,GSW,,CHO,W 130-121,240,48,79,0.608,37,55,0.673,11,24,0.458,23,25,0.92,130,41,89,0.461,24,48,0.5,17,41,0.415,22,32,0.688,121
159,2021/2/26,LAL,,POR,W 102-93,240,37,88,0.42,30,61,0.492,7,27,0.259,21,28,0.75,102,32,83,0.386,21,46,0.457,11,37,0.297,18,20,0.9,93
160,2021/2/26,POR,@,LAL,L 93-102,240,32,83,0.386,21,46,0.457,11,37,0.297,18,20,0.9,93,37,88,0.42,30,61,0.492,7,27,0.259,21,28,0.75,102
161,2021/2/26,LAC,@,MEM,W 119-99,240,44,80,0.55,30,45,0.667,14,35,0.4,17,18,0.944,119,39,97,0.402,30,69,0.435,9,28,0.321,12,16,0.75,99
162,2021/2/26,MEM,,LAC,L 99-119,240,39,97,0.402,30,69,0.435,9,28,0.321,12,16,0.75,99,44,80,0.55,30,45,0.667,14,35,0.4,17,18,0.944,119
163,2021/2/26,MIA,,UTA,W 124-116,240,44,86,0.512,30,55,0.545,14,31,0.452,22,25,0.88,124,40,94,0.426,25,48,0.521,15,46,0.326,21,23,0.913,116
164,2021/2/26,UTA,@,MIA,L 116-124,240,40,94,0.426,25,48,0.521,15,46,0.326,21,23,0.913,116,44,86,0.512,30,55,0.545,14,31,0.452,22,25,0.88,124
165,2021/2/26,ATL,@,OKC,L 109-118,240,43,97,0.443,31,57,0.544,12,40,0.3,11,17,0.647,109,46,88,0.523,30,46,0.652,16,42,0.381,10,16,0.625,118
166,2021/2/26,OKC,,ATL,W 118-109,240,46,88,0.523,30,46,0.652,16,42,0.381,10,16,0.625,118,43,97,0.443,31,57,0.544,12,40,0.3,11,17,0.647,109
167,2021/2/26,HOU,@,TOR,L 111-122,240,39,91,0.429,23,44,0.523,16,47,0.34,17,20,0.85,111,40,89,0.449,24,48,0.5,16,41,0.39,26,27,0.963,122
168,2021/2/26,TOR,,HOU,W 122-111,240,40,89,0.449,24,48,0.5,16,41,0.39,26,27,0.963,122,39,91,0.429,23,44,0.523,16,47,0.34,17,20,0.85,111
169,2021/2/25,BRK,,ORL,W 129-92,240,49,92,0.533,29,47,0.617,20,45,0.444,11,14,0.786,129,35,87,0.402,26,51,0.51,9,36,0.25,13,15,0.867,92
170,2021/2/25,ORL,@,BRK,L 92-129,240,35,87,0.402,26,51,0.51,9,36,0.25,13,15,0.867,92,49,92,0.533,29,47,0.617,20,45,0.444,11,14,0.786,129
171,2021/2/25,DEN,,WAS,L 110-112,240,37,85,0.435,22,47,0.468,15,38,0.395,21,24,0.875,110,41,86,0.477,33,60,0.55,8,26,0.308,22,25,0.88,112
172,2021/2/25,WAS,@,DEN,W 112-110,240,41,86,0.477,33,60,0.55,8,26,0.308,22,25,0.88,112,37,85,0.435,22,47,0.468,15,38,0.395,21,24,0.875,110
173,2021/2/25,LAC,@,MEM,L 94-122,240,34,84,0.405,22,50,0.44,12,34,0.353,14,16,0.875,94,50,92,0.543,39,73,0.534,11,19,0.579,11,16,0.688,122
174,2021/2/25,MEM,,LAC,W 122-94,240,50,92,0.543,39,73,0.534,11,19,0.579,11,16,0.688,122,34,84,0.405,22,50,0.44,12,34,0.353,14,16,0.875,94
175,2021/2/25,MIL,,NOP,W 129-125,240,52,96,0.542,39,65,0.6,13,31,0.419,12,16,0.75,129,51,102,0.5,38,63,0.603,13,39,0.333,10,14,0.714,125
176,2021/2/25,NOP,@,MIL,L 125-129,240,51,102,0.5,38,63,0.603,13,39,0.333,10,14,0.714,125,52,96,0.542,39,65,0.6,13,31,0.419,12,16,0.75,129
177,2021/2/25,NYK,,SAC,W 140-121,240,51,87,0.586,32,51,0.627,19,36,0.528,19,21,0.905,140,42,85,0.494,30,50,0.6,12,35,0.343,25,33,0.758,121
178,2021/2/25,SAC,@,NYK,L 121-140,240,42,85,0.494,30,50,0.6,12,35,0.343,25,33,0.758,121,51,87,0.586,32,51,0.627,19,36,0.528,19,21,0.905,140
179,2021/2/25,DAL,@,PHI,L 97-111,240,32,78,0.41,19,44,0.432,13,34,0.382,20,23,0.87,97,39,90,0.433,27,61,0.443,12,29,0.414,21,25,0.84,111
180,2021/2/25,PHI,,DAL,W 111-97,240,39,90,0.433,27,61,0.443,12,29,0.414,21,25,0.84,111,32,78,0.41,19,44,0.432,13,34,0.382,20,23,0.87,97
181,2021/2/24,ATL,,BOS,W 127-112,240,45,85,0.529,22,43,0.512,23,42,0.548,14,17,0.824,127,42,95,0.442,34,64,0.531,8,31,0.258,20,23,0.87,112
182,2021/2/24,BOS,@,ATL,L 112-127,240,42,95,0.442,34,64,0.531,8,31,0.258,20,23,0.87,112,45,85,0.529,22,43,0.512,23,42,0.548,14,17,0.824,127
183,2021/2/24,CHI,,MIN,W 133-126 (OT),265,55,93,0.591,45,68,0.662,10,25,0.4,13,16,0.813,133,47,104,0.452,35,66,0.53,12,38,0.316,20,21,0.952,126
184,2021/2/24,MIN,@,CHI,L 126-133 (OT),265,47,104,0.452,35,66,0.53,12,38,0.316,20,21,0.952,126,55,93,0.591,45,68,0.662,10,25,0.4,13,16,0.813,133
185,2021/2/24,CLE,,HOU,W 112-96,240,43,85,0.506,27,49,0.551,16,36,0.444,10,15,0.667,112,36,90,0.4,26,57,0.456,10,33,0.303,14,17,0.824,96
186,2021/2/24,HOU,@,CLE,L 96-112,240,36,90,0.4,26,57,0.456,10,33,0.303,14,17,0.824,96,43,85,0.506,27,49,0.551,16,36,0.444,10,15,0.667,112
187,2021/2/24,GSW,@,IND,W 111-107,240,39,83,0.47,34,57,0.596,5,26,0.192,28,31,0.903,111,37,81,0.457,30,52,0.577,7,29,0.241,26,32,0.813,107
188,2021/2/24,IND,,GSW,L 107-111,240,37,81,0.457,30,52,0.577,7,29,0.241,26,32,0.813,107,39,83,0.47,34,57,0.596,5,26,0.192,28,31,0.903,111
189,2021/2/24,MIA,,TOR,W 116-108,240,37,80,0.463,20,42,0.476,17,38,0.447,25,29,0.862,116,37,74,0.5,17,30,0.567,20,44,0.455,14,17,0.824,108
190,2021/2/24,TOR,@,MIA,L 108-116,240,37,74,0.5,17,30,0.567,20,44,0.455,14,17,0.824,108,37,80,0.463,20,42,0.476,17,38,0.447,25,29,0.862,116
191,2021/2/24,DET,@,NOP,L 118-128,240,47,89,0.528,34,53,0.642,13,36,0.361,11,16,0.688,118,50,90,0.556,40,67,0.597,10,23,0.435,18,29,0.621,128
192,2021/2/24,NOP,,DET,W 128-118,240,50,90,0.556,40,67,0.597,10,23,0.435,18,29,0.621,128,47,89,0.528,34,53,0.642,13,36,0.361,11,16,0.688,118
193,2021/2/24,OKC,,SAS,W 102-99,240,37,89,0.416,19,45,0.422,18,44,0.409,10,11,0.909,102,40,86,0.465,31,61,0.508,9,25,0.36,10,15,0.667,99
194,2021/2/24,SAS,@,OKC,L 99-102,240,40,86,0.465,31,61,0.508,9,25,0.36,10,15,0.667,99,37,89,0.416,19,45,0.422,18,44,0.409,10,11,0.909,102
195,2021/2/24,CHO,@,PHO,W 124-121,240,43,88,0.489,30,52,0.577,13,36,0.361,25,27,0.926,124,44,87,0.506,30,49,0.612,14,38,0.368,19,27,0.704,121
196,2021/2/24,PHO,,CHO,L 121-124,240,44,87,0.506,30,49,0.612,14,38,0.368,19,27,0.704,121,43,88,0.489,30,52,0.577,13,36,0.361,25,27,0.926,124
197,2021/2/24,LAL,@,UTA,L 89-114,240,34,85,0.4,26,52,0.5,8,33,0.242,13,20,0.65,89,41,87,0.471,19,39,0.487,22,48,0.458,10,15,0.667,114
198,2021/2/24,UTA,,LAL,W 114-89,240,41,87,0.471,19,39,0.487,22,48,0.458,10,15,0.667,114,34,85,0.4,26,52,0.5,8,33,0.242,13,20,0.65,89
199,2021/2/23,BRK,,SAC,W 127-118,240,44,89,0.494,27,49,0.551,17,40,0.425,22,31,0.71,127,45,87,0.517,30,56,0.536,15,31,0.484,13,19,0.684,118
200,2021/2/23,SAC,@,BRK,L 118-127,240,45,87,0.517,30,56,0.536,15,31,0.484,13,19,0.684,118,44,89,0.494,27,49,0.551,17,40,0.425,22,31,0.71,127
