Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
12,2021/3/13,OKC,,NYK,L 97-119,240,37,76,0.487,29,44,0.659,8,32,0.25,15,21,0.714,97,44,91,0.484,30,56,0.536,14,35,0.4,17,22,0.773,119
13,2021/3/13,IND,@,PHO,W 122-111,240,46,87,0.529,33,59,0.559,13,28,0.464,17,21,0.81,122,43,91,0.473,31,60,0.517,12,31,0.387,13,17,0.765,111
14,2021/3/13,PHO,,IND,L 111-122,240,43,91,0.473,31,60,0.517,12,31,0.387,13,17,0.765,111,46,87,0.529,33,59,0.559,13,28,0.464,17,21,0.81,122
15,2021/3/13,MIL,@,WAS,W 125-119,240,43,99,0.434,26,54,0.481,17,45,0.378,22,25,0.88,125,43,94,0.457,27,53,0.509,16,41,0.39,17,22,0.773,119
16,2021/3/13,WAS,,MIL,L 119-125,240,43,94,0.457,27,53,0.509,16,41,0.39,17,22,0.773,119,43,99,0.434,26,54,0.481,17,45,0.378,22,25,0.88,125
17,2021/3/12,CHI,,MIA,L 90-101,240,34,91,0.374,19,53,0.358,15,38,0.395,7,7,1,90,37,80,0.463,25,45,0.556,12,35,0.343,15,20,0.75,101
18,2021/3/12,MIA,@,CHI,W 101-90,240,37,80,0.463,25,45,0.556,12,35,0.343,15,20,0.75,101,34,91,0.374,19,53,0.358,15,38,0.395,7,7,1,90
19,2021/3/12,IND,@,LAL,L 100-105,240,37,88,0.42,29,52,0.558,8,36,0.222,18,21,0.857,100,34,76,0.447,27,54,0.5,7,22,0.318,30,39,0.769,105
20,2021/3/12,LAL,,IND,W 105-100,240,34,76,0.447,27,54,0.5,7,22,0.318,30,39,0.769,105,37,88,0.42,29,52,0.558,8,36,0.222,18,21,0.857,100
21,2021/3/12,DEN,@,MEM,W 103-102,240,41,92,0.446,28,55,0.509,13,37,0.351,8,11,0.727,103,40,87,0.46,26,59,0.441,14,28,0.5,8,8,1,102
22,2021/3/12,MEM,,DEN,L 102-103,240,40,87,0.46,26,59,0.441,14,28,0.5,8,8,1,102,41,92,0.446,28,55,0.509,13,37,0.351,8,11,0.727,103
23,2021/3/12,CLE,@,NOP,L 82-116,240,30,88,0.341,23,56,0.411,7,32,0.219,15,20,0.75,82,47,101,0.465,41,77,0.532,6,24,0.25,16,19,0.842,116
24,2021/3/12,NOP,,CLE,W 116-82,240,47,101,0.465,41,77,0.532,6,24,0.25,16,19,0.842,116,30,88,0.341,23,56,0.411,7,32,0.219,15,20,0.75,82
25,2021/3/12,ORL,@,SAS,L 77-104,240,29,80,0.363,19,42,0.452,10,38,0.263,9,12,0.75,77,40,89,0.449,30,60,0.5,10,29,0.345,14,18,0.778,104
26,2021/3/12,SAS,,ORL,W 104-77,240,40,89,0.449,30,60,0.5,10,29,0.345,14,18,0.778,104,29,80,0.363,19,42,0.452,10,38,0.263,9,12,0.75,77
27,2021/3/12,HOU,@,UTA,L 99-114,240,41,111,0.369,32,68,0.471,9,43,0.209,8,13,0.615,99,39,81,0.481,24,41,0.585,15,40,0.375,21,25,0.84,114
28,2021/3/12,UTA,,HOU,W 114-99,240,39,81,0.481,24,41,0.585,15,40,0.375,21,25,0.84,114,41,111,0.369,32,68,0.471,9,43,0.209,8,13,0.615,99
29,2021/3/12,PHI,@,WAS,W 127-101,240,49,90,0.544,38,69,0.551,11,21,0.524,18,18,1,127,40,82,0.488,32,58,0.552,8,24,0.333,13,22,0.591,101
30,2021/3/12,WAS,,PHI,L 101-127,240,40,82,0.488,32,58,0.552,8,24,0.333,13,22,0.591,101,49,90,0.544,38,69,0.551,11,21,0.524,18,18,1,127
31,2021/3/11,BOS,@,BRK,L 109-121,240,41,91,0.451,28,51,0.549,13,40,0.325,14,22,0.636,109,42,88,0.477,23,46,0.5,19,42,0.452,18,22,0.818,121
32,2021/3/11,BRK,,BOS,W 121-109,240,42,88,0.477,23,46,0.5,19,42,0.452,18,22,0.818,121,41,91,0.451,28,51,0.549,13,40,0.325,14,22,0.636,109
33,2021/3/11,CHI,,PHI,L 105-127,240,39,83,0.47,25,54,0.463,14,29,0.483,13,16,0.813,105,53,103,0.515,43,70,0.614,10,33,0.303,11,15,0.733,127
34,2021/3/11,PHI,@,CHI,W 127-105,240,53,103,0.515,43,70,0.614,10,33,0.303,11,15,0.733,127,39,83,0.47,25,54,0.463,14,29,0.483,13,16,0.813,105
35,2021/3/11,CHO,,DET,W 105-102,240,36,90,0.4,26,60,0.433,10,30,0.333,23,24,0.958,105,38,85,0.447,23,39,0.59,15,46,0.326,11,14,0.786,102
36,2021/3/11,DET,@,CHO,L 102-105,240,38,85,0.447,23,39,0.59,15,46,0.326,11,14,0.786,102,36,90,0.4,26,60,0.433,10,30,0.333,23,24,0.958,105
37,2021/3/11,GSW,@,LAC,L 104-130,240,38,88,0.432,29,52,0.558,9,36,0.25,19,27,0.704,104,44,96,0.458,26,55,0.473,18,41,0.439,24,29,0.828,130
38,2021/3/11,LAC,,GSW,W 130-104,240,44,96,0.458,26,55,0.473,18,41,0.439,24,29,0.828,130,38,88,0.432,29,52,0.558,9,36,0.25,19,27,0.704,104
39,2021/3/11,MIA,,ORL,W 111-103,240,41,91,0.451,25,42,0.595,16,49,0.327,13,22,0.591,111,39,96,0.406,27,62,0.435,12,34,0.353,13,15,0.867,103
40,2021/3/11,ORL,@,MIA,L 103-111,240,39,96,0.406,27,62,0.435,12,34,0.353,13,15,0.867,103,41,91,0.451,25,42,0.595,16,49,0.327,13,22,0.591,111
41,2021/3/11,MIL,,NYK,W 134-101,240,50,87,0.575,32,49,0.653,18,38,0.474,16,17,0.941,134,37,88,0.42,24,51,0.471,13,37,0.351,14,21,0.667,101
42,2021/3/11,NYK,@,MIL,L 101-134,240,37,88,0.42,24,51,0.471,13,37,0.351,14,21,0.667,101,50,87,0.575,32,49,0.653,18,38,0.474,16,17,0.941,134
43,2021/3/11,MIN,@,NOP,W 135-105,240,51,95,0.537,32,55,0.582,19,40,0.475,14,16,0.875,135,43,100,0.43,37,68,0.544,6,32,0.188,13,24,0.542,105
44,2021/3/11,NOP,,MIN,L 105-135,240,43,100,0.43,37,68,0.544,6,32,0.188,13,24,0.542,105,51,95,0.537,32,55,0.582,19,40,0.475,14,16,0.875,135
45,2021/3/11,DAL,@,OKC,L 108-116,240,35,82,0.427,20,48,0.417,15,34,0.441,23,33,0.697,108,41,91,0.451,25,59,0.424,16,32,0.5,18,20,0.9,116
46,2021/3/11,OKC,,DAL,W 116-108,240,41,91,0.451,25,59,0.424,16,32,0.5,18,20,0.9,116,35,82,0.427,20,48,0.417,15,34,0.441,23,33,0.697,108
47,2021/3/11,PHO,@,POR,W 127-121,240,49,83,0.59,36,59,0.61,13,24,0.542,16,19,0.842,127,43,94,0.457,25,51,0.49,18,43,0.419,17,19,0.895,121
48,2021/3/11,POR,,PHO,L 121-127,240,43,94,0.457,25,51,0.49,18,43,0.419,17,19,0.895,121,49,83,0.59,36,59,0.61,13,24,0.542,16,19,0.842,127
49,2021/3/11,HOU,@,SAC,L 105-125,240,41,99,0.414,30,54,0.556,11,45,0.244,12,17,0.706,105,45,92,0.489,34,59,0.576,11,33,0.333,24,28,0.857,125
50,2021/3/11,SAC,,HOU,W 125-105,240,45,92,0.489,34,59,0.576,11,33,0.333,24,28,0.857,125,41,99,0.414,30,54,0.556,11,45,0.244,12,17,0.706,105
51,2021/3/11,ATL,@,TOR,W 121-120,240,39,90,0.433,24,48,0.5,15,42,0.357,28,35,0.8,121,42,96,0.438,25,59,0.424,17,37,0.459,19,23,0.826,120
52,2021/3/11,TOR,,ATL,L 120-121,240,42,96,0.438,25,59,0.424,17,37,0.459,19,23,0.826,120,39,90,0.433,24,48,0.5,15,42,0.357,28,35,0.8,121
53,2021/3/10,DAL,,SAS,W 115-104,240,43,83,0.518,30,43,0.698,13,40,0.325,16,19,0.842,115,38,83,0.458,26,55,0.473,12,28,0.429,16,20,0.8,104
54,2021/3/10,SAS,@,DAL,L 104-115,240,38,83,0.458,26,55,0.473,12,28,0.429,16,20,0.8,104,43,83,0.518,30,43,0.698,13,40,0.325,16,19,0.842,115
55,2021/3/10,MEM,,WAS,W 127-112,240,50,99,0.505,42,76,0.553,8,23,0.348,19,29,0.655,127,38,95,0.4,27,59,0.458,11,36,0.306,25,27,0.926,112
56,2021/3/10,WAS,@,MEM,L 112-127,240,38,95,0.4,27,59,0.458,11,36,0.306,25,27,0.926,112,50,99,0.505,42,76,0.553,8,23,0.348,19,29,0.655,127
57,2021/3/4,BOS,,TOR,W 132-125,240,45,74,0.608,32,45,0.711,13,29,0.448,29,40,0.725,132,45,91,0.495,24,41,0.585,21,50,0.42,14,17,0.824,125
58,2021/3/4,TOR,@,BOS,L 125-132,240,45,91,0.495,24,41,0.585,21,50,0.42,14,17,0.824,125,45,74,0.608,32,45,0.711,13,29,0.448,29,40,0.725,132
59,2021/3/4,DEN,@,IND,W 113-103,240,45,77,0.584,33,49,0.673,12,28,0.429,11,16,0.688,113,41,90,0.456,27,51,0.529,14,39,0.359,7,12,0.583,103
60,2021/3/4,IND,,DEN,L 103-113,240,41,90,0.456,27,51,0.529,14,39,0.359,7,12,0.583,103,45,77,0.584,33,49,0.673,12,28,0.429,11,16,0.688,113
61,2021/3/4,MEM,,MIL,L 111-112,240,40,101,0.396,32,67,0.478,8,34,0.235,23,24,0.958,111,42,95,0.442,32,61,0.525,10,34,0.294,18,22,0.818,112
62,2021/3/4,MIL,@,MEM,W 112-111,240,42,95,0.442,32,61,0.525,10,34,0.294,18,22,0.818,112,40,101,0.396,32,67,0.478,8,34,0.235,23,24,0.958,111
63,2021/3/4,MIA,@,NOP,W 103-93,240,36,73,0.493,26,43,0.605,10,30,0.333,21,25,0.84,103,33,84,0.393,22,41,0.537,11,43,0.256,16,20,0.8,93
64,2021/3/4,NOP,,MIA,L 93-103,240,33,84,0.393,22,41,0.537,11,43,0.256,16,20,0.8,93,36,73,0.493,26,43,0.605,10,30,0.333,21,25,0.84,103
65,2021/3/4,DET,@,NYK,L 104-114,240,39,80,0.488,25,44,0.568,14,36,0.389,12,15,0.8,104,45,83,0.542,36,56,0.643,9,27,0.333,15,19,0.789,114
66,2021/3/4,NYK,,DET,W 114-104,240,45,83,0.542,36,56,0.643,9,27,0.333,15,19,0.789,114,39,80,0.488,25,44,0.568,14,36,0.389,12,15,0.8,104
67,2021/3/4,GSW,@,PHO,L 98-120,240,38,88,0.432,26,53,0.491,12,35,0.343,10,16,0.625,98,49,96,0.51,37,66,0.561,12,30,0.4,10,13,0.769,120
68,2021/3/4,PHO,,GSW,W 120-98,240,49,96,0.51,37,66,0.561,12,30,0.4,10,13,0.769,120,38,88,0.432,26,53,0.491,12,35,0.343,10,16,0.625,98
69,2021/3/4,POR,,SAC,W 123-119,240,42,88,0.477,27,50,0.54,15,38,0.395,24,25,0.96,123,49,103,0.476,38,74,0.514,11,29,0.379,10,16,0.625,119
70,2021/3/4,SAC,@,POR,L 119-123,240,49,103,0.476,38,74,0.514,11,29,0.379,10,16,0.625,119,42,88,0.477,27,50,0.54,15,38,0.395,24,25,0.96,123
71,2021/3/4,OKC,@,SAS,W 107-102,240,37,85,0.435,25,45,0.556,12,40,0.3,21,26,0.808,107,40,85,0.471,30,54,0.556,10,31,0.323,12,12,1,102
72,2021/3/4,SAS,,OKC,L 102-107,240,40,85,0.471,30,54,0.556,10,31,0.323,12,12,1,102,37,85,0.435,25,45,0.556,12,40,0.3,21,26,0.808,107
73,2021/3/4,LAC,@,WAS,L 117-119,240,38,82,0.463,22,47,0.468,16,35,0.457,25,27,0.926,117,40,88,0.455,31,65,0.477,9,23,0.391,30,42,0.714,119
74,2021/3/4,WAS,,LAC,W 119-117,240,40,88,0.455,31,65,0.477,9,23,0.391,30,42,0.714,119,38,82,0.463,22,47,0.468,16,35,0.457,25,27,0.926,117
75,2021/3/3,CLE,,IND,L 111-114,240,43,83,0.518,32,55,0.582,11,28,0.393,14,15,0.933,111,47,83,0.566,39,58,0.672,8,25,0.32,12,16,0.75,114
76,2021/3/3,IND,@,CLE,W 114-111,240,47,83,0.566,39,58,0.672,8,25,0.32,12,16,0.75,114,43,83,0.518,32,55,0.582,11,28,0.393,14,15,0.933,111
77,2021/3/3,DAL,,OKC,W 87-78,240,32,83,0.386,24,43,0.558,8,40,0.2,15,19,0.789,87,29,87,0.333,20,48,0.417,9,39,0.231,11,17,0.647,78
78,2021/3/3,OKC,@,DAL,L 78-87,240,29,87,0.333,20,48,0.417,9,39,0.231,11,17,0.647,78,32,83,0.386,24,43,0.558,8,40,0.2,15,19,0.789,87
79,2021/3/3,BRK,@,HOU,W 132-114,240,49,85,0.576,32,50,0.64,17,35,0.486,17,24,0.708,132,38,91,0.418,20,48,0.417,18,43,0.419,20,28,0.714,114
80,2021/3/3,HOU,,BRK,L 114-132,240,38,91,0.418,20,48,0.417,18,43,0.419,20,28,0.714,114,49,85,0.576,32,50,0.64,17,35,0.486,17,24,0.708,132
81,2021/3/3,CHO,@,MIN,W 135-102,240,51,98,0.52,34,59,0.576,17,39,0.436,16,21,0.762,135,39,96,0.406,30,56,0.536,9,40,0.225,15,18,0.833,102
82,2021/3/3,MIN,,CHO,L 102-135,240,39,96,0.406,30,56,0.536,9,40,0.225,15,18,0.833,102,51,98,0.52,34,59,0.576,17,39,0.436,16,21,0.762,135
83,2021/3/3,CHI,@,NOP,W 128-124,240,48,94,0.511,36,66,0.545,12,28,0.429,20,22,0.909,128,46,83,0.554,40,61,0.656,6,22,0.273,26,38,0.684,124
84,2021/3/3,NOP,,CHI,L 124-128,240,46,83,0.554,40,61,0.656,6,22,0.273,26,38,0.684,124,48,94,0.511,36,66,0.545,12,28,0.429,20,22,0.909,128
85,2021/3/3,ATL,@,ORL,W 115-112,240,38,85,0.447,17,40,0.425,21,45,0.467,18,19,0.947,115,36,84,0.429,23,49,0.469,13,35,0.371,27,27,1,112
86,2021/3/3,ORL,,ATL,L 112-115,240,36,84,0.429,23,49,0.469,13,35,0.371,27,27,1,112,38,85,0.447,17,40,0.425,21,45,0.467,18,19,0.947,115
87,2021/3/3,PHI,,UTA,W 131-123 (OT),265,48,93,0.516,40,68,0.588,8,25,0.32,27,35,0.771,131,44,100,0.44,23,56,0.411,21,44,0.477,14,19,0.737,123
88,2021/3/3,UTA,@,PHI,L 123-131 (OT),265,44,100,0.44,23,56,0.411,21,44,0.477,14,19,0.737,123,48,93,0.516,40,68,0.588,8,25,0.32,27,35,0.771,131
89,2021/3/3,GSW,@,POR,L 106-108,240,41,97,0.423,26,55,0.473,15,42,0.357,9,14,0.643,106,36,86,0.419,22,37,0.595,14,49,0.286,22,26,0.846,108
90,2021/3/3,POR,,GSW,W 108-106,240,36,86,0.419,22,37,0.595,14,49,0.286,22,26,0.846,108,41,97,0.423,26,55,0.473,15,42,0.357,9,14,0.643,106
91,2021/3/3,LAL,@,SAC,L 120-123,240,49,93,0.527,37,66,0.561,12,27,0.444,10,14,0.714,120,48,80,0.6,36,55,0.655,12,25,0.48,15,19,0.789,123
92,2021/3/3,SAC,,LAL,W 123-120,240,48,80,0.6,36,55,0.655,12,25,0.48,15,19,0.789,123,49,93,0.527,37,66,0.561,12,27,0.444,10,14,0.714,120
93,2021/3/3,DET,@,TOR,W 129-105,240,48,91,0.527,28,50,0.56,20,41,0.488,13,21,0.619,129,34,77,0.442,22,41,0.537,12,36,0.333,25,30,0.833,105
94,2021/3/3,TOR,,DET,L 105-129,240,34,77,0.442,22,41,0.537,12,36,0.333,25,30,0.833,105,48,91,0.527,28,50,0.56,20,41,0.488,13,21,0.619,129
95,2021/3/2,BOS,,LAC,W 117-112,240,42,86,0.488,26,54,0.481,16,32,0.5,17,23,0.739,117,43,87,0.494,25,49,0.51,18,38,0.474,8,9,0.889,112
96,2021/3/2,LAC,@,BOS,L 112-117,240,43,87,0.494,25,49,0.51,18,38,0.474,8,9,0.889,112,42,86,0.488,26,54,0.481,16,32,0.5,17,23,0.739,117
97,2021/3/2,LAL,,PHO,L 104-114,240,40,79,0.506,29,48,0.604,11,31,0.355,13,17,0.765,104,38,77,0.494,22,48,0.458,16,29,0.552,22,25,0.88,114
98,2021/3/2,PHO,@,LAL,W 114-104,240,38,77,0.494,22,48,0.458,16,29,0.552,22,25,0.88,114,40,79,0.506,29,48,0.604,11,31,0.355,13,17,0.765,104
99,2021/3/2,ATL,@,MIA,W 94-80,240,34,71,0.479,21,35,0.6,13,36,0.361,13,15,0.867,94,28,75,0.373,19,42,0.452,9,33,0.273,15,22,0.682,80
100,2021/3/2,MIA,,ATL,L 80-94,240,28,75,0.373,19,42,0.452,9,33,0.273,15,22,0.682,80,34,71,0.479,21,35,0.6,13,36,0.361,13,15,0.867,94
