Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
811,2021/1/12,HOU,,LAL,L 100-117,240,38,97,0.392,26,57,0.456,12,40,0.3,12,16,0.75,100,42,84,0.5,28,52,0.538,14,32,0.438,19,27,0.704,117
812,2021/1/12,LAL,@,HOU,W 117-100,240,42,84,0.5,28,52,0.538,14,32,0.438,19,27,0.704,117,38,97,0.392,26,57,0.456,12,40,0.3,12,16,0.75,100
813,2021/1/12,OKC,,SAS,L 102-112,240,36,83,0.434,29,57,0.509,7,26,0.269,23,29,0.793,102,41,95,0.432,31,60,0.517,10,35,0.286,20,22,0.909,112
814,2021/1/12,SAS,@,OKC,W 112-102,240,41,95,0.432,31,60,0.517,10,35,0.286,20,22,0.909,112,36,83,0.434,29,57,0.509,7,26,0.269,23,29,0.793,102
815,2021/1/12,MIA,@,PHI,L 134-137 (OT),265,48,104,0.462,29,48,0.604,19,56,0.339,19,24,0.792,134,50,102,0.49,31,47,0.66,19,55,0.345,18,25,0.72,137
816,2021/1/12,PHI,,MIA,W 137-134 (OT),265,50,102,0.49,31,47,0.66,19,55,0.345,18,25,0.72,137,48,104,0.462,29,48,0.604,19,56,0.339,19,24,0.792,134
817,2021/1/11,ATL,,PHI,W 112-94,240,37,99,0.374,20,55,0.364,17,44,0.386,21,27,0.778,112,37,92,0.402,29,56,0.518,8,36,0.222,12,13,0.923,94
818,2021/1/11,PHI,@,ATL,L 94-112,240,37,92,0.402,29,56,0.518,8,36,0.222,12,13,0.923,94,37,99,0.374,20,55,0.364,17,44,0.386,21,27,0.778,112
819,2021/1/11,CHO,,NYK,W 109-88,240,38,78,0.487,25,46,0.543,13,32,0.406,20,23,0.87,109,34,87,0.391,25,50,0.5,9,37,0.243,11,17,0.647,88
820,2021/1/11,NYK,@,CHO,L 88-109,240,34,87,0.391,25,50,0.5,9,37,0.243,11,17,0.647,88,38,78,0.487,25,46,0.543,13,32,0.406,20,23,0.87,109
821,2021/1/11,CLE,,MEM,L 91-101,240,37,82,0.451,26,56,0.464,11,26,0.423,6,14,0.429,91,40,78,0.513,35,58,0.603,5,20,0.25,16,21,0.762,101
822,2021/1/11,MEM,@,CLE,W 101-91,240,40,78,0.513,35,58,0.603,5,20,0.25,16,21,0.762,101,37,82,0.451,26,56,0.464,11,26,0.423,6,14,0.429,91
823,2021/1/11,MIL,@,ORL,W 121-99,240,46,91,0.505,33,56,0.589,13,35,0.371,16,20,0.8,121,39,91,0.429,28,60,0.467,11,31,0.355,10,13,0.769,99
824,2021/1/11,ORL,,MIL,L 99-121,240,39,91,0.429,28,60,0.467,11,31,0.355,10,13,0.769,99,46,91,0.505,33,56,0.589,13,35,0.371,16,20,0.8,121
825,2021/1/11,POR,,TOR,W 112-111,240,38,83,0.458,24,41,0.585,14,42,0.333,22,25,0.88,112,40,89,0.449,21,42,0.5,19,47,0.404,12,12,1,111
826,2021/1/11,TOR,@,POR,L 111-112,240,40,89,0.449,21,42,0.5,19,47,0.404,12,12,1,111,38,83,0.458,24,41,0.585,14,42,0.333,22,25,0.88,112
827,2021/1/11,IND,@,SAC,L 122-127,240,47,97,0.485,34,58,0.586,13,39,0.333,15,18,0.833,122,47,84,0.56,32,52,0.615,15,32,0.469,18,23,0.783,127
828,2021/1/11,SAC,,IND,W 127-122,240,47,84,0.56,32,52,0.615,15,32,0.469,18,23,0.783,127,47,97,0.485,34,58,0.586,13,39,0.333,15,18,0.833,122
829,2021/1/11,PHO,@,WAS,L 107-128,240,39,87,0.448,35,60,0.583,4,27,0.148,25,30,0.833,107,48,92,0.522,33,58,0.569,15,34,0.441,17,28,0.607,128
830,2021/1/11,WAS,,PHO,W 128-107,240,48,92,0.522,33,58,0.569,15,34,0.441,17,28,0.607,128,39,87,0.448,35,60,0.583,4,27,0.148,25,30,0.833,107
831,2021/1/10,BRK,,OKC,L 116-129,240,43,85,0.506,33,51,0.647,10,34,0.294,20,24,0.833,116,49,90,0.544,34,51,0.667,15,39,0.385,16,17,0.941,129
832,2021/1/10,OKC,@,BRK,W 129-116,240,49,90,0.544,34,51,0.667,15,39,0.385,16,17,0.941,129,43,85,0.506,33,51,0.647,10,34,0.294,20,24,0.833,116
833,2021/1/10,DET,,UTA,L 86-96,240,29,87,0.333,19,45,0.422,10,42,0.238,18,21,0.857,86,35,82,0.427,24,47,0.511,11,35,0.314,15,22,0.682,96
834,2021/1/10,UTA,@,DET,W 96-86,240,35,82,0.427,24,47,0.511,11,35,0.314,15,22,0.682,96,29,87,0.333,19,45,0.422,10,42,0.238,18,21,0.857,86
835,2021/1/10,GSW,,TOR,W 106-105,240,38,93,0.409,25,47,0.532,13,46,0.283,17,19,0.895,106,39,96,0.406,26,58,0.448,13,38,0.342,14,22,0.636,105
836,2021/1/10,TOR,@,GSW,L 105-106,240,39,96,0.406,26,58,0.448,13,38,0.342,14,22,0.636,105,38,93,0.409,25,47,0.532,13,46,0.283,17,19,0.895,106
837,2021/1/10,HOU,,LAL,L 102-120,240,37,90,0.411,25,49,0.51,12,41,0.293,16,23,0.696,102,46,91,0.505,36,62,0.581,10,29,0.345,18,24,0.75,120
838,2021/1/10,LAL,@,HOU,W 120-102,240,46,91,0.505,36,62,0.581,10,29,0.345,18,24,0.75,120,37,90,0.411,25,49,0.51,12,41,0.293,16,23,0.696,102
839,2021/1/10,CHI,@,LAC,L 127-130,240,47,77,0.61,29,44,0.659,18,33,0.545,15,17,0.882,127,45,92,0.489,25,54,0.463,20,38,0.526,20,25,0.8,130
840,2021/1/10,LAC,,CHI,W 130-127,240,45,92,0.489,25,54,0.463,20,38,0.526,20,25,0.8,130,47,77,0.61,29,44,0.659,18,33,0.545,15,17,0.882,127
841,2021/1/10,MIN,,SAS,W 96-88,240,34,81,0.42,25,55,0.455,9,26,0.346,19,23,0.826,96,36,94,0.383,28,64,0.438,8,30,0.267,8,14,0.571,88
842,2021/1/10,SAS,@,MIN,L 88-96,240,36,94,0.383,28,64,0.438,8,30,0.267,8,14,0.571,88,34,81,0.42,25,55,0.455,9,26,0.346,19,23,0.826,96
843,2021/1/10,DEN,@,NYK,W 114-89,240,45,84,0.536,30,49,0.612,15,35,0.429,9,12,0.75,114,32,74,0.432,26,53,0.491,6,21,0.286,19,25,0.76,89
844,2021/1/10,NYK,,DEN,L 89-114,240,32,74,0.432,26,53,0.491,6,21,0.286,19,25,0.76,89,45,84,0.536,30,49,0.612,15,35,0.429,9,12,0.75,114
845,2021/1/9,ATL,@,CHO,L 105-113,240,34,89,0.382,20,44,0.455,14,45,0.311,23,28,0.821,105,40,77,0.519,25,44,0.568,15,33,0.455,18,24,0.75,113
846,2021/1/9,CHO,,ATL,W 113-105,240,40,77,0.519,25,44,0.568,15,33,0.455,18,24,0.75,113,34,89,0.382,20,44,0.455,14,45,0.311,23,28,0.821,105
847,2021/1/9,DAL,,ORL,W 112-98,240,39,79,0.494,19,39,0.487,20,40,0.5,14,18,0.778,112,38,89,0.427,32,58,0.552,6,31,0.194,16,22,0.727,98
848,2021/1/9,ORL,@,DAL,L 98-112,240,38,89,0.427,32,58,0.552,6,31,0.194,16,22,0.727,98,39,79,0.494,19,39,0.487,20,40,0.5,14,18,0.778,112
849,2021/1/9,IND,,PHO,L 117-125,240,44,92,0.478,32,63,0.508,12,29,0.414,17,24,0.708,117,46,94,0.489,30,53,0.566,16,41,0.39,17,17,1,125
850,2021/1/9,PHO,@,IND,W 125-117,240,46,94,0.489,30,53,0.566,16,41,0.39,17,17,1,125,44,92,0.478,32,63,0.508,12,29,0.414,17,24,0.708,117
851,2021/1/9,CLE,@,MIL,L 90-100,240,36,87,0.414,29,61,0.475,7,26,0.269,11,16,0.688,90,37,84,0.44,25,48,0.521,12,36,0.333,14,18,0.778,100
852,2021/1/9,MIL,,CLE,W 100-90,240,37,84,0.44,25,48,0.521,12,36,0.333,14,18,0.778,100,36,87,0.414,29,61,0.475,7,26,0.269,11,16,0.688,90
853,2021/1/9,MIN,,SAS,L 122-125 (OT),265,48,96,0.5,33,66,0.5,15,30,0.5,11,17,0.647,122,44,101,0.436,31,69,0.449,13,32,0.406,24,29,0.828,125
854,2021/1/9,SAS,@,MIN,W 125-122 (OT),265,44,101,0.436,31,69,0.449,13,32,0.406,24,29,0.828,125,48,96,0.5,33,66,0.5,15,30,0.5,11,17,0.647,122
855,2021/1/9,DEN,@,PHI,W 115-103,240,45,90,0.5,33,57,0.579,12,33,0.364,13,15,0.867,115,43,103,0.417,32,68,0.471,11,35,0.314,6,10,0.6,103
856,2021/1/9,PHI,,DEN,L 103-115,240,43,103,0.417,32,68,0.471,11,35,0.314,6,10,0.6,103,45,90,0.5,33,57,0.579,12,33,0.364,13,15,0.867,115
857,2021/1/9,POR,@,SAC,W 125-99,240,44,100,0.44,27,59,0.458,17,41,0.415,20,23,0.87,125,33,81,0.407,25,51,0.49,8,30,0.267,25,35,0.714,99
858,2021/1/9,SAC,,POR,L 99-125,240,33,81,0.407,25,51,0.49,8,30,0.267,25,35,0.714,99,44,100,0.44,27,59,0.458,17,41,0.415,20,23,0.87,125
859,2021/1/9,MIA,@,WAS,W 128-124,240,46,93,0.495,30,50,0.6,16,43,0.372,20,26,0.769,128,44,99,0.444,29,59,0.492,15,40,0.375,21,28,0.75,124
860,2021/1/9,WAS,,MIA,L 124-128,240,44,99,0.444,29,59,0.492,15,40,0.375,21,28,0.75,124,46,93,0.495,30,50,0.6,16,43,0.372,20,26,0.769,128
861,2021/1/8,BOS,,WAS,W 116-107,240,41,86,0.477,29,54,0.537,12,32,0.375,22,30,0.733,116,41,88,0.466,30,59,0.508,11,29,0.379,14,16,0.875,107
862,2021/1/8,WAS,@,BOS,L 107-116,240,41,88,0.466,30,59,0.508,11,29,0.379,14,16,0.875,107,41,86,0.477,29,54,0.537,12,32,0.375,22,30,0.733,116
863,2021/1/8,DET,,PHO,W 110-105 (OT),265,37,90,0.411,26,56,0.464,11,34,0.324,25,29,0.862,110,41,91,0.451,24,39,0.615,17,52,0.327,6,13,0.462,105
864,2021/1/8,PHO,@,DET,L 105-110 (OT),265,41,91,0.451,24,39,0.615,17,52,0.327,6,13,0.462,105,37,90,0.411,26,56,0.464,11,34,0.324,25,29,0.862,110
865,2021/1/8,GSW,,LAC,W 115-105,240,40,82,0.488,20,41,0.488,20,41,0.488,15,18,0.833,115,40,83,0.482,26,52,0.5,14,31,0.452,11,13,0.846,105
866,2021/1/8,LAC,@,GSW,L 105-115,240,40,83,0.482,26,52,0.5,14,31,0.452,11,13,0.846,105,40,82,0.488,20,41,0.488,20,41,0.488,15,18,0.833,115
867,2021/1/8,HOU,,ORL,W 132-90,240,51,91,0.56,29,44,0.659,22,47,0.468,8,11,0.727,132,34,89,0.382,26,60,0.433,8,29,0.276,14,16,0.875,90
868,2021/1/8,ORL,@,HOU,L 90-132,240,34,89,0.382,26,60,0.433,8,29,0.276,14,16,0.875,90,51,91,0.56,29,44,0.659,22,47,0.468,8,11,0.727,132
869,2021/1/8,CHI,@,LAL,L 115-117,240,46,91,0.505,36,65,0.554,10,26,0.385,13,14,0.929,115,41,81,0.506,29,52,0.558,12,29,0.414,23,27,0.852,117
870,2021/1/8,LAL,,CHI,W 117-115,240,41,81,0.506,29,52,0.558,12,29,0.414,23,27,0.852,117,46,91,0.505,36,65,0.554,10,26,0.385,13,14,0.929,115
871,2021/1/8,BRK,@,MEM,L 110-115,240,38,81,0.469,24,50,0.48,14,31,0.452,20,21,0.952,110,45,98,0.459,32,66,0.485,13,32,0.406,12,14,0.857,115
872,2021/1/8,MEM,,BRK,W 115-110,240,45,98,0.459,32,66,0.485,13,32,0.406,12,14,0.857,115,38,81,0.469,24,50,0.48,14,31,0.452,20,21,0.952,110
873,2021/1/8,MIL,,UTA,L 118-131,240,44,98,0.449,31,56,0.554,13,42,0.31,17,21,0.81,118,49,97,0.505,24,44,0.545,25,53,0.472,8,13,0.615,131
874,2021/1/8,UTA,@,MIL,W 131-118,240,49,97,0.505,24,44,0.545,25,53,0.472,8,13,0.615,131,44,98,0.449,31,56,0.554,13,42,0.31,17,21,0.81,118
875,2021/1/8,CHO,@,NOP,W 118-110,240,41,87,0.471,25,45,0.556,16,42,0.381,20,25,0.8,118,38,77,0.494,23,39,0.59,15,38,0.395,19,26,0.731,110
876,2021/1/8,NOP,,CHO,L 110-118,240,38,77,0.494,23,39,0.59,15,38,0.395,19,26,0.731,110,41,87,0.471,25,45,0.556,16,42,0.381,20,25,0.8,118
877,2021/1/8,NYK,,OKC,L 89-101,240,34,96,0.354,25,69,0.362,9,27,0.333,12,20,0.6,89,38,87,0.437,27,53,0.509,11,34,0.324,14,21,0.667,101
878,2021/1/8,OKC,@,NYK,W 101-89,240,38,87,0.437,27,53,0.509,11,34,0.324,14,21,0.667,101,34,96,0.354,25,69,0.362,9,27,0.333,12,20,0.6,89
879,2021/1/8,SAC,,TOR,L 123-144,240,46,81,0.568,31,47,0.66,15,34,0.441,16,28,0.571,123,53,91,0.582,33,52,0.635,20,39,0.513,18,22,0.818,144
880,2021/1/8,TOR,@,SAC,W 144-123,240,53,91,0.582,33,52,0.635,20,39,0.513,18,22,0.818,144,46,81,0.568,31,47,0.66,15,34,0.441,16,28,0.571,123
881,2021/1/7,BRK,,PHI,W 122-109,240,44,97,0.454,29,60,0.483,15,37,0.405,19,29,0.655,122,41,87,0.471,32,61,0.525,9,26,0.346,18,20,0.9,109
882,2021/1/7,PHI,@,BRK,L 109-122,240,41,87,0.471,32,61,0.525,9,26,0.346,18,20,0.9,109,44,97,0.454,29,60,0.483,15,37,0.405,19,29,0.655,122
883,2021/1/7,DAL,@,DEN,W 124-117 (OT),265,42,87,0.483,26,47,0.553,16,40,0.4,24,31,0.774,124,43,97,0.443,28,53,0.528,15,44,0.341,16,21,0.762,117
884,2021/1/7,DEN,,DAL,L 117-124 (OT),265,43,97,0.443,28,53,0.528,15,44,0.341,16,21,0.762,117,42,87,0.483,26,47,0.553,16,40,0.4,24,31,0.774,124
885,2021/1/7,LAL,,SAS,L 109-118,240,43,86,0.5,33,56,0.589,10,30,0.333,13,21,0.619,109,43,92,0.467,27,57,0.474,16,35,0.457,16,17,0.941,118
886,2021/1/7,SAS,@,LAL,W 118-109,240,43,92,0.467,27,57,0.474,16,35,0.457,16,17,0.941,118,43,86,0.5,33,56,0.589,10,30,0.333,13,21,0.619,109
887,2021/1/7,CLE,@,MEM,W 94-90,240,36,79,0.456,23,49,0.469,13,30,0.433,9,16,0.563,94,36,83,0.434,25,52,0.481,11,31,0.355,7,8,0.875,90
888,2021/1/7,MEM,,CLE,L 90-94,240,36,83,0.434,25,52,0.481,11,31,0.355,7,8,0.875,90,36,79,0.456,23,49,0.469,13,30,0.433,9,16,0.563,94
889,2021/1/7,MIN,@,POR,L 117-135,240,39,93,0.419,25,52,0.481,14,41,0.341,25,33,0.758,117,49,90,0.544,31,49,0.633,18,41,0.439,19,23,0.826,135
890,2021/1/7,POR,,MIN,W 135-117,240,49,90,0.544,31,49,0.633,18,41,0.439,19,23,0.826,135,39,93,0.419,25,52,0.481,14,41,0.341,25,33,0.758,117
891,2021/1/6,ATL,,CHO,L 94-102,240,36,96,0.375,29,56,0.518,7,40,0.175,15,18,0.833,94,32,85,0.376,21,49,0.429,11,36,0.306,27,33,0.818,102
892,2021/1/6,CHO,@,ATL,W 102-94,240,32,85,0.376,21,49,0.429,11,36,0.306,27,33,0.818,102,36,96,0.375,29,56,0.518,7,40,0.175,15,18,0.833,94
893,2021/1/6,GSW,,LAC,L 101-108,240,39,86,0.453,31,56,0.554,8,30,0.267,15,19,0.789,101,36,81,0.444,25,47,0.532,11,34,0.324,25,25,1,108
894,2021/1/6,LAC,@,GSW,W 108-101,240,36,81,0.444,25,47,0.532,11,34,0.324,25,25,1,108,39,86,0.453,31,56,0.554,8,30,0.267,15,19,0.789,101
895,2021/1/6,HOU,@,IND,L 107-114,240,39,81,0.481,31,51,0.608,8,30,0.267,21,26,0.808,107,42,89,0.472,33,66,0.5,9,23,0.391,21,26,0.808,114
896,2021/1/6,IND,,HOU,W 114-107,240,42,89,0.472,33,66,0.5,9,23,0.391,21,26,0.808,114,39,81,0.481,31,51,0.608,8,30,0.267,21,26,0.808,107
897,2021/1/6,BOS,@,MIA,W 107-105,240,42,99,0.424,30,64,0.469,12,35,0.343,11,12,0.917,107,35,81,0.432,22,45,0.489,13,36,0.361,22,26,0.846,105
898,2021/1/6,MIA,,BOS,L 105-107,240,35,81,0.432,22,45,0.489,13,36,0.361,22,26,0.846,105,42,99,0.424,30,64,0.469,12,35,0.343,11,12,0.917,107
899,2021/1/6,DET,@,MIL,L 115-130,240,38,97,0.392,25,56,0.446,13,41,0.317,26,30,0.867,115,49,90,0.544,30,47,0.638,19,43,0.442,13,21,0.619,130
900,2021/1/6,MIL,,DET,W 130-115,240,49,90,0.544,30,47,0.638,19,43,0.442,13,21,0.619,130,38,97,0.392,25,56,0.446,13,41,0.317,26,30,0.867,115
