Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
412,2021/2/9,POR,,ORL,W 106-97,240,35,90,0.389,17,44,0.386,18,46,0.391,18,19,0.947,106,37,88,0.42,26,53,0.491,11,35,0.314,12,22,0.545,97
413,2021/2/9,PHI,@,SAC,W 119-111,240,41,85,0.482,32,65,0.492,9,20,0.45,28,35,0.8,119,43,99,0.434,29,57,0.509,14,42,0.333,11,19,0.579,111
414,2021/2/9,SAC,,PHI,L 111-119,240,43,99,0.434,29,57,0.509,14,42,0.333,11,19,0.579,111,41,85,0.482,32,65,0.492,9,20,0.45,28,35,0.8,119
415,2021/2/9,GSW,@,SAS,W 114-91,240,42,91,0.462,25,51,0.49,17,40,0.425,13,19,0.684,114,32,86,0.372,24,62,0.387,8,24,0.333,19,21,0.905,91
416,2021/2/9,SAS,,GSW,L 91-114,240,32,86,0.372,24,62,0.387,8,24,0.333,19,21,0.905,91,42,91,0.462,25,51,0.49,17,40,0.425,13,19,0.684,114
417,2021/2/9,BOS,@,UTA,L 108-122,240,38,86,0.442,25,57,0.439,13,29,0.448,19,23,0.826,108,40,84,0.476,22,36,0.611,18,48,0.375,24,27,0.889,122
418,2021/2/9,UTA,,BOS,W 122-108,240,40,84,0.476,22,36,0.611,18,48,0.375,24,27,0.889,122,38,86,0.442,25,57,0.439,13,29,0.448,19,23,0.826,108
419,2021/2/8,CHI,,WAS,L 101-105,240,36,85,0.424,27,55,0.491,9,30,0.3,20,24,0.833,101,36,86,0.419,30,60,0.5,6,26,0.231,27,36,0.75,105
420,2021/2/8,WAS,@,CHI,W 105-101,240,36,86,0.419,30,60,0.5,6,26,0.231,27,36,0.75,105,36,85,0.424,27,55,0.491,9,30,0.3,20,24,0.833,101
421,2021/2/8,CHO,,HOU,W 119-94,240,44,90,0.489,25,49,0.51,19,41,0.463,12,13,0.923,119,35,86,0.407,22,39,0.564,13,47,0.277,11,16,0.688,94
422,2021/2/8,HOU,@,CHO,L 94-119,240,35,86,0.407,22,39,0.564,13,47,0.277,11,16,0.688,94,44,90,0.489,25,49,0.51,19,41,0.463,12,13,0.923,119
423,2021/2/8,DAL,,MIN,W 127-122,240,45,87,0.517,33,53,0.623,12,34,0.353,25,30,0.833,127,42,91,0.462,24,49,0.49,18,42,0.429,20,28,0.714,122
424,2021/2/8,MIN,@,DAL,L 122-127,240,42,91,0.462,24,49,0.49,18,42,0.429,20,28,0.714,122,45,87,0.517,33,53,0.623,12,34,0.353,25,30,0.833,127
425,2021/2/8,DEN,,MIL,L 112-125,240,41,94,0.436,26,58,0.448,15,36,0.417,15,16,0.938,112,45,89,0.506,29,49,0.592,16,40,0.4,19,22,0.864,125
426,2021/2/8,MIL,@,DEN,W 125-112,240,45,89,0.506,29,49,0.592,16,40,0.4,19,22,0.864,125,41,94,0.436,26,58,0.448,15,36,0.417,15,16,0.938,112
427,2021/2/8,LAL,,OKC,W 119-112 (OT),265,44,95,0.463,35,57,0.614,9,38,0.237,22,29,0.759,119,43,110,0.391,31,72,0.431,12,38,0.316,14,19,0.737,112
428,2021/2/8,OKC,@,LAL,L 112-119 (OT),265,43,110,0.391,31,72,0.431,12,38,0.316,14,19,0.737,112,44,95,0.463,35,57,0.614,9,38,0.237,22,29,0.759,119
429,2021/2/8,MEM,,TOR,L 113-128,240,37,87,0.425,24,48,0.5,13,39,0.333,26,29,0.897,113,42,77,0.545,22,40,0.55,20,37,0.541,24,26,0.923,128
430,2021/2/8,TOR,@,MEM,W 128-113,240,42,77,0.545,22,40,0.55,20,37,0.541,24,26,0.923,128,37,87,0.425,24,48,0.5,13,39,0.333,26,29,0.897,113
431,2021/2/8,CLE,@,PHO,L 113-119,240,44,86,0.512,36,62,0.581,8,24,0.333,17,25,0.68,113,47,90,0.522,36,66,0.545,11,24,0.458,14,19,0.737,119
432,2021/2/8,PHO,,CLE,W 119-113,240,47,90,0.522,36,66,0.545,11,24,0.458,14,19,0.737,119,44,86,0.512,36,62,0.581,8,24,0.333,17,25,0.68,113
433,2021/2/8,GSW,@,SAS,L 100-105,240,38,86,0.442,25,49,0.51,13,37,0.351,11,15,0.733,100,39,96,0.406,28,65,0.431,11,31,0.355,16,19,0.842,105
434,2021/2/8,SAS,,GSW,W 105-100,240,39,96,0.406,28,65,0.431,11,31,0.355,16,19,0.842,105,38,86,0.442,25,49,0.51,13,37,0.351,11,15,0.733,100
435,2021/2/7,CHO,,WAS,W 119-97,240,42,99,0.424,27,63,0.429,15,36,0.417,20,26,0.769,119,34,90,0.378,25,50,0.5,9,40,0.225,20,28,0.714,97
436,2021/2/7,WAS,@,CHO,L 97-119,240,34,90,0.378,25,50,0.5,9,40,0.225,20,28,0.714,97,42,99,0.424,27,63,0.429,15,36,0.417,20,26,0.769,119
437,2021/2/7,IND,,UTA,L 95-103,240,37,93,0.398,29,64,0.453,8,29,0.276,13,18,0.722,95,38,92,0.413,25,50,0.5,13,42,0.31,14,21,0.667,103
438,2021/2/7,UTA,@,IND,W 103-95,240,38,92,0.413,25,50,0.5,13,42,0.31,14,21,0.667,103,37,93,0.398,29,64,0.453,8,29,0.276,13,18,0.722,95
439,2021/2/7,LAC,,SAC,L 110-113,240,41,99,0.414,33,71,0.465,8,28,0.286,20,23,0.87,110,46,94,0.489,36,65,0.554,10,29,0.345,11,15,0.733,113
440,2021/2/7,SAC,@,LAC,W 113-110,240,46,94,0.489,36,65,0.554,10,29,0.345,11,15,0.733,113,41,99,0.414,33,71,0.465,8,28,0.286,20,23,0.87,110
441,2021/2/7,MIA,@,NYK,W 109-103,240,40,83,0.482,27,48,0.563,13,35,0.371,16,20,0.8,109,38,85,0.447,22,43,0.512,16,42,0.381,11,15,0.733,103
442,2021/2/7,NYK,,MIA,L 103-109,240,38,85,0.447,22,43,0.512,16,42,0.381,11,15,0.733,103,40,83,0.482,27,48,0.563,13,35,0.371,16,20,0.8,109
443,2021/2/7,BOS,@,PHO,L 91-100,240,33,93,0.355,16,49,0.327,17,44,0.386,8,12,0.667,91,40,82,0.488,32,53,0.604,8,29,0.276,12,12,1,100
444,2021/2/7,PHO,,BOS,W 100-91,240,40,82,0.488,32,53,0.604,8,29,0.276,12,12,1,100,33,93,0.355,16,49,0.327,17,44,0.386,8,12,0.667,91
445,2021/2/6,ATL,,TOR,W 132-121,240,42,74,0.568,23,38,0.605,19,36,0.528,29,33,0.879,132,41,97,0.423,28,59,0.475,13,38,0.342,26,34,0.765,121
446,2021/2/6,TOR,@,ATL,L 121-132,240,41,97,0.423,28,59,0.475,13,38,0.342,26,34,0.765,121,42,74,0.568,23,38,0.605,19,36,0.528,29,33,0.879,132
447,2021/2/6,CLE,,MIL,L 99-124,240,39,86,0.453,33,58,0.569,6,28,0.214,15,21,0.714,99,47,86,0.547,31,52,0.596,16,34,0.471,14,23,0.609,124
448,2021/2/6,MIL,@,CLE,W 124-99,240,47,86,0.547,31,52,0.596,16,34,0.471,14,23,0.609,124,39,86,0.453,33,58,0.569,6,28,0.214,15,21,0.714,99
449,2021/2/6,DAL,,GSW,W 134-132,240,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132
450,2021/2/6,GSW,@,DAL,L 132-134,240,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134
451,2021/2/6,HOU,,SAS,L 106-111,240,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111
452,2021/2/6,SAS,@,HOU,W 111-106,240,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106
453,2021/2/6,DET,@,LAL,L 129-135 (2OT),290,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135
454,2021/2/6,LAL,,DET,W 135-129 (2OT),290,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129
455,2021/2/6,MEM,@,NOP,L 109-118,240,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118
456,2021/2/6,NOP,,MEM,W 118-109,240,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109
457,2021/2/6,NYK,,POR,W 110-99,240,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99
458,2021/2/6,POR,@,NYK,L 99-110,240,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110
459,2021/2/6,MIN,@,OKC,L 118-120,240,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120
460,2021/2/6,OKC,,MIN,W 120-118,240,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118
461,2021/2/6,CHI,@,ORL,W 118-92,240,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1,92
462,2021/2/6,ORL,,CHI,L 92-118,240,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1,92,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118
463,2021/2/6,BRK,@,PHI,L 108-124,240,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124
464,2021/2/6,PHI,,BRK,W 124-108,240,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108
465,2021/2/6,DEN,@,SAC,L 114-119,240,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119
466,2021/2/6,SAC,,DEN,W 119-114,240,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114
467,2021/2/5,BRK,,TOR,L 117-123,240,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123
468,2021/2/5,TOR,@,BRK,W 123-117,240,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117
469,2021/2/5,CHO,,UTA,L 121-138,240,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138
470,2021/2/5,UTA,@,CHO,W 138-121,240,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121
471,2021/2/5,CLE,,MIL,L 105-123,240,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123
472,2021/2/5,MIL,@,CLE,W 123-105,240,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105
473,2021/2/5,IND,,NOP,L 113-114,240,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114
474,2021/2/5,NOP,@,IND,W 114-113,240,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113
475,2021/2/5,BOS,@,LAC,W 119-115,240,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115
476,2021/2/5,LAC,,BOS,L 115-119,240,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119
477,2021/2/5,MIA,,WAS,W 122-95,240,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95
478,2021/2/5,WAS,@,MIA,L 95-122,240,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122
479,2021/2/5,MIN,@,OKC,W 106-103,240,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103
480,2021/2/5,OKC,,MIN,L 103-106,240,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106
481,2021/2/5,CHI,@,ORL,L 119-123,240,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123
482,2021/2/5,ORL,,CHI,W 123-119,240,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119
483,2021/2/5,DET,@,PHO,L 92-109,240,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109
484,2021/2/5,PHO,,DET,W 109-92,240,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92
485,2021/2/4,ATL,,UTA,L 91-112,240,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112
486,2021/2/4,UTA,@,ATL,W 112-91,240,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91
487,2021/2/4,DAL,,GSW,L 116-147,240,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147
488,2021/2/4,GSW,@,DAL,W 147-116,240,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116
489,2021/2/4,DEN,@,LAL,L 93-114,240,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114
490,2021/2/4,LAL,,DEN,W 114-93,240,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93
491,2021/2/4,HOU,@,MEM,W 115-103,240,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103
492,2021/2/4,MEM,,HOU,L 103-115,240,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115
493,2021/2/4,PHI,,POR,L 105-121,240,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121
494,2021/2/4,POR,@,PHI,W 121-105,240,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105
495,2021/2/3,ATL,,DAL,L 116-122,240,45,90,0.5,31,52,0.596,14,38,0.368,12,17,0.706,116,43,93,0.462,30,53,0.566,13,40,0.325,23,25,0.92,122
496,2021/2/3,DAL,@,ATL,W 122-116,240,43,93,0.462,30,53,0.566,13,40,0.325,23,25,0.92,122,45,90,0.5,31,52,0.596,14,38,0.368,12,17,0.706,116
497,2021/2/3,CHI,,NYK,L 103-107,240,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107
498,2021/2/3,NYK,@,CHI,W 107-103,240,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103
499,2021/2/3,CHO,,PHI,L 111-118,240,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118
500,2021/2/3,PHI,@,CHO,W 118-111,240,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111
