,FG%.1_AVG,PTS.1_AVG,+/-_players_AVG,DRtg_players_AVG,winning_rate,y
597,0.5955700299192174,0.27038881896732625,1.1163821079787315,0.5681315777378434,-0.102355072,1
11,0.6384775795611918,0.5266966656765539,-1.2049309867330082,0.8122592832617822,0.016993464,1
564,-1.5498074521793346,-1.0246403012477143,0.6608666076803486,-0.913534881274463,0.1153846149999999,1
1118,0.08728059569894431,0.7290449657101541,-0.23006070829073566,0.05184035471049353,-0.166666667,0
104,1.09395772191442,0.6885753057034325,0.15141822232700697,0.8791783234334917,-0.102266208,1
575,-0.0447426339686525,0.621125872358899,0.3070777662687859,0.38065880464028407,-0.3988095229999999,0
365,-0.31869083552893285,0.13548995227825938,-0.5001744442046359,0.28717809674223965,-0.1050061049999999,1
1015,0.8728188122211845,0.44575734566311465,-1.465995184503474,1.3001109058274112,-0.3487179479999999,0
1135,-2.0349928212077772,-1.294438034625848,0.9638720450309318,-1.462385723485496,-0.35,0
628,-0.7906738815906117,-0.7548425678695808,0.20017973722168608,-1.139451607913062,-0.1840579710000001,1
727,-0.8467837541993432,-1.0246403012477143,0.6638951212229273,-0.47043156610376485,0.1486486489999999,1
810,-0.47051754964667675,-0.7818223412073947,-0.14684355197956375,-0.524298547901212,-0.082795699,0
46,0.14008988756598895,1.201190999121888,1.1805857294225128,-0.4265070666876116,0.228180575,0
626,0.47014796173499745,1.2686404324664196,0.07253718297810718,0.6053276423976592,-0.1521739129999999,0
936,0.49325202692682807,-1.4832964479905422,0.9190549418444393,-0.7463661136079737,0.1125,1
236,-0.05464437619372606,0.5266966656765539,-0.9058238786074799,0.8042149968173357,-0.1691176469999999,1
1141,0.2853154402003494,0.9448831524126602,0.6579792234531904,0.9181894128651559,-0.15,0
35,0.12688756459922862,1.201190999121888,-0.551978873677089,0.7742769421044652,-0.013173189,1
369,-0.02163856877682521,0.10851017894044564,0.6684054893631358,-0.07089461616006675,-0.132756132,1
97,-1.0151133720255407,-0.5794740411737943,0.0060999787059544865,-0.6590477126224404,-0.1275345289999999,0
149,1.6517558672600448,0.8909236057370347,-1.3348690477378649,1.9783206528146091,-0.196641387,0
1058,-0.945801176450049,-1.307927921294756,0.22252420467490322,-1.1043850494053582,0.181818182,1
701,1.4075128923749818,1.8756853325672218,-1.0135658014737043,1.0951982073745283,-0.3169354839999999,1
821,-0.9887087260920168,-1.1055796212611555,0.45059157459231364,-0.8147014595219878,0.049425288,1
131,0.2193038253665477,0.634615759027807,-2.021764129297418,0.9666245564397117,-0.294852941,0
889,1.0642524952392094,-1.065109961254434,0.23210225655885194,-0.8406797749527886,-0.1105072459999999,1
70,-0.5233268415137148,-0.7413526812006749,0.28777621318596935,-0.415348149406868,-0.1440789469999999,1
1106,1.301894308640899,1.4709887325000197,-0.7465439432424955,1.0755556997793967,0.0333333329999999,1
413,1.6352529635515942,1.9566246525806614,-2.217013242539208,1.4523618812113548,0.082500925,0
813,0.3282229898423205,1.0662921324328212,-0.5695911989144499,0.7909437978361864,0.207974138,0
7,-0.18996818660301626,-0.5255144944981669,0.21984707369523665,-1.117796250015557,-0.0487804879999999,0
872,0.20940208314148073,0.2029393856227928,0.6466514595833394,-0.5665176220677015,-0.086956521,0
360,-1.1999458935601823,0.17595961228497906,-0.15148352839966336,0.320672116864306,0.074397244,1
587,0.5757665454690801,0.25689893229842026,-0.3202378290246836,0.3202409211968196,0.0386452459999999,0
853,0.4272404120930264,-0.30967630779566263,1.7446337630944555,-0.5831398315531124,0.308333333,0
649,-1.1966453128184955,-1.294438034625848,1.037264893518989,-0.9739760958878653,0.087482219,1
1057,-1.5432062906959512,-1.7665840680375837,2.279544415447057,-1.7147007704420574,0.0277777769999999,1
663,0.503153769151895,-1.267458261288034,-0.018868336415140047,-0.9462507623202228,0.0541353389999999,1
1085,0.09388175718232777,0.6481056456967149,0.10446978293622303,0.5188736196219248,0.0277777779999999,1
1110,-0.12725715251090794,-0.6604133611872338,0.9387813220438571,-1.475230810861242,0.5,1
562,-0.916095949774835,-0.4445751744847275,0.2044395294232297,-0.28560370325632084,0.1000400159999999,0
239,1.8266866465696223,0.33783825231185965,-2.026594197723109,1.1407003146290269,-0.322837866,0
1111,1.7870796776693414,0.7830045123857797,-0.6385039211251483,1.5154764081584755,-0.233333333,1
28,-0.6784541363731488,-0.06685834775534083,0.86819953302223,-0.7986940417045165,0.08727613,1
154,0.3018183439087998,0.3108584789740459,-0.6287328970285694,-0.15813997027663754,0.1163763069999999,0
4,1.0543507530141425,0.5132067790076461,-0.7195076560572223,0.8978184672833529,-0.0967914439999999,0
420,-0.0678466991604831,-0.8897414345586476,0.05294041105858027,-1.2594980595527223,-0.1696078429999999,0
21,1.2952931471575189,0.6481056456967128,-1.6842267259769867,0.9171231331095429,-0.20506156,0
656,-0.9722058223835663,-1.1055796212611555,0.934053500034873,-1.1777383061546,0.111111111,1
731,0.9025240388963985,0.08153040560263382,0.254538890015199,0.13119968572890767,0.1360718869999999,1
219,-0.5761361333807562,0.9179033790748465,0.5576825758520438,0.39059014006937604,-0.245521601,1
571,-1.6389231322049636,-0.3501459678023822,0.6498499040969825,-1.4487259589895904,0.282692308,1
625,-0.7939744623323017,-0.35014596780238033,1.3488835210682486,-1.4225549020903454,0.377039627,1
408,0.054274788282050054,0.33783825231185965,-0.1666534573536212,0.6838814271545318,0.0547619039999999,0
316,0.5559630610189397,0.24340904562951246,-1.0063581411119291,0.41269494074222823,0.073529412,1
756,0.1499916297910559,0.4187775723253009,-0.7087789706892824,0.9811081289143987,0.123873874,0
529,-1.0250151142506079,0.41877757232529894,-0.08774505655628358,0.662539571809241,-0.211538462,0
680,1.08735656043104,0.3917977989874871,-0.17609902095801303,0.35800717510637764,-0.320044297,1
166,-1.3550731884196197,-0.3906156278091019,0.31772868687616446,-1.0095144202940791,-0.049414,1
921,-0.374800708137661,0.7964943990546857,0.9798412251133422,-0.1410064180991167,0.534210526,0
700,1.612148898359767,-0.48504483449144903,0.4131477425317891,0.47125315316753247,-0.1190476189999999,1
344,-1.2032464743018723,-0.849271774551928,1.031233788297183,-0.9296833087677825,0.119546028,0
673,-0.7741709778821646,-0.3906156278091019,-1.0465208670505,-0.014853467354834653,-0.202380952,1
259,-0.876488980874554,-1.038130187916622,0.30414141872933714,-0.7684678609217039,-0.1676287229999999,1
659,-0.2262745747616072,-1.7935638413753952,0.7763994285826046,-1.8444938950260725,-0.1511627909999999,0
592,-0.9788069838669499,-0.5120246078292628,0.297060486440414,-1.106704287494903,0.0731707319999999,1
452,-0.10415308731907734,0.33783825231185965,-0.3944788919534838,-0.511673623788516,-0.276491228,0
887,0.2061015023997907,0.634615759027807,-0.482108489987656,0.4355606414303158,-0.215102975,0
1035,0.12688756459922862,0.8099842857235934,-0.08653537934642493,0.24418696099894183,0.416666667,0
982,0.44044273505978665,-1.1190695079300614,1.49453298580294,-0.4188756995840344,0.071428571,0
426,1.8134843236028622,0.5536764390143656,-1.5194787612004326,1.1251585706011844,-0.131182796,0
976,-0.7015582015649827,-1.0920897345922478,0.4364541914632391,-0.8284129704198687,0.080882353,1
151,0.6153735143693612,1.241660659128608,-1.1852334083966074,1.278617887291489,0.064795565,1
182,1.3547036005079403,1.0123325857571936,-0.5293881502847054,0.6824793363329262,0.23088803,0
119,-0.12395657176921455,-1.307927921294756,0.5134602309605906,-0.9796118663595236,0.08504958,0
715,-0.05794495693541284,0.02757085892700632,1.788442801904837,-0.7316725313850192,0.279904306,1
1054,-0.6982576208232893,0.25689893229842026,0.40713679855188334,-0.865853537559471,0.333333334,0
834,1.2391832745487874,0.41877757232529894,0.3445187183296447,1.042535476258793,-0.066312998,0
503,-0.9656046609001862,-0.9032313212275553,1.271611064597204,-0.7618388575633994,-0.1599378879999999,0
232,0.14008988756598895,0.35132813898076554,0.29235282567332965,-0.2061114707645159,0.1491228069999999,0
74,0.0014654964150053894,-0.3231661944645685,0.023188110409672977,0.6629514684939432,-0.0586527289999999,0
204,2.661733574217214,1.9026651059050341,-0.922865927205947,1.190553780039476,-0.0996491219999999,0
36,0.8860211351879449,0.3243483656429518,-0.1971704470612588,0.19558746196922092,-0.2644825019999999,0
946,1.0345472685639987,1.9566246525806614,-0.8662213484794794,0.897978761332608,-0.181286549,0
546,-1.3451714461945492,-1.415847014646009,0.3205627877915333,-1.1445861892073954,-0.206666667,1
465,1.655056448001738,0.836964059061407,0.5999449559248499,1.5102018237741477,0.02725564,1
178,-0.9392000149666655,-1.3888672413081948,0.7592637737738015,-1.2351095215686383,0.3087506879999999,1
40,1.1566687560065352,-0.3771257411401941,-0.37456097933389504,-0.6808887264421076,-0.176957831,1
559,1.5131314761090642,1.578907825851275,-0.5986090525748501,1.0936439307061288,-0.0314285709999999,1
978,-0.516725680030338,-1.7530941813686758,0.2542278301434605,-1.619092572485491,-0.1714285709999999,0
1083,1.8497907117614496,0.7695146257168736,-1.6126858356841656,1.212772227031058,-0.1714285709999999,0
479,-0.6916564593399092,-1.307927921294756,2.4919608653603333,-1.6723711179253316,0.2196679439999999,1
632,-0.8863907230996275,-2.3466491948005688,1.1344797440583942,-1.3908261618223672,0.1692307689999999,1
480,-0.09425134509400376,-0.08034823442424674,0.42336375519424296,0.7907906039425986,-0.21656535,0
1042,0.5460613187938661,1.214680885790794,-1.8360081025577308,1.3052627407921946,-0.192307692,0
301,-1.4771946758621528,-1.604705428010703,-0.05552443796799509,-0.5054423314129544,-0.038932147,0
278,0.46024621950992717,0.5536764390143656,0.30965409083157874,0.41762458174100464,0.1641821939999999,0
1070,0.258910794266832,1.7947460125537829,-1.677443892731813,0.47799174143865253,-0.4,0
379,-0.6916564593399125,0.09502029227153973,-0.45360618923978113,0.28749868484074353,-0.090725806,0
897,-0.08765018361062689,-0.5929639278427004,-0.35043799844650475,-0.5798375140917044,-0.3636363629999999,0
801,0.24240789055838158,1.2281707724597,-1.1062097999398277,1.9125855709044084,-0.219832736,1
764,1.5791430909428628,-0.32316619446456657,0.05885918924272936,-0.27542484120706867,-0.0942084939999999,0
896,-0.2955867703371023,0.28387870563623213,-0.4777032484711934,-0.2457880902192906,0.1363636359999999,0
734,-0.516725680030338,0.3917977989874852,0.8015592759164967,0.06386467285720704,0.3665973669999999,1
22,0.23250614833331132,0.8639438323992191,0.03684306269611179,0.99939522263719,0.069242487,0
310,-0.760968654915401,-0.9032313212275553,1.1857484593764218,-1.1834420540425084,0.163203463,0
979,0.3282229898423205,0.8774337190681268,-2.2329838630361976,0.8692601802689379,-0.1764705879999999,1
547,0.7539979055203448,-0.03987857441752709,-1.3872538342627887,0.7509942606695963,-0.4179818269999999,1
1005,0.18299743720796005,-0.14779766776878014,0.217665334386195,0.7604416459824468,0.076923077,0
720,-0.08434960286893683,-0.5255144944981687,1.3284025326384234,-0.013800365254380784,0.0519074419999999,0
266,0.2358067290749981,0.24340904562951246,0.498749690985583,0.7740791019645712,-0.064285714,1
778,-0.061245537677102925,1.4574988458311136,-0.7793377182619705,0.18813669594446053,0.0,0
513,-0.4771187111300537,-0.6739032478561415,-1.3300101774491568,-0.06557842574012039,-0.317543155,0
802,-0.39130361184611145,-1.0246403012477143,-0.7023864022836145,-0.48207747225050934,-0.0862068969999999,0
1059,-0.3351937392373833,0.3243483656429537,-0.021080317587031817,-0.3519099824630578,0.138888889,1
1039,0.4041363469011925,-0.5120246078292608,0.2285092269988308,0.6250644973287445,-0.0681818179999999,1
69,0.008066657898385555,-0.1208178944309664,0.1694280126104117,0.041520453766637176,0.162697274,1
793,0.49325202692682807,-0.6064538145116081,0.5493127613854942,-0.1858338644718808,-0.249554367,1
334,0.7176915173617539,0.6885753057034325,-0.6016951696360899,1.3496823518861665,-0.182900433,0
894,1.513131476109061,0.9988426990882877,-0.2076989595952841,1.0737498204755416,-0.0779220779999999,1
1089,-0.6982576208232893,-0.5255144944981687,1.1509299149836079,-1.1626855816957067,0.291666667,1
1052,-0.2295751555033006,0.0005910855891925818,0.7506577839890358,-0.32126581288667627,0.209090909,1
565,0.843113585545977,1.0258224724261014,-0.7240381854393309,1.153369890831779,0.0,1
260,-2.3716520568601656,-1.3618874679703814,3.131070814538635,-2.7407404376625877,-0.0441176469999999,1
235,-2.2165247620007316,-0.7818223412073947,1.7989079494692564,-1.595576550132413,-0.213852813,1
757,1.1170617871062507,0.17595961228497906,-1.0394485749679474,0.28343647541088995,0.0540935669999999,0
1098,0.7275932595868241,1.0662921324328212,-1.1118304790802274,0.3057056169295383,-0.125,0
422,0.40743692764288586,-0.2557167611200351,0.05572698907623789,-0.36445982900383433,-0.0642427549999999,1
1139,-0.44081232297146267,-0.7143729078628632,1.286740671067362,-0.26249350008844696,0.6,1
127,-0.8599860771661035,-0.09383812109315458,1.3814929640814637,-0.5799054915079566,0.2179487179999999,1
71,-0.07444786064386658,1.0123325857571936,-1.6840092723155842,0.9757848383387873,-0.0871212119999999,0
265,-1.0811249868593424,-1.294438034625848,1.2172418311827413,-1.6254212655561262,0.108518836,1
717,0.95863391150513,0.18944949895388688,-1.1339387714226017,-0.1915680436854046,-0.257894737,1
58,-1.4738940951204627,-2.076851461422435,1.3269509199036438,-1.6404861742327594,-0.0013842749999999,0
1090,-1.869963784123273,-0.3366560811334744,0.25146717378178113,-1.3286379144627378,0.3333333340000001,1
582,0.8596164892544275,-0.619943701180514,1.13839535431831,-0.5109218546319028,0.0208083229999999,1
212,0.23580672907500144,0.22991915896060652,1.0298469799097218,-0.1776211611663554,-0.19737343,0
748,1.4702239264670933,0.5671663256832735,-0.3214806285118048,1.5899426201516567,0.0730837789999999,0
619,-0.7279628474985002,0.8504539457303132,0.41948990762533345,0.5660324883019819,0.1773049649999999,1
906,0.2391073098166915,-0.2422268744511292,1.061550604963533,-0.2980592170705229,-0.084782609,0
706,-0.05794495693541284,-0.7143729078628632,1.0192378219933498,-0.7148108888725302,0.1578947369999999,0
608,-1.252755185427227,-0.24222687445112728,0.8372145135071516,-0.44793009171369924,0.069746376,0
763,0.4833502847017578,0.28387870563623213,0.99049502592776,0.1939226069505826,0.185661765,1
651,-0.11075424880245749,1.079782019101727,-0.8669471550542427,0.6603522271462886,-0.156505343,0
504,-0.064546118418793,1.1742112257840742,-0.8088538438000348,1.3799480948532081,0.092592593,1
835,-2.094403274558195,-1.3618874679703814,-0.4752536519812527,-1.2812721040029187,-0.330049261,0
768,0.9949402996637209,0.24340904562951246,0.9356606429128953,0.5230961377104044,0.1616161619999999,0
1004,-1.605917324788066,-1.739604294699768,1.0406447894171065,-1.0423215953166687,0.1748251739999999,1
724,0.7242926788451339,0.8234741723925012,-0.5095998461523811,1.0880213524990066,-0.0393939399999999,1
1093,-0.12065599102752775,0.05455063226481815,-0.10083693282511262,0.1358402072203251,0.2,0
598,0.258910794266832,0.836964059061407,0.14852507747839744,0.8161693068448381,0.0416666659999999,1
966,1.6352529635515942,2.4962201193369284,-2.206856273809995,0.5894896640974236,-0.486928104,0
466,0.40083576615950234,0.8099842857235934,-0.31014134402117083,0.9032513281624112,0.074933687,1
162,1.2391832745487874,2.064543745931914,-1.459886314313734,0.9674899573056795,-0.40437361,0
326,-0.8995930460663879,-0.14779766776878014,1.428733742101919,-0.17519641417928203,0.101449275,0
486,-0.2295751555033006,0.7964943990546874,-0.5743435023722063,-0.13082044128482437,0.162937063,1
44,-0.04804321471034589,-1.0516200745855282,0.24631164444915635,-0.71553222670353,-0.063611491,1
509,-0.8071767852990654,-0.9841706412409968,0.7109256457885178,-0.6929445131799682,-0.183838384,1
393,0.23250614833331132,0.4862270056698343,0.09950002540231773,0.1421831006022864,-0.224779319,0
1018,-1.9854841100824259,-1.5507458813350756,0.6836589439064796,-1.910524203161868,0.321428571,1
414,-0.04804321471034258,0.16246972561607312,-0.1708873278991866,0.21337133581173426,-0.2245161289999999,1
769,-0.02163856877682521,-0.5659841545048885,0.13515958340721776,-1.041327339773847,0.0107526879999999,0
477,1.6220506405848372,0.8774337190681268,-1.589300181784948,0.6151321538528627,-0.4385714290000001,1
453,-0.11405482954414758,0.041060745595912246,-1.3243549360316613,0.01177312442862657,-0.071839081,1
502,-0.00843624581006157,0.16246972561607312,-0.8656582726692432,0.5064434822900092,-0.1585858580000001,1
545,-0.516725680030338,-0.09383812109315265,-0.6272265607747944,0.06964552901999599,-0.201741654,1
1082,0.463546800251614,0.18944949895388688,-2.105673969698717,0.4847830695491712,-0.111111112,1
669,0.3447258935507709,1.0258224724260996,-0.16473237481156783,0.7474575796338098,0.0454545459999999,0
845,1.3646053427330074,-0.5255144944981669,-0.06577069270067232,-1.1500322423509814,0.0529100519999999,0
749,-0.46391638816329667,-0.06685834775534083,-0.05408578626857766,0.4414662762546655,-0.032432432,1
722,0.8860211351879449,-0.2557167611200333,0.07546056968956683,-0.5155613388577845,-0.0999999999999999,0
1031,1.2160792093569568,0.98535281241938,-1.2164819646783402,1.5930734820022416,-0.233333333,1
931,-0.05794495693541284,-0.48504483449144714,1.0318458274197098,-0.5257209457523857,0.2263157889999999,1
589,-1.5993161633046857,-1.2539683746191281,1.405666348488351,-1.831539237346884,-0.0093877549999999,1
798,0.9652350729885102,2.698568419370529,-1.0808742616355396,1.696757434994399,-0.36,1
493,2.1930511088972184,1.3225999791420469,-1.5200706390810597,1.8230280788539557,-0.278113208,1
279,-0.516725680030338,-1.4428267879838228,1.3072821434302604,-0.7279390328655018,-0.0175824169999999,0
207,-2.695108969545794,-2.103831234760249,2.501288341305617,-2.336067883768394,0.173186344,1
959,-0.8731884001328639,-1.618195314679609,1.2792392318687087,-1.4525213574258664,0.1145510829999999,1
588,-1.2593563469106037,-0.5524942678359804,-0.12603710285017813,0.3030617293355797,-0.1549999999999999,0
1115,0.16649453349950635,1.201190999121886,-1.2682086291828583,0.797911651010235,-0.5,0
378,-0.2262745747616072,0.12200006560935156,-0.07758376720545172,-0.36264178009160825,-0.196153846,0
666,0.4866508654434479,0.24340904562951246,0.6929720188165681,0.9916806551498633,0.179292929,1
66,0.4305409928347131,0.33783825231185965,-0.5043262291606483,0.7047697929279366,0.00183346,1
373,-0.028239730260202076,0.40528768565639306,-1.6481970643744805,0.17549957300465382,-0.198826979,0
997,-2.0382934019494674,-1.3888672413081948,2.11005566783353,-1.4869122177863021,0.3095238099999999,1
876,-1.1636395054015947,0.5536764390143676,0.6973441382631417,0.41970744016258915,0.291666667,1
857,0.8497147470293539,-0.48504483449144903,0.5556678873070277,-0.0848830915663042,0.132478633,1
981,-0.064546118418793,0.24340904562951246,-2.0428225945726743,-0.32526816771210354,-0.1333333340000001,1
787,1.2490850167738543,0.74253485237906,0.3227171654447638,0.9062817505681728,0.0748663099999999,0
6,0.18629801794965015,0.13548995227825938,1.2047778350714675,-0.4731769157987109,0.229885057,1
520,-2.421160767985514,-3.142552508266064,1.576210683583074,-2.2206142540147207,0.090909091,0
470,-0.760968654915401,-0.9167212078964615,0.04577019297356601,-0.5424669404619404,0.0281632649999999,0
543,0.021268980865149202,0.189449498953885,-0.9973014025545838,0.2640577400595828,-0.076923077,0
551,-0.07114727990217648,-1.0111504145788086,0.5159775117975159,-0.6656199147354469,0.0384615379999999,0
708,-1.6686283588801778,-1.038130187916622,0.08282664040162369,-1.9581588845369655,0.0089743589999999,0
617,0.15329221053274597,-0.44457517448472944,-0.3964863800845889,-0.7893389730246625,-0.0436991869999999,0
191,-0.3252919970123097,-1.3349076946325695,1.0015664530301214,-1.6202065372371637,0.1849415209999999,1
288,2.0280220718127175,1.2686404324664213,-1.7915308611059941,1.9768028995806834,-0.035196687,1
840,-0.27578328588696177,1.1742112257840724,-1.68340875381384,1.0802662001712815,-0.43,0
732,1.0543507530141425,0.5266966656765539,-1.4280458801513742,1.2210752162666227,-0.3343629349999999,1
172,1.655056448001738,2.1454830659453554,-1.231650453839838,2.0275887352265647,-0.050254094,0
827,0.3282229898423205,-0.2557167611200333,-0.5428789322215309,-0.3422474887304986,0.0996168579999999,0
641,0.9949402996637177,-0.2557167611200351,-1.4619125238942792,0.1611367323949863,-0.1846226869999999,1
495,1.539536122042585,1.8756853325672218,-1.4242051548597272,1.525616743828102,-0.248608534,0
736,1.5956459946513164,0.35132813898076554,0.350153798090493,0.8090441983712877,0.06685633,1
613,-0.8632866579077936,-0.18826732777550173,-0.16484182184955878,-0.8591687556120188,-0.30212766,0
783,0.6417781603028786,0.24340904562951246,-0.5381107875213732,0.4969747819007967,-0.382352942,0
132,0.9718362344718904,1.4035392991554883,-1.0734448269907433,0.729598628219377,-0.286384977,0
888,-0.5200262607720281,-1.1055796212611555,-0.8142772303135591,-0.8541619917289993,-0.1200828159999999,0
957,-1.0547203409258217,-0.5794740411737943,-0.2033455613907778,-0.2844410600711807,0.144444444,1
939,0.44704389654316684,0.35132813898076554,-0.20956243861867618,0.5714501408229138,-0.105555556,1
518,0.4371421543180966,0.09502029227153973,-0.7110355947592194,0.7464399929210482,-0.334175085,0
427,0.12028640311584515,-0.12081789443096831,-0.7373935984748141,-0.15812880871506052,0.1153605019999999,1
215,-0.44081232297146267,-1.415847014646009,0.17119500563117512,-0.5351480532544057,-0.33227345,0
541,-0.9193965305165284,0.5806562123521795,-0.9365525615624419,0.9002127829448211,-0.234924158,1
758,-1.1834429898517351,-1.807053728044303,0.9290866227080066,-0.7390959194432904,-0.126190476,0
