,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2P%_AVG,3P_AVG,3PA_AVG,FT_AVG,PTS_AVG,FG.1_AVG,FG%.1_AVG,2P%.1_AVG,3P.1_AVG,3P%.1_AVG,FT%.1_AVG,PTS.1_AVG,FGA_players_AVG,FG%_players_AVG,3P_players_AVG,3PA_players_AVG,FT_players_AVG,FT%_players_AVG,DRB_players_AVG,TRB_players_AVG,AST_players_AVG,STL_players_AVG,BLK_players_AVG,TOV_players_AVG,PTS_players_AVG,+/-_players_AVG,TS%_players_AVG,3PAr_players_AVG,FTr_players_AVG,ORB%_players_AVG,TRB%_players_AVG,AST%_players_AVG,STL%_players_AVG,BLK%_players_AVG,TOV%_players_AVG,USG%_players_AVG,ORtg_players_AVG,DRtg_players_AVG,BPM_players_AVG,A/T_AVG,FG_AVG_AVG,y
568,3.5999999999999943,-0.6999999999999886,0.0438,3.0,0.0474,0.6000000000000014,-0.8999999999999986,3.8000000000000007,11.600000000000009,-0.3999999999999986,-0.0278999999999999,-0.0368,-1.4000000000000004,-0.0170999999999999,-0.0041000000000001,-0.7000000000000028,0.0064236110000006,0.036955389,0.0804305549999999,0.0803125000000002,0.4905694440000001,-0.0154116589999999,0.4270972230000001,0.3514236110000004,-0.2188055550000003,-0.0576111109999999,-0.181527777,0.0900555559999998,1.2900555600000008,6.526763888,0.0360799589999999,-0.0306842569999999,0.0191396179999999,0.2437388889999994,0.696541667,-3.312379159999999,-0.1346708330000001,-0.919936806,0.6600222200000001,0.0051368099999997,8.635645800000006,-4.384076399999998,0.2836333339999998,-0.3890318959999999,1.1835347200000008,1
832,-0.1000000000000014,-3.5,0.0141,-1.6999999999999993,0.0021000000000001,1.5999999999999996,-0.3999999999999986,1.900000000000002,3.300000000000012,1.5,0.0115,-0.0701999999999999,-9.5,-0.0257999999999999,-0.1305,-8.299999999999997,0.11316667,0.040918667,0.2693888890000002,0.0872291669999993,0.3747708329999999,0.0232837079999999,-0.5277430559999998,-0.9383749999999996,0.2828402780000001,0.0248958330000002,0.128472223,-0.3203055560000003,1.157145830000001,7.0718680560000005,0.0509247019999999,0.0157258189999999,0.0416931389999999,-1.3262625,-1.6001583380000002,1.5431444400000007,0.1367305559999998,-0.6538048609999998,-3.94904236,0.4197166700000032,9.439270799999989,-3.281840299999999,-0.1101756950000001,0.7712854480000002,0.6549791700000007,0
396,-0.2000000000000028,1.5,-0.0116,1.5,-0.0194999999999999,-1.7000000000000008,-3.200000000000003,-0.6000000000000014,-2.700000000000003,0.2999999999999972,0.0008,-0.0060999999999999,3.6,0.0413,0.0937,4.299999999999997,0.3676736099999989,0.042622341,-0.1828333339999999,-0.4368055560000004,0.029118055,-0.0132932009999999,0.1406944440000002,0.1819513890000008,0.0538402780000004,0.0545347219999999,-0.0985277769999999,0.1453055549999999,0.2929236100000008,-2.699673611,0.0501123120000001,-0.0197745759999999,-0.0081565969999999,-0.7493979159999995,-0.2423895900000001,0.9415076399999992,0.11049375,-0.3260520840000001,1.2417895800000007,0.8337229099999988,1.5178471999999772,5.8314861000000064,-1.035384028,-0.0429299269999998,0.4847222200000018,0
824,-1.5,3.799999999999997,-0.0362999999999999,-0.2000000000000028,-0.0536,-1.3000000000000007,-1.5,-6.199999999999998,-10.5,1.7999999999999972,0.0319999999999999,0.0313999999999999,-2.6000000000000014,0.004,-0.0074,-0.2000000000000028,0.36968055,-0.021861438,-0.2400972219999999,-0.405125,-0.7705138889999998,-0.058245812,-0.4949930550000001,-0.4879722219999998,-0.2539791669999998,0.020569445,0.1129722230000001,-0.0813125000000001,-1.3574444499999991,-6.683916665999999,-0.0415230899999999,-0.019763027,-0.0717455069999999,-0.6614298620000008,-1.5468368039999998,-0.0013368099999997,0.0522944440000001,0.143080555,-1.328019449999999,0.0073479199999972,-6.569770899999981,1.7534027000000094,-0.956373611,0.0050781839999998,-1.96585417,1
968,1.6000000000000014,16.200000000000006,-0.0684999999999999,2.7,-0.0654,-1.0999999999999996,4.900000000000002,3.3999999999999986,5.5,4.299999999999997,0.0281,-0.0163,3.4000000000000004,0.0928999999999999,-0.0341,16.39999999999999,2.2242777789999995,-0.0571696880000001,-0.1217083329999999,0.615159722,0.628722223,-0.0149434719999999,-0.0696319439999997,0.3090416660000006,-0.3509791660000005,0.3906041669999999,0.0385624999999999,-0.5314513889999997,1.1331666599999988,-6.483902777000001,-0.067612493,-0.001203,-0.033317174,0.2413604170000001,-1.005438194,-3.02172431,0.5303222219999999,-0.2384319439999996,-6.40126042,0.0034444400000026,-3.4959723000000054,7.943340299999988,-0.52633125,0.2706393490000001,1.5203958299999982,0
514,-4.700000000000003,-7.400000000000006,-0.0148,-3.9000000000000017,0.022,-0.7999999999999989,3.0,-2.4000000000000004,-12.599999999999996,-5.600000000000001,-0.0447,-0.0723,-4.800000000000002,-0.031,-0.0645,-18.399999999999988,-0.6635763900000011,-0.0110152289999999,-0.0379166670000001,0.4672847220000005,-0.208256945,-0.040688979,0.0600069439999995,-0.0049722220000001,-0.2898472230000002,-0.101722222,0.2377847219999999,-0.0493749999999999,-1.1756458399999996,3.479743055,-0.015772556,0.047785674,-0.0040169369999999,-0.0246902780000004,-0.4192208320000006,-0.3915201399999989,-0.2430937500000001,0.6015833330000002,-1.1623784700000002,-0.2077805500000025,-2.7186180999999863,-10.359020799999982,0.84921875,-0.2826753499999999,-1.3344027800000011,1
822,2.8999999999999986,-0.5999999999999943,0.0373,0.6000000000000014,0.0046,2.3000000000000007,-1.3999999999999986,-2.0,6.099999999999994,-5.5,-0.0704,-0.0283999999999999,-2.799999999999999,-0.1219,0.0211,-13.900000000000004,-1.025555558999999,0.0403019239999999,0.2453680549999999,-0.3833611110000006,-0.3010208339999999,-0.1164373259999999,-0.0129166670000002,-0.3578333329999994,0.0875416659999994,0.1046041669999998,0.0755277779999999,0.1679027779999999,-0.3167638900000007,10.291319444,0.043335299,-0.040574466,-0.0006186039999999,-0.5001645830000001,0.48609306,0.5017659699999975,0.2986986110000001,0.387623611,1.89256458,-0.2172798600000014,2.410798600000007,-18.795951400000018,0.868034028,-0.1383143389999994,-0.4069236099999997,0
825,0.1999999999999957,-3.200000000000003,0.0196,1.0,0.0453,-0.8000000000000007,-0.1000000000000014,-1.0999999999999996,-1.5,-2.8999999999999986,-0.0044,-0.0003,-4.4,-0.0435,-0.0191,-8.600000000000009,-1.035201390000001,0.010498736,-0.2270624999999999,-0.3401874999999998,-0.259979167,0.0006393189999999,-0.3375555560000003,-0.3492361109999997,-0.3097777780000004,-0.289104167,-0.131375,0.1300416659999999,-1.0597083299999994,2.2931875,0.004748514,0.0142823469999999,-0.0512364029999999,0.4061708340000001,0.4841229200000008,-0.51447778,-0.2932701389999999,-0.496030556,1.965284025999999,-0.4186319499999982,-0.609277800000001,-6.7206596999999855,0.324033333,-0.455955941,-2.13920139,1
766,-1.6999999999999955,-0.1000000000000085,-0.0206,-5.699999999999998,-0.0571,4.0,6.100000000000001,3.700000000000001,4.299999999999997,3.199999999999996,0.0408,0.0353,3.0,0.0553,0.0265,13.900000000000004,0.3834166700000008,-0.023752743,0.5894305559999999,0.815041667,0.468805556,0.1237081599999999,-0.1998958339999994,-0.6078541670000002,-0.0389722219999999,-0.1573819439999998,-0.062208333,0.1290833340000001,1.2136944500000002,-5.022743054999999,0.0014807289999999,0.0323990969999999,0.0066681319999999,-1.828960417,-0.918938193999999,-0.076093059999998,-0.343020834,-0.1364611119999998,-0.2278152699999989,-0.2100451399999983,-4.023513900000026,7.0818749999999975,0.026244444,-0.3884011590000001,0.3472777799999989,1
193,-2.6000000000000014,2.299999999999997,-0.0399,0.9000000000000021,-0.08,-3.5,-8.300000000000004,0.5000000000000018,-8.199999999999989,-1.1999999999999955,-0.0115,0.0161999999999999,0.200000000000001,-0.0371,-0.0703,-1.4000000000000057,1.2831458300000005,-0.0189384169999999,-0.2629583339999997,-0.5069236109999995,0.1202291669999997,0.0565840279999999,0.8974791669999997,0.929701389,-0.0307916659999998,0.0461319449999999,0.026597222,0.288923611,0.0039236200000001,-4.636611111000001,-0.018082118,-0.095855889,-0.038829167,-0.2051361109999998,0.7813347220000004,-0.5633902800000019,-0.2571951390000002,0.2519777780000003,0.6530722299999994,0.210190279999999,-6.729340299999991,-3.020381900000018,-0.8450284719999999,-0.3527769670000003,0.9755625000000024,0
1132,-2.1000000000000014,-4.199999999999989,-0.0026999999999999,-3.800000000000004,0.0058999999999999,1.6999999999999993,3.9000000000000017,-0.6999999999999993,-3.1999999999999886,2.699999999999996,0.0523,0.0600999999999999,-3.0,0.0149,0.0333,5.799999999999998,0.0427986100000001,-0.001507528,0.2230694449999999,0.6274027769999995,0.0331666670000001,0.005129299,-0.3977430560000004,-0.6558263890000005,0.0438888890000002,-0.0470486110000001,-0.0488958329999999,0.0728541669999998,0.2696111199999986,-3.214111111,0.014429812,0.048640903,-0.014373784,-0.549477778,-1.023648613999999,0.1660333299999994,-0.1364444449999999,-0.553985417,0.8018034699999994,0.0003312499999985,1.352055600000014,9.958645810000007,-0.22995625,-0.4234903359999997,-0.4382708299999969,1
662,2.0999999999999943,5.800000000000012,-0.0034,-2.6000000000000014,-0.0155,4.700000000000001,9.9,0.0999999999999978,9.0,-0.1000000000000014,-0.0007,0.0356999999999999,0.5,-0.026,-0.0781999999999999,0.7999999999999972,0.93964583,-0.0047837709999999,0.6599722220000004,1.3715277780000008,0.1390486109999997,0.0621942709999998,0.6753819439999997,0.658881944,0.5884236109999996,-0.069909722,-0.1666875,-0.068673612,1.7222430600000005,3.956909722,0.006758875,0.0779573129999999,-0.069353138,-0.5936513890000001,0.0635041659999995,1.1736882000000008,-0.229222917,-0.261152083,-2.2782506899999984,-0.0042826299999987,3.4167499999999933,-4.856819500000015,0.931954861,0.8692393959999998,2.73295139,1
389,-1.0,4.0,-0.0318999999999999,0.1999999999999993,-0.0551,-1.200000000000001,-3.0,3.1000000000000014,-0.1000000000000085,-1.2000000000000028,-0.0192,-0.0129999999999999,1.3000000000000007,-0.0143,0.0411999999999999,-1.0999999999999943,0.7541319499999997,-0.0109708749999999,-0.1224930559999999,-0.3063055559999994,0.2404305550000001,-0.0267217429999999,0.4005486110000001,0.6917083339999994,-0.1024930559999997,0.0514722220000001,-0.0311805549999999,-0.09725,0.1142291599999989,1.2594375000000009,-0.0075946179999999,-0.034211757,0.0367538059999999,0.0066305560000001,0.2777722300000001,-0.4108694400000008,0.0076333340000001,-0.1804159720000004,-1.3636048600000006,-0.2178632,-2.159611100000035,-5.478347199999988,-0.610786806,0.3879965630000002,0.7237361100000008,0
