,Unnamed: 0,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG,FG_AVG.1,FGA_AVG.1,FG%_AVG.1,2P_AVG.1,2PA_AVG.1,2P%_AVG.1,3P_AVG.1,3PA_AVG.1,3P%_AVG.1,FT_AVG.1,FTA_AVG.1,FT%_AVG.1,PTS_AVG.1
10,-1,2021/3/26,DAL,IND,L 94-109,0,1,8,-0.026000000000000023,13,20,0.067,-12,-12,-0.197,-5,-4,-0.1509999999999999,-15,-1,-8,0.026000000000000023,-13,-20,-0.067,12,12,0.197,5,4,0.1509999999999999,15,-1.5,-6.900000000000006,0.017000000000000015,-4.099999999999998,-10.600000000000001,0.04200000000000004,2.5999999999999996,3.6999999999999957,0.029200000000000004,0.7999999999999989,0.8999999999999986,0.02290000000000003,0.4000000000000057,-4.100000000000001,1.0999999999999943,-0.05459999999999998,-6.100000000000001,-5.799999999999997,-0.0615,2.0,6.900000000000002,-0.015100000000000002,-4.199999999999999,-5.0,-0.0260999999999999,-10.400000000000006
11,-1,2021/3/26,BRK,DET,W 113-111,0,4,11,-0.01200000000000001,2,9,-0.05299999999999999,2,2,0.03899999999999998,-8,-13,0.04200000000000004,2,-4,-11,0.01200000000000001,-2,-9,0.05299999999999999,-2,-2,-0.03899999999999998,8,13,-0.04200000000000004,-2,4.899999999999999,5.599999999999994,0.030299999999999994,4.800000000000001,4.699999999999996,0.043200000000000016,0.09999999999999964,0.9000000000000057,-0.006199999999999983,0.3999999999999986,0.3999999999999986,0.010199999999999987,10.299999999999997,-0.19999999999999574,3.799999999999997,-0.021399999999999975,-3.8000000000000007,-5.200000000000003,-0.024499999999999966,3.6000000000000014,9.0,-0.0040999999999999925,1.3000000000000007,2.5,-0.017799999999999927,4.5
12,-1,2021/3/26,ATL,GSW,W 124-108,0,7,6,0.04799999999999993,6,1,0.10699999999999998,1,5,-0.03500000000000003,1,-2,0.09999999999999998,16,-7,-6,-0.04799999999999993,-6,-1,-0.10699999999999998,-1,-5,0.03500000000000003,-1,2,-0.09999999999999998,-16,0.20000000000000284,-3.0999999999999943,0.01990000000000003,0.3000000000000007,-1.6999999999999957,0.023400000000000087,-0.09999999999999964,-1.3999999999999986,0.003200000000000036,2.0,0.3999999999999986,0.08770000000000011,2.299999999999997,-4.799999999999997,-1.7999999999999972,-0.04760000000000003,-4.199999999999999,-1.2999999999999972,-0.07110000000000005,-0.5999999999999996,-0.5,-0.012899999999999967,-3.700000000000003,-6.199999999999999,0.025399999999999978,-13.900000000000006
13,-1,2021/3/26,CLE,LAL,L 86-100,0,-7,2,-0.09900000000000009,-6,2,-0.13399999999999995,-1,0,-0.03900000000000001,1,3,-0.040999999999999925,-14,7,-2,0.09900000000000009,6,-2,0.13399999999999995,1,0,0.03900000000000001,-1,-3,0.040999999999999925,14,-2.5,0.5,-0.029600000000000015,-1.3000000000000007,0.7000000000000028,-0.024900000000000033,-1.1999999999999993,-0.20000000000000284,-0.03759999999999997,-2.3000000000000007,-3.6000000000000014,0.021499999999999964,-8.5,-0.9000000000000057,0.7999999999999972,-0.016699999999999993,1.1999999999999993,4.600000000000001,-0.028299999999999992,-2.0999999999999996,-3.799999999999997,-0.027900000000000036,0.8999999999999986,0.3000000000000007,0.0262,-3.0
14,-1,2021/3/26,BOS,MIL,W 122-114,0,-1,-11,0.044999999999999984,-4,-11,0.030999999999999972,3,0,0.064,7,5,0.239,8,1,11,-0.044999999999999984,4,11,-0.030999999999999972,-3,0,-0.064,-7,-5,-0.239,-8,-0.30000000000000426,-2.3999999999999915,0.0116,-1.1000000000000014,-2.1000000000000014,0.0039000000000000146,0.7999999999999989,-0.30000000000000426,0.02589999999999998,-3.400000000000002,-2.400000000000002,-0.03859999999999997,-3.1999999999999886,-2.3999999999999986,-9.600000000000009,0.019899999999999973,-4.400000000000002,-8.300000000000004,-0.005499999999999949,2.0,-1.2999999999999972,0.06379999999999997,5.200000000000001,7.699999999999999,-0.05459999999999998,2.4000000000000057
15,-1,2021/3/26,HOU,MIN,L 101-107,0,-2,-16,0.045999999999999985,-9,-22,0.019000000000000017,7,6,0.123,-9,-11,-0.02300000000000002,-6,2,16,-0.045999999999999985,9,22,-0.019000000000000017,-7,-6,-0.123,9,11,0.02300000000000002,6,-2.6999999999999957,2.1000000000000085,-0.03920000000000001,-3.3999999999999986,-1.5999999999999943,-0.05290000000000006,0.6999999999999993,3.700000000000003,-0.01419999999999999,-2.799999999999997,-1.3999999999999986,-0.07010000000000005,-7.5,-2.1000000000000014,-4.0,-0.0021999999999999797,-3.1000000000000014,-6.0,0.007699999999999929,1.0,2.0,0.008100000000000052,0.7999999999999972,1.0999999999999979,-0.0023999999999999577,-2.4000000000000057
16,-1,2021/3/26,DEN,NOP,W 113-108,0,8,15,0.0050000000000000044,6,16,-0.04300000000000004,2,-1,0.08600000000000002,-13,-13,-0.18599999999999994,5,-8,-15,-0.0050000000000000044,-6,-16,0.04300000000000004,-2,1,-0.08600000000000002,13,13,0.18599999999999994,-5,1.0,2.200000000000003,-0.0005000000000000004,-2.8999999999999986,-4.200000000000003,-0.0038999999999999035,3.9000000000000004,6.399999999999999,0.034399999999999986,-6.200000000000001,-8.900000000000002,0.029100000000000015,-0.29999999999999716,-0.19999999999999574,-1.1999999999999886,0.0027000000000000357,-0.5999999999999979,-1.6999999999999957,0.0030999999999999917,0.40000000000000036,0.5,0.005799999999999972,-3.0,-1.8000000000000007,-0.05709999999999993,-3.0
17,-1,2021/3/26,ORL,POR,L 105-112,0,2,10,-0.029000000000000026,8,23,-0.04799999999999999,-6,-13,-0.006000000000000005,-5,-4,-0.138,-7,-2,-10,0.029000000000000026,-8,-23,0.04799999999999999,6,13,0.006000000000000005,5,4,0.138,7,-2.1000000000000014,-2.6000000000000085,-0.012499999999999956,0.6999999999999993,4.800000000000004,-0.03990000000000005,-2.8000000000000007,-7.399999999999999,-0.003699999999999981,-5.699999999999999,-4.099999999999998,-0.10899999999999999,-12.699999999999989,-3.1000000000000014,3.5999999999999943,-0.05650000000000005,-3.900000000000002,-4.199999999999996,-0.03660000000000008,0.8000000000000007,7.799999999999997,-0.06509999999999999,-3.1000000000000014,-4.800000000000001,0.028400000000000092,-8.5
18,-1,2021/3/26,PHO,TOR,W 104-100,0,6,0,0.06699999999999995,9,9,0.07399999999999995,-3,-9,-0.017000000000000015,-5,-7,0.125,4,-6,0,-0.06699999999999995,-9,-9,-0.07399999999999995,3,9,0.017000000000000015,5,7,-0.125,-4,5.300000000000004,-2.0999999999999943,0.07139999999999991,8.600000000000001,10.200000000000003,0.05899999999999994,-3.3000000000000007,-12.300000000000004,0.049699999999999966,-2.6999999999999993,-3.6000000000000014,0.010299999999999976,4.599999999999994,-0.8999999999999986,2.0999999999999943,-0.024899999999999978,2.6999999999999993,7.700000000000003,-0.03179999999999994,-3.5999999999999996,-5.599999999999994,-0.05579999999999996,-6.100000000000001,-6.699999999999999,-0.023499999999999965,-11.5
19,-1,2021/3/26,MEM,UTA,L 114-117,0,-1,-1,-0.0050000000000000044,-1,2,-0.030000000000000027,0,-3,0.03600000000000003,-1,0,-0.05499999999999994,-3,1,1,0.0050000000000000044,1,-2,0.030000000000000027,0,3,-0.03600000000000003,1,0,0.05499999999999994,3,0.5999999999999943,4.6000000000000085,-0.018799999999999983,8.7,18.900000000000006,-0.032399999999999984,-8.099999999999998,-14.299999999999997,-0.07740000000000002,-1.5,-1.5999999999999979,-0.0031999999999999806,-8.399999999999991,-3.6999999999999957,-4.900000000000006,-0.016100000000000003,-5.699999999999999,-10.800000000000004,0.0030000000000000027,2.0,5.899999999999999,-0.020100000000000007,3.4000000000000004,4.300000000000001,-0.012800000000000034,-2.0
20,-1,2021/3/25,LAL,PHI,L 101-109,0,-5,-2,-0.05199999999999999,3,17,-0.14799999999999996,-8,-19,-0.03199999999999992,10,12,0.05999999999999994,-8,5,2,0.05199999999999999,-3,-17,0.14799999999999996,8,19,0.03199999999999992,-10,-12,-0.05999999999999994,8,-5.0,-8.400000000000006,-0.01050000000000001,-4.599999999999998,-8.700000000000003,0.0029000000000000137,-0.40000000000000036,0.3000000000000007,-0.028200000000000003,3.9000000000000004,5.400000000000002,-0.0037000000000000366,-6.5,1.3999999999999986,-2.4000000000000057,0.029300000000000048,0.3999999999999986,-6.0,0.061399999999999955,1.0,3.599999999999998,0.005200000000000038,0.09999999999999787,-2.3000000000000007,0.0786,3.9000000000000057
21,-1,2021/3/25,MIA,POR,L 122-125,0,3,-8,0.08200000000000007,7,4,0.09799999999999998,-4,-12,0.03600000000000003,-5,-6,0.027999999999999914,-3,-3,8,-0.08200000000000007,-7,-4,-0.09799999999999998,4,12,-0.03600000000000003,5,6,-0.027999999999999914,3,-1.8999999999999986,-2.0999999999999943,-0.011200000000000043,3.0,5.800000000000004,-0.0022999999999999687,-4.9,-7.899999999999999,-0.05509999999999998,-4.599999999999998,-3.3000000000000007,-0.07209999999999994,-13.300000000000011,-5.599999999999994,0.0,-0.06490000000000001,-5.5,-4.799999999999997,-0.06020000000000003,-0.09999999999999964,4.800000000000004,-0.0524,-3.8000000000000007,-5.899999999999999,0.05679999999999996,-15.099999999999994
22,-1,2021/3/25,NYK,WAS,W 106-102,0,-3,13,-0.09699999999999998,-2,11,-0.12200000000000005,-1,2,-0.057999999999999996,11,9,0.132,4,3,-13,0.09699999999999998,2,-11,0.12200000000000005,1,-2,0.057999999999999996,-11,-9,-0.132,-4,-2.0,0.5,-0.027599999999999958,-5.0,-3.1000000000000014,-0.061399999999999955,3.0,3.6000000000000014,0.060199999999999976,-7.399999999999999,-8.8,-0.03710000000000002,-8.399999999999991,-6.600000000000001,-11.700000000000003,-0.01100000000000001,-5.700000000000003,-11.899999999999999,0.02069999999999994,-0.9000000000000004,0.19999999999999574,-0.0363,-3.3000000000000007,-3.0,-0.04859999999999998,-17.39999999999999
23,-1,2021/3/25,GSW,SAC,L 119-141,0,-8,-1,-0.08499999999999996,-6,5,-0.16700000000000004,-2,-6,0.031000000000000028,-4,-7,0.15799999999999992,-22,8,1,0.08499999999999996,6,-5,0.16700000000000004,2,6,-0.031000000000000028,4,7,-0.15799999999999992,22,-5.100000000000001,-1.1000000000000085,-0.05349999999999999,-7.099999999999998,-7.300000000000004,-0.05940000000000001,2.0,6.200000000000003,-0.009099999999999997,-1.700000000000001,-1.0,-0.03469999999999995,-9.899999999999991,-2.799999999999997,-3.0999999999999943,-0.01479999999999998,-4.100000000000001,-6.800000000000004,-0.0050000000000000044,1.3000000000000007,3.700000000000003,0.0013000000000000234,3.3000000000000007,6.300000000000001,-0.04569999999999996,-1.0
24,-1,2021/3/25,LAC,SAS,W 98-85,0,1,7,-0.020000000000000018,-4,-4,-0.04199999999999998,5,11,0.03400000000000003,6,5,0.09800000000000009,13,-1,-7,0.020000000000000018,4,4,0.04199999999999998,-5,-11,-0.03400000000000003,-6,-5,-0.09800000000000009,-13,2.1999999999999957,2.6000000000000085,0.011699999999999988,-3.5,-7.399999999999999,0.005300000000000082,5.699999999999999,10.0,0.06310000000000004,-0.1999999999999993,-0.8999999999999986,0.020100000000000007,9.900000000000006,-0.8000000000000043,-2.4000000000000057,0.007500000000000007,-1.4000000000000021,-1.6000000000000014,-0.009800000000000031,0.5999999999999996,-0.7999999999999972,0.027700000000000002,0.8000000000000007,1.0,0.005699999999999927,-0.20000000000000284
25,-1,2021/3/24,CHI,CLE,L 94-103,0,-5,-9,-0.01100000000000001,-2,-8,0.034999999999999976,-3,-1,-0.09299999999999997,4,4,0.05699999999999994,-9,5,9,0.01100000000000001,2,8,-0.034999999999999976,3,1,0.09299999999999997,-4,-4,-0.05699999999999994,9,3.8999999999999986,6.699999999999989,0.007099999999999995,0.6000000000000014,1.1000000000000014,-0.006299999999999972,3.3000000000000007,5.600000000000001,0.0504,-4.799999999999999,-7.5,0.07790000000000008,6.299999999999997,1.7000000000000028,2.700000000000003,0.0042999999999999705,1.8000000000000007,1.2000000000000028,0.020399999999999974,-0.09999999999999964,1.5,-0.02729999999999999,-1.5,-1.0,-0.02190000000000003,1.7999999999999972
26,-1,2021/3/24,CHO,HOU,W 122-97,0,8,-6,0.129,6,5,0.08899999999999997,2,-11,0.14699999999999996,7,7,0.07699999999999996,25,-8,6,-0.129,-6,-5,-0.08899999999999997,-2,11,-0.14699999999999996,-7,-7,-0.07699999999999996,-25,2.1000000000000014,-3.6000000000000085,0.03889999999999999,0.6000000000000014,-0.8999999999999986,0.019399999999999973,1.5,-2.6999999999999957,0.06479999999999997,1.9000000000000021,-0.3000000000000007,0.0676,7.599999999999994,1.3999999999999986,2.5,0.0031999999999999806,1.5,-0.4000000000000057,0.032200000000000006,-0.09999999999999964,2.8999999999999986,-0.03670000000000001,-4.600000000000001,-5.5,-0.028100000000000014,-1.9000000000000057
27,-1,2021/3/24,DET,IND,L 111-116,0,-1,-14,0.06600000000000006,3,-8,0.12399999999999994,-4,-6,-0.04800000000000004,1,5,-0.15399999999999991,-5,1,14,-0.06600000000000006,-3,8,-0.12399999999999994,4,6,0.04800000000000004,-1,-5,0.15399999999999991,5,-6.0,-8.699999999999989,-0.026900000000000035,-5.100000000000001,-5.299999999999997,-0.037699999999999956,-0.9000000000000004,-3.4000000000000057,-0.0020999999999999908,3.6999999999999993,6.300000000000001,-0.05389999999999995,-9.200000000000003,-4.0,-4.0,-0.0247,-2.099999999999998,-3.3999999999999986,-0.009299999999999975,-1.9000000000000004,-0.5999999999999979,-0.04469999999999996,-0.8000000000000007,-0.5,-0.030399999999999983,-10.699999999999989
28,-1,2021/3/24,BOS,MIL,L 119-121,0,0,4,-0.02100000000000002,-2,-6,0.02499999999999991,2,10,-0.05499999999999999,-4,-10,0.30000000000000004,-2,0,-4,0.02100000000000002,2,6,-0.02499999999999991,-2,-10,0.05499999999999999,4,10,-0.30000000000000004,2,-1.2999999999999972,-3.5,0.006699999999999984,-1.5999999999999979,-2.1000000000000014,-0.0043999999999999595,0.29999999999999893,-1.3999999999999986,0.022799999999999987,-2.4999999999999982,-0.5999999999999979,-0.07279999999999998,-4.800000000000011,-3.700000000000003,-11.0,0.013000000000000012,-5.5,-10.0,-0.007499999999999951,1.799999999999999,-1.0,0.05309999999999998,6.299999999999999,8.200000000000001,-0.009800000000000031,0.7000000000000028
29,-1,2021/3/24,DAL,MIN,W 128-108,0,10,13,0.04299999999999998,6,7,0.040000000000000036,4,6,0.04799999999999999,-4,-4,-0.04200000000000004,20,-10,-13,-0.04299999999999998,-6,-7,-0.040000000000000036,-4,-6,-0.04799999999999999,4,4,0.04200000000000004,-20,0.29999999999999716,-5.700000000000003,0.033299999999999996,-3.3000000000000007,-9.600000000000001,0.042300000000000004,3.5999999999999996,3.8999999999999986,0.06,-4.700000000000001,-7.300000000000001,0.044499999999999984,-0.5,-5.799999999999997,-2.0,-0.055900000000000005,-6.300000000000001,-5.5,-0.06379999999999997,0.5,3.5,-0.022099999999999953,-5.5,-6.199999999999999,-0.04380000000000006,-16.60000000000001
30,-1,2021/3/24,MEM,OKC,W 116-107,0,4,4,0.02200000000000002,3,9,-0.028000000000000025,1,-5,0.08100000000000002,0,-4,0.19899999999999995,9,-4,-4,-0.02200000000000002,-3,-9,0.028000000000000025,-1,5,-0.08100000000000002,0,4,-0.19899999999999995,-9,4.099999999999994,7.400000000000006,0.004300000000000026,7.199999999999996,13.099999999999994,-0.0048000000000000265,-3.0999999999999996,-5.700000000000003,-0.039600000000000024,2.6999999999999993,3.400000000000002,0.011800000000000033,7.799999999999997,-1.3999999999999986,0.6000000000000085,-0.01479999999999998,-2.0,-0.5,-0.02849999999999997,0.5999999999999996,1.1000000000000014,0.006699999999999984,2.1999999999999993,2.400000000000002,-0.014100000000000001,0.0
31,-1,2021/3/24,ORL,PHO,W 112-111,0,2,0,0.02300000000000002,0,-4,0.038000000000000034,2,4,0.01800000000000007,-5,-3,-0.12,1,-2,0,-0.02300000000000002,0,4,-0.038000000000000034,-2,-4,-0.01800000000000007,5,3,0.12,-1,-6.799999999999997,-0.3999999999999915,-0.07799999999999996,-8.399999999999999,-6.5,-0.09319999999999995,1.6000000000000014,6.099999999999998,-0.03270000000000001,-1.4000000000000004,-0.6999999999999993,-0.04300000000000004,-13.400000000000006,2.0999999999999943,1.4000000000000057,0.01579999999999998,-2.0,-8.100000000000001,0.047699999999999965,4.1,9.5,0.02510000000000001,-2.9000000000000004,-4.400000000000002,0.030299999999999994,5.400000000000006
32,-1,2021/3/24,ATL,SAC,L 108-110,0,1,1,0.006000000000000005,4,6,0.01100000000000001,-3,-5,-0.052999999999999936,-1,1,-0.08300000000000007,-2,-1,-1,-0.006000000000000005,-4,-6,-0.01100000000000001,3,5,0.052999999999999936,1,-1,0.08300000000000007,2,-5.399999999999999,-4.599999999999994,-0.036700000000000066,-7.699999999999996,-9.600000000000001,-0.04589999999999994,2.3000000000000007,5.0,0.007500000000000007,1.1999999999999993,-0.9000000000000021,0.12050000000000005,-7.299999999999997,-6.799999999999997,-4.099999999999994,-0.058199999999999974,-8.0,-8.199999999999996,-0.0691,1.1999999999999993,4.100000000000001,-0.00940000000000002,-2.1000000000000014,-2.1999999999999993,-0.018199999999999994,-14.5
33,-1,2021/3/24,LAC,SAS,W 134-101,0,10,3,0.09800000000000009,0,-8,0.07400000000000007,10,11,0.197,3,11,-0.20900000000000007,33,-10,-3,-0.09800000000000009,0,8,-0.07400000000000007,-10,-11,-0.197,-3,-11,0.20900000000000007,-33,1.2999999999999972,1.4000000000000057,0.008599999999999997,-3.0,-6.799999999999997,0.011399999999999966,4.299999999999999,8.200000000000003,0.04049999999999998,-0.3000000000000007,-2.3000000000000007,0.06399999999999995,6.599999999999994,0.7999999999999972,-0.5,0.01679999999999998,-0.1999999999999993,0.0,0.0010999999999999899,1.0,-0.5,0.0378,1.0999999999999996,2.1999999999999993,-0.020199999999999996,3.6999999999999886
34,-1,2021/3/24,DEN,TOR,L 111-135,0,-4,9,-0.08800000000000002,6,14,-0.02100000000000002,-10,-5,-0.174,-6,-5,-0.07999999999999996,-24,4,-9,0.08800000000000002,-6,-14,0.02100000000000002,10,5,0.174,6,5,0.07999999999999996,24,7.300000000000004,0.7999999999999972,0.07789999999999997,9.7,10.0,0.08429999999999993,-2.4000000000000004,-9.200000000000003,0.029100000000000015,-5.699999999999999,-6.299999999999999,-0.02859999999999996,6.5,-0.7000000000000028,2.9000000000000057,-0.02739999999999998,1.1000000000000014,4.800000000000004,-0.030500000000000083,-1.799999999999999,-1.9000000000000057,-0.031899999999999984,-7.800000000000001,-8.8,-0.02210000000000001,-11.0
35,-1,2021/3/24,BRK,UTA,L 88-118,0,-6,6,-0.09000000000000002,10,26,-0.04799999999999999,-16,-20,-0.21799999999999997,-2,1,-0.19600000000000006,-30,6,-6,0.09000000000000002,-10,-26,0.04799999999999999,16,20,0.21799999999999997,2,-1,0.19600000000000006,30,1.1999999999999957,-2.5999999999999943,0.028299999999999992,5.600000000000001,6.199999999999996,0.035600000000000076,-4.400000000000002,-8.799999999999997,-0.03489999999999999,-1.6000000000000014,-0.8000000000000007,-0.04520000000000002,-3.6000000000000085,-4.799999999999997,-4.799999999999997,-0.029600000000000015,-7.5,-13.299999999999997,-0.008399999999999963,2.700000000000001,8.5,-0.03570000000000001,1.1000000000000014,2.6000000000000014,-0.053100000000000036,-5.799999999999997
