,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG
416,2021/2/24,GSW,IND,W 111-107,240,39,83,0.47,34,57,0.596,5,26,0.192,28,31,0.903,111,37,81,0.457,30,52,0.577,7,29,0.241,26,32,0.813,107,42.3,89.5,0.4728,26.4,48.1,0.5504,15.9,41.4,0.3817,15.2,19.2,0.7791,115.7,40.5,92.6,0.4383,26.4,57.4,0.4662,14.1,35.2,0.3926,16,18.8,0.8552,111.1
417,2021/2/24,IND,GSW,L 107-111,240,37,81,0.457,30,52,0.577,7,29,0.241,26,32,0.813,107,39,83,0.47,34,57,0.596,5,26,0.192,28,31,0.903,111,42.4,90.3,0.4716,29.6,58.2,0.5085,12.8,32.1,0.3992,16.2,20.6,0.7831,113.8,41.6,91.5,0.4562,30.1,58.6,0.5158,11.5,32.9,0.3464,19.5,24,0.8152,114.2
418,2021/2/24,MIA,TOR,W 116-108,240,37,80,0.463,20,42,0.476,17,38,0.447,25,29,0.862,116,37,74,0.5,17,30,0.567,20,44,0.455,14,17,0.824,108,38.9,85.3,0.4533,26.3,49.7,0.521,12.6,35.6,0.3526,17.2,21.1,0.8168,107.6,37.7,86,0.4381,24.1,45.2,0.5373,13.6,40.8,0.337,15.3,19.7,0.7716,104.3
419,2021/2/24,TOR,MIA,L 108-116,240,37,74,0.5,17,30,0.567,20,44,0.455,14,17,0.824,108,37,80,0.463,20,42,0.476,17,38,0.447,25,29,0.862,116,40.3,86.9,0.4652,26.6,51.2,0.5218,13.7,35.7,0.3848,19.3,23,0.841,113.6,37.6,84.1,0.4489,23.5,46.3,0.5092,14.1,37.8,0.373,20.5,25.6,0.7918,109.8
420,2021/2/24,DET,NOP,L 118-128,240,47,89,0.528,34,53,0.642,13,36,0.361,11,16,0.688,118,50,90,0.556,40,67,0.597,10,23,0.435,18,29,0.621,128,39.1,86.4,0.4536,27.5,50.9,0.5379,11.6,35.5,0.3249,16.9,22,0.766,106.7,40.7,86.4,0.4705,30.8,57.4,0.5336,9.9,29,0.3425,17.9,22.6,0.7982,109.2
421,2021/2/24,NOP,DET,W 128-118,240,50,90,0.556,40,67,0.597,10,23,0.435,18,29,0.621,128,47,89,0.528,34,53,0.642,13,36,0.361,11,16,0.688,118,44.5,87.2,0.5107,31,53.7,0.5793,13.5,33.5,0.4058,19.7,25.9,0.7601,122.2,44.1,89.1,0.4978,26.5,49.2,0.5461,17.6,39.9,0.4377,14.6,19,0.7629,120.4
422,2021/2/24,OKC,SAS,W 102-99,240,37,89,0.416,19,45,0.422,18,44,0.409,10,11,0.909,102,40,86,0.465,31,61,0.508,9,25,0.36,10,15,0.667,99,39.5,88.6,0.4471,27.1,53.5,0.5038,12.4,35.1,0.3525,15.3,20.5,0.7436,106.7,41.2,89.1,0.4623,29.2,52.2,0.5583,12,36.9,0.3264,15.7,21.4,0.7209,110.1
423,2021/2/24,SAS,OKC,L 99-102,240,40,86,0.465,31,61,0.508,9,25,0.36,10,15,0.667,99,37,89,0.416,19,45,0.422,18,44,0.409,10,11,0.909,102,41,88.1,0.467,31,59.3,0.5257,10,28.8,0.3478,18.8,23.7,0.7889,110.8,43.1,90.4,0.4774,29.7,56.4,0.5275,13.4,34,0.3954,13.3,18.1,0.7392,112.9
424,2021/2/24,CHO,PHO,W 124-121,240,43,88,0.489,30,52,0.577,13,36,0.361,25,27,0.926,124,44,87,0.506,30,49,0.612,14,38,0.368,19,27,0.704,121,42.8,90.6,0.4742,27.8,54.1,0.5134,15,36.5,0.4087,14.9,17.7,0.8447,115.5,42.3,89.2,0.4748,25.6,46.7,0.5491,16.7,42.5,0.3847,15.3,20.4,0.7468,116.6
425,2021/2/24,PHO,CHO,L 121-124,240,44,87,0.506,30,49,0.612,14,38,0.368,19,27,0.704,121,43,88,0.489,30,52,0.577,13,36,0.361,25,27,0.926,124,45.9,87.6,0.5252,31.3,54.3,0.5784,14.6,33.3,0.432,13.4,16,0.8511,119.8,38.7,85.8,0.4551,27.8,52.1,0.5352,10.9,33.7,0.3232,17.7,23.1,0.7685,106
426,2021/2/24,LAL,UTA,L 89-114,240,34,85,0.4,26,52,0.5,8,33,0.242,13,20,0.65,89,41,87,0.471,19,39,0.487,22,48,0.458,10,15,0.667,114,43,87.6,0.492,33.5,55.7,0.5998,9.5,31.9,0.3064,17.5,23.4,0.749,113,40.9,91.2,0.4505,28.4,57.1,0.5004,12.5,34.1,0.3606,16.7,22.2,0.7623,111
427,2021/2/24,UTA,LAL,W 114-89,240,41,87,0.471,19,39,0.487,22,48,0.458,10,15,0.667,114,34,85,0.4,26,52,0.5,8,33,0.242,13,20,0.65,89,42.5,87.6,0.4866,25.8,45.1,0.5825,16.7,42.5,0.3902,19.1,23.1,0.8273,120.8,40.1,91.7,0.4379,29.8,60.9,0.4896,10.3,30.8,0.3358,16.4,20.5,0.797,106.9
428,2021/2/23,BRK,SAC,W 127-118,240,44,89,0.494,27,49,0.551,17,40,0.425,22,31,0.71,127,45,87,0.517,30,56,0.536,15,31,0.484,13,19,0.684,118,42.8,84.2,0.5078,27.1,46.4,0.582,15.7,37.8,0.4082,17,21.3,0.7935,118.3,44.8,91,0.4929,32.2,57.9,0.556,12.6,33.1,0.3793,13.3,16.7,0.7989,115.5
429,2021/2/23,SAC,BRK,L 118-127,240,45,87,0.517,30,56,0.536,15,31,0.484,13,19,0.684,118,44,89,0.494,27,49,0.551,17,40,0.425,22,31,0.71,127,44.1,92.8,0.4764,32.3,58.3,0.5576,11.8,34.5,0.3405,14.5,19.7,0.7329,114.5,45.5,90.8,0.5026,32.9,60.5,0.5461,12.6,30.3,0.4108,16.9,21.3,0.786,120.5
430,2021/2/23,ATL,CLE,L 111-112,240,40,89,0.449,26,58,0.448,14,31,0.452,17,23,0.739,111,41,78,0.526,26,50,0.52,15,28,0.536,15,19,0.789,112,40.1,86.3,0.4697,28.4,53.5,0.5399,11.7,32.8,0.3531,23,27.4,0.8377,114.9,43.6,88.2,0.4955,30.2,54.4,0.557,13.4,33.8,0.3989,19,22.7,0.8321,119.6
431,2021/2/23,CLE,ATL,W 112-111,240,41,78,0.526,26,50,0.52,15,28,0.536,15,19,0.789,112,40,89,0.449,26,58,0.448,14,31,0.452,17,23,0.739,111,39.7,89.2,0.4462,31.7,61.7,0.5188,8,27.5,0.3018,16,22.2,0.7251,103.4,45.9,85.5,0.5378,31.8,54.4,0.5876,14.1,31.1,0.449,18.4,23.3,0.7789,124.3
432,2021/2/23,BOS,DAL,L 107-110,240,41,86,0.477,29,47,0.617,12,39,0.308,13,18,0.722,107,42,89,0.472,29,56,0.518,13,33,0.394,13,15,0.867,110,38.9,88.2,0.4423,25.7,52.5,0.4906,13.2,35.7,0.3671,18.3,23.6,0.771,109.3,39.2,83.7,0.4697,28.3,50.8,0.5582,10.9,32.9,0.3275,21.2,25.3,0.855,110.5
433,2021/2/23,DAL,BOS,W 110-107,240,42,89,0.472,29,56,0.518,13,33,0.394,13,15,0.867,110,41,86,0.477,29,47,0.617,12,39,0.308,13,18,0.722,107,42,87,0.4834,26.7,47.6,0.5595,15.3,39.4,0.3811,20,23.9,0.8263,119.3,43.4,88.6,0.4905,28.2,51.4,0.5542,15.2,37.2,0.4041,17.7,22.7,0.7722,119.7
434,2021/2/23,DEN,POR,W 111-106,240,40,94,0.426,26,58,0.448,14,36,0.389,17,18,0.944,111,41,87,0.471,27,46,0.587,14,41,0.341,10,10,1,106,42.7,88,0.4871,28.9,51.9,0.563,13.8,36.1,0.3812,14.1,17.6,0.8084,113.3,41.1,86.3,0.4783,29.5,52.7,0.5629,11.6,33.6,0.3428,18.3,24.3,0.7514,112.1
435,2021/2/23,POR,DEN,L 106-111,240,41,87,0.471,27,46,0.587,14,41,0.341,10,10,1,106,40,94,0.426,26,58,0.448,14,36,0.389,17,18,0.944,111,40.7,91.1,0.4489,24.2,49.2,0.4934,16.5,41.9,0.3958,16.7,21.2,0.7729,114.6,41.5,87.3,0.4749,30.9,56.6,0.5491,10.6,30.7,0.3405,19.6,25.3,0.7743,113.2
436,2021/2/23,LAC,WAS,W 135-116,240,54,94,0.574,35,56,0.625,19,38,0.5,8,13,0.615,135,47,88,0.534,36,68,0.529,11,20,0.55,11,16,0.688,116,42.8,86.2,0.4986,29.9,56.2,0.5349,12.9,30,0.4277,17.8,21.8,0.8046,116.3,42.7,91.6,0.4667,31.9,59.3,0.5422,10.8,32.3,0.3376,15.4,19.4,0.7959,111.6
437,2021/2/23,WAS,LAC,L 116-135,240,47,88,0.534,36,68,0.529,11,20,0.55,11,16,0.688,116,54,94,0.574,35,56,0.625,19,38,0.5,8,13,0.615,135,39.6,89.3,0.443,30.3,57.5,0.5251,9.3,31.8,0.2935,22.8,29.4,0.7748,111.3,42.3,94.1,0.4505,29,57.4,0.5048,13.3,36.7,0.3611,18.2,24.2,0.7559,116.1
438,2021/2/23,MIL,MIN,W 139-112,240,53,99,0.535,33,57,0.579,20,42,0.476,13,18,0.722,139,42,98,0.429,23,44,0.523,19,54,0.352,9,9,1,112,42.6,89.3,0.4771,30,55.6,0.5396,12.6,33.7,0.3716,17.7,24.2,0.7246,115.5,41.4,89,0.4659,28.5,53.8,0.5347,12.9,35.2,0.3646,16.1,21.3,0.7483,111.8
439,2021/2/23,MIN,MIL,L 112-139,240,42,98,0.429,23,44,0.523,19,54,0.352,9,9,1,112,53,99,0.535,33,57,0.579,20,42,0.476,13,18,0.722,139,40.8,91.9,0.4442,25.9,53.3,0.4887,14.9,38.6,0.3868,13.5,18.1,0.7471,110,40.5,86.2,0.4696,29.1,55.9,0.5199,11.4,30.3,0.3841,21.2,25.4,0.8336,113.6
440,2021/2/23,GSW,NYK,W 114-106,240,40,89,0.449,27,51,0.529,13,38,0.342,21,24,0.875,114,38,97,0.392,27,68,0.397,11,29,0.379,19,22,0.864,106,43.4,89.5,0.4852,26.6,47.6,0.5605,16.8,41.9,0.3987,15.4,19.5,0.7768,119,40.5,92.1,0.4404,25.5,54.8,0.4694,15,37.3,0.3947,16.1,18.9,0.8558,112.1
441,2021/2/23,NYK,GSW,L 106-114,240,38,97,0.392,27,68,0.397,11,29,0.379,19,22,0.864,106,40,89,0.449,27,51,0.529,13,38,0.342,21,24,0.875,114,39.6,86.8,0.456,29.2,58.6,0.4992,10.4,28.2,0.3649,16.7,21.4,0.7669,106.3,36.6,85.4,0.4275,24.5,49,0.4951,12.1,36.4,0.336,17.4,22.4,0.7508,102.7
442,2021/2/23,DET,ORL,W 105-93,240,41,88,0.466,31,54,0.574,10,34,0.294,13,16,0.813,105,33,88,0.375,19,50,0.38,14,38,0.368,13,22,0.591,93,38.9,86.9,0.4489,27.4,52.1,0.526,11.5,34.8,0.3288,17.4,22.4,0.7747,106.7,41.2,85.8,0.4793,31.1,56.4,0.5506,10.1,29.4,0.3438,19.1,23.3,0.8253,111.6
443,2021/2/23,ORL,DET,L 93-105,240,33,88,0.375,19,50,0.38,14,38,0.368,13,22,0.591,93,41,88,0.466,31,54,0.574,10,34,0.294,13,16,0.813,105,39.7,89.7,0.4435,27.6,56.1,0.496,12.1,33.6,0.3568,15.9,20.1,0.7976,107.4,40.6,89.8,0.4523,26.3,51.8,0.5073,14.3,38,0.3709,14.8,17.9,0.8136,110.3
444,2021/2/23,PHI,TOR,W 109-102,240,33,80,0.413,16,42,0.381,17,38,0.447,26,30,0.867,109,40,93,0.43,29,56,0.518,11,37,0.297,11,13,0.846,102,40.9,84.5,0.4842,32.2,59.6,0.5393,8.7,24.9,0.357,24.2,29.5,0.8226,114.7,42.1,89.8,0.4717,28.4,52.6,0.5456,13.7,37.2,0.3693,17.2,20.7,0.8313,115.1
445,2021/2/23,TOR,PHI,L 102-109,240,40,93,0.43,29,56,0.518,11,37,0.297,11,13,0.846,102,33,80,0.413,16,42,0.381,17,38,0.447,26,30,0.867,109,41.2,87.3,0.4727,27.3,52.1,0.5254,13.9,35.2,0.3957,19.4,23.1,0.8421,115.7,38.2,84.1,0.4564,24.1,45.9,0.529,14.1,38.2,0.3688,20.1,25.5,0.781,110.6
446,2021/2/22,DAL,MEM,W 102-92,240,35,80,0.438,20,39,0.513,15,41,0.366,17,26,0.654,102,37,94,0.394,31,63,0.492,6,31,0.194,12,19,0.632,92,42.2,87.6,0.4826,27.5,49,0.561,14.7,38.6,0.3718,20.1,24,0.8276,119.2,43.5,87.9,0.4948,26.9,49,0.5512,16.6,38.9,0.4264,18.9,23.4,0.8013,122.5
447,2021/2/22,MEM,DAL,L 92-102,240,37,94,0.394,31,63,0.492,6,31,0.194,12,19,0.632,92,35,80,0.438,20,39,0.513,15,41,0.366,17,26,0.654,102,41.2,88.6,0.4651,29.5,56.4,0.5215,11.7,32.2,0.3604,18.4,22.5,0.8164,112.5,43,84.1,0.5106,27.2,46.4,0.5778,15.8,37.7,0.4139,16.2,20.6,0.7902,118
448,2021/2/22,CHI,HOU,W 120-100,240,49,91,0.538,34,55,0.618,15,36,0.417,7,10,0.7,120,37,96,0.385,24,56,0.429,13,40,0.325,13,19,0.684,100,43.4,89,0.4904,31.9,56.9,0.5689,11.5,32.1,0.3551,14.5,17.8,0.8129,112.8,41,87.7,0.4692,31.8,59.8,0.5373,9.2,27.9,0.3322,19.6,24.7,0.8032,110.8
449,2021/2/22,HOU,CHI,L 100-120,240,37,96,0.385,24,56,0.429,13,40,0.325,13,19,0.684,100,49,91,0.538,34,55,0.618,15,36,0.417,7,10,0.7,120,38.4,89.4,0.4283,24.1,44.6,0.5393,14.3,44.8,0.3137,15.3,20.5,0.75,106.4,40.6,86.6,0.4678,28.1,54.1,0.5181,12.5,32.5,0.3846,20.7,25.2,0.8272,114.4
450,2021/2/22,LAL,WAS,L 124-127 (OT),265,49,104,0.471,34,60,0.567,15,44,0.341,11,17,0.647,124,47,96,0.49,38,71,0.535,9,25,0.36,24,33,0.727,127,42.1,84.9,0.4968,33.4,55.1,0.6042,8.7,29.8,0.3027,18.4,24.1,0.7676,111.3,39.9,89.4,0.4489,27.2,54.9,0.5,12.7,34.5,0.3625,15.7,20.6,0.772,108.2
451,2021/2/22,WAS,LAL,W 127-124 (OT),265,47,96,0.49,38,71,0.535,9,25,0.36,24,33,0.727,127,49,104,0.471,34,60,0.567,15,44,0.341,11,17,0.647,124,38.4,88.1,0.4357,28.5,55.1,0.5142,9.9,33,0.298,22.2,28.6,0.7741,108.9,41,92,0.4468,28,56.2,0.4981,13,35.8,0.3613,18.7,24.7,0.7639,113.7
452,2021/2/22,MIA,OKC,W 108-94,240,36,81,0.444,21,41,0.512,15,40,0.375,21,25,0.84,108,32,74,0.432,18,35,0.514,14,39,0.359,16,19,0.842,94,38.9,85.5,0.4523,26.6,50.4,0.5198,12.3,35.1,0.3494,16.7,20.8,0.8055,106.8,38,87,0.4366,24.3,46.4,0.5285,13.7,40.6,0.3416,15.5,20.3,0.7594,105.2
453,2021/2/22,OKC,MIA,L 94-108,240,32,74,0.432,18,35,0.514,14,39,0.359,16,19,0.842,94,36,81,0.444,21,41,0.512,15,40,0.375,21,25,0.84,108,40.2,89.7,0.4498,27.9,55.1,0.5034,12.3,34.6,0.3548,14.9,20.3,0.73,107.6,41.7,90.4,0.4615,29.6,53.5,0.5534,12.1,36.9,0.3289,14.4,19.8,0.7258,109.9
454,2021/2/22,PHO,POR,W 132-100,240,50,99,0.505,34,66,0.515,16,33,0.485,16,18,0.889,132,37,84,0.44,25,45,0.556,12,39,0.308,14,19,0.737,100,44.7,85.9,0.521,30.9,52.4,0.5907,13.8,33.5,0.4064,13.5,16.2,0.8472,116.7,39.6,86.4,0.4622,28.5,53.3,0.5357,11.1,33.1,0.3348,18,23.3,0.7758,108.3
455,2021/2/22,POR,PHO,L 100-132,240,37,84,0.44,25,45,0.556,12,39,0.308,14,19,0.737,100,50,99,0.505,34,66,0.515,16,33,0.485,16,18,0.889,132,41.4,92.2,0.4512,24,49.6,0.4847,17.4,42.6,0.4107,17.6,21.6,0.7992,117.8,41.1,85.7,0.4798,30.5,54.3,0.5674,10.6,31.4,0.332,19.3,25.2,0.7619,112.1
456,2021/2/22,CHO,UTA,L 110-132,240,41,89,0.461,30,53,0.566,11,36,0.306,17,21,0.81,110,45,85,0.529,17,30,0.567,28,55,0.509,14,17,0.824,132,43.1,90.9,0.4759,27.1,53.6,0.5047,16,37.3,0.4258,14.9,17.6,0.8487,117.1,41.8,88.9,0.4707,26.1,47.4,0.5519,15.7,41.5,0.3738,15.5,21.1,0.7311,114.8
457,2021/2/22,UTA,CHO,W 132-110,240,45,85,0.529,17,30,0.567,28,55,0.509,14,17,0.824,132,41,89,0.461,30,53,0.566,11,36,0.306,17,21,0.81,110,41.8,87.3,0.48,26.3,46.1,0.5808,15.5,41.2,0.3774,20.2,24.3,0.8311,119.3,39.9,92.1,0.4337,29.8,62.2,0.4785,10.1,29.9,0.3385,16.5,20.4,0.806,106.4
458,2021/2/21,ATL,DEN,W 123-115,240,42,81,0.519,30,47,0.638,12,34,0.353,27,33,0.818,123,43,84,0.512,27,48,0.563,16,36,0.444,13,16,0.813,115,39.6,86,0.4652,28,53.7,0.5292,11.6,32.3,0.3557,21.7,25.8,0.8383,112.5,43.3,87.5,0.4962,30.8,55,0.5618,12.5,32.5,0.3849,19.7,23.5,0.8341,118.8
459,2021/2/21,DEN,ATL,L 115-123,240,43,84,0.512,27,48,0.563,16,36,0.444,13,16,0.813,115,42,81,0.519,30,47,0.638,12,34,0.353,27,33,0.818,123,43.1,88.3,0.4899,29.1,53,0.5559,14,35.3,0.4011,14.4,17.9,0.8113,114.6,40.1,85.7,0.4691,27.7,50.8,0.542,12.4,34.9,0.3501,18.9,24.9,0.7542,111.5
460,2021/2/21,CLE,OKC,L 101-117,240,39,84,0.464,31,49,0.633,8,35,0.229,15,20,0.75,101,43,79,0.544,30,51,0.588,13,28,0.464,18,24,0.75,117,39.3,89.2,0.4415,31.4,63,0.5007,7.9,26.2,0.3107,16.8,23.3,0.7243,103.3,45.6,87.8,0.5226,31.7,55.7,0.5741,13.9,32.1,0.4315,17.3,22,0.7675,122.4
461,2021/2/21,OKC,CLE,W 117-101,240,43,79,0.544,30,51,0.588,13,28,0.464,18,24,0.75,117,39,84,0.464,31,49,0.633,8,35,0.229,15,20,0.75,101,39.5,90.1,0.4388,27.5,55,0.4966,12,35.1,0.3387,15.3,20.5,0.7396,106.3,41.1,90.6,0.4535,28.6,52.6,0.5426,12.5,38,0.3321,13.8,19.1,0.72,108.5
462,2021/2/21,BRK,LAC,W 112-108,240,44,92,0.478,33,54,0.611,11,38,0.289,13,19,0.684,112,40,87,0.46,25,52,0.481,15,35,0.429,13,18,0.722,108,43.4,83.8,0.5168,26.9,46.2,0.5805,16.5,37.6,0.4321,18.4,22.7,0.8069,121.7,46.4,93.1,0.4988,34.1,59.6,0.5717,12.3,33.5,0.3672,14.5,18.1,0.8048,119.6
463,2021/2/21,LAC,BRK,L 108-112,240,40,87,0.46,25,52,0.481,15,35,0.429,13,18,0.722,108,44,92,0.478,33,54,0.611,11,38,0.289,13,19,0.684,112,43.3,87.4,0.4981,30.4,57.3,0.5344,12.9,30.1,0.4265,18,21.7,0.8206,117.5,42.8,90.3,0.4759,31.8,58.7,0.5478,11,31.6,0.3506,16.2,20.1,0.8083,112.8
464,2021/2/21,MIL,SAC,W 128-115,240,44,90,0.489,33,62,0.532,11,28,0.393,29,36,0.806,128,44,100,0.44,32,67,0.478,12,33,0.364,15,20,0.75,115,43,90.5,0.4753,29.4,54.8,0.5364,13.6,35.7,0.3761,16.1,22,0.7369,115.7,41.3,88.5,0.4672,28.5,53.2,0.5394,12.8,35.3,0.3606,15.9,20.8,0.76,111.3
465,2021/2/21,SAC,MIL,L 115-128,240,44,100,0.44,32,67,0.478,12,33,0.364,15,20,0.75,115,44,90,0.489,33,62,0.532,11,28,0.393,29,36,0.806,128,43.9,91.6,0.4801,31.9,56.1,0.572,12,35.5,0.3367,15,20.3,0.7348,114.8,45.1,91.9,0.4933,32.7,61.4,0.5366,12.4,30.5,0.4015,16,20.1,0.7887,118.6
466,2021/2/21,BOS,NOP,L 115-120 (OT),265,39,98,0.398,29,61,0.475,10,37,0.27,27,34,0.794,115,42,94,0.447,31,58,0.534,11,36,0.306,25,37,0.676,120,38.9,87,0.4478,25.6,51.7,0.4959,13.3,35.3,0.3734,17.8,23.1,0.7675,108.9,39.2,83.5,0.4707,28.1,50.5,0.5575,11.1,33,0.332,20.6,23.9,0.87,110.1
467,2021/2/21,NOP,BOS,W 120-115 (OT),265,42,94,0.447,31,58,0.534,11,36,0.306,25,37,0.676,120,39,98,0.398,29,61,0.475,10,37,0.27,27,34,0.794,115,44.9,86.8,0.5171,31.1,53.6,0.582,13.8,33.2,0.4176,18.9,24.3,0.7735,122.5,44,87.5,0.5043,26.6,47.8,0.5624,17.4,39.7,0.4336,13.6,17.6,0.7685,119
468,2021/2/21,MIN,NYK,L 99-103,240,33,82,0.402,17,47,0.362,16,35,0.457,17,21,0.81,99,33,78,0.423,27,60,0.45,6,18,0.333,31,38,0.816,103,41.8,93.1,0.4497,27.2,54.7,0.5017,14.6,38.4,0.3805,12.7,17.1,0.7479,110.9,41.5,88,0.4721,30,56.9,0.5263,11.5,31.1,0.3777,19.9,24,0.827,114.4
469,2021/2/21,NYK,MIN,W 103-99,240,33,78,0.423,27,60,0.45,6,18,0.333,31,38,0.816,103,33,82,0.402,17,47,0.362,16,35,0.457,17,21,0.81,99,40.4,87.5,0.4619,29.6,58.4,0.5076,10.8,29.1,0.3686,15.9,20.4,0.7674,107.5,37.7,85.3,0.4416,25.5,48.6,0.5217,12.2,36.7,0.335,18.1,23.1,0.7555,105.7
470,2021/2/21,DET,ORL,L 96-105,240,34,91,0.374,23,51,0.451,11,40,0.275,17,21,0.81,96,35,81,0.432,26,51,0.51,9,30,0.3,26,29,0.897,105,38.4,85.5,0.4492,27.1,51.1,0.5297,11.3,34.4,0.3263,18.1,23.5,0.7687,106.2,42.4,86.6,0.4889,31.5,56.6,0.5562,10.9,30,0.361,17.2,21.4,0.8056,112.9
471,2021/2/21,ORL,DET,W 105-96,240,35,81,0.432,26,51,0.51,9,30,0.3,26,29,0.897,105,34,91,0.374,23,51,0.451,11,40,0.275,17,21,0.81,96,39.5,89.8,0.4405,27,55.6,0.4885,12.5,34.2,0.3629,15.6,20,0.79,107.1,41.3,89.7,0.4605,26.9,51.8,0.5191,14.4,37.9,0.3742,15.2,18,0.8281,112.2
472,2021/2/21,PHI,TOR,L 103-110,240,33,85,0.388,22,48,0.458,11,37,0.297,26,35,0.743,103,40,81,0.494,26,47,0.553,14,34,0.412,16,18,0.889,110,42.1,85.2,0.4943,33.7,61.4,0.5496,8.4,23.8,0.3581,23.7,29.1,0.816,116.3,42.2,90.1,0.4711,28.9,53.5,0.5457,13.3,36.6,0.3638,17.4,21.1,0.8242,115.1
473,2021/2/21,TOR,PHI,W 110-103,240,40,81,0.494,26,47,0.553,14,34,0.412,16,18,0.889,110,33,85,0.388,22,48,0.458,11,37,0.297,26,35,0.743,103,41.2,87.5,0.4715,26.7,51.2,0.5227,14.5,36.3,0.3989,20.1,23.8,0.8452,117,39,84.5,0.4637,24.6,46.2,0.5361,14.4,38.3,0.3759,18.7,23.4,0.7924,111.1
474,2021/2/20,CHI,SAC,W 122-114,240,49,82,0.598,38,59,0.644,11,23,0.478,13,15,0.867,122,44,98,0.449,36,69,0.522,8,29,0.276,18,22,0.818,114,42.7,89.6,0.4783,31.2,56.4,0.5619,11.5,33.2,0.3397,14.7,18.3,0.8012,111.6,40.3,86.6,0.4668,31.3,58.7,0.5385,9,27.9,0.3253,20,25.1,0.806,109.6
475,2021/2/20,SAC,CHI,L 114-122,240,44,98,0.449,36,69,0.522,8,29,0.276,18,22,0.818,114,49,82,0.598,38,59,0.644,11,23,0.478,13,15,0.867,122,43.6,90.3,0.4834,30.7,53.2,0.5798,12.9,37.1,0.3469,13.7,19.2,0.6985,113.8,43.8,91.4,0.4803,31.4,60,0.5278,12.4,31.4,0.3881,16.9,21.2,0.7866,116.9
476,2021/2/20,CHO,GSW,W 102-100,240,37,75,0.493,17,35,0.486,20,40,0.5,8,9,0.889,102,37,85,0.435,24,46,0.522,13,39,0.333,13,17,0.765,100,43.7,91.9,0.4772,28.1,54.9,0.5124,15.6,37,0.419,14.7,17.6,0.8265,117.7,42.3,89.1,0.4755,26.8,48,0.5593,15.5,41.1,0.3719,15.2,20.7,0.7315,115.3
477,2021/2/20,GSW,CHO,L 100-102,240,37,85,0.435,24,46,0.522,13,39,0.333,13,17,0.765,100,37,75,0.493,17,35,0.486,20,40,0.5,8,9,0.889,102,43.5,89.3,0.4875,26.5,47.6,0.5583,17,41.7,0.4059,15.7,20.1,0.7699,119.7,40.7,93,0.4375,26.4,56.3,0.4728,14.3,36.7,0.3829,17.3,20.7,0.841,113
478,2021/2/20,LAL,MIA,L 94-96,240,33,84,0.393,20,39,0.513,13,45,0.289,15,17,0.882,94,36,85,0.424,28,57,0.491,8,28,0.286,16,23,0.696,96,42.5,84.9,0.5015,34.2,56.5,0.6057,8.3,28.4,0.3028,18.2,24.3,0.7478,111.5,40.3,89.1,0.4553,27.8,55.3,0.5066,12.5,33.8,0.3625,15,19.7,0.7667,108.1
479,2021/2/20,MIA,LAL,W 96-94,240,36,85,0.424,28,57,0.491,8,28,0.286,16,23,0.696,96,33,84,0.393,20,39,0.513,13,45,0.289,15,17,0.882,94,39.6,86.1,0.4572,26.2,49.2,0.524,13.4,36.9,0.3621,16.7,21,0.7999,109.3,39,88.1,0.4426,24.5,47.9,0.5179,14.5,40.2,0.3639,16.2,21.2,0.7558,108.7
480,2021/2/20,MEM,PHO,L 97-128,240,36,93,0.387,31,60,0.517,5,33,0.152,20,23,0.87,97,46,86,0.535,22,40,0.55,24,46,0.522,12,13,0.923,128,41.8,88.6,0.4716,29.7,57.2,0.5183,12.1,31.4,0.3812,18.7,22.6,0.8252,114.4,43.3,83.7,0.5169,28.3,47.7,0.5851,15,36,0.4169,17,22.2,0.7669,118.6
481,2021/2/20,PHO,MEM,W 128-97,240,46,86,0.535,22,40,0.55,24,46,0.522,12,13,0.923,128,36,93,0.387,31,60,0.517,5,33,0.152,20,23,0.87,97,44.4,86.5,0.5142,31.7,54.1,0.5883,12.7,32.4,0.3913,13.3,16.1,0.8382,114.8,39.7,85.7,0.4665,28.1,52.7,0.534,11.6,33,0.3509,18.4,23.5,0.7848,109.4
482,2021/2/20,POR,WAS,L 111-118,240,37,103,0.359,18,48,0.375,19,55,0.345,18,25,0.72,111,45,89,0.506,39,63,0.619,6,26,0.231,22,29,0.759,118,41.6,92.3,0.4528,24.6,51,0.4859,17,41.3,0.4119,17.1,20.4,0.8272,117.3,41.9,86.4,0.4844,29.8,53.4,0.5648,12.1,33,0.3589,17.8,23.5,0.7443,113.7
483,2021/2/20,WAS,POR,W 118-111,240,45,89,0.506,39,63,0.619,6,26,0.231,22,29,0.759,118,37,103,0.359,18,48,0.375,19,55,0.345,18,25,0.72,111,38.5,87.5,0.4405,27.6,53.1,0.5221,10.9,34.4,0.3149,21.3,27.4,0.7747,109.2,41.7,91.2,0.4572,28.5,56.3,0.5075,13.2,34.9,0.3725,19.2,24.5,0.7919,115.8
