,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG
1170,2021/1/3,BRK,WAS,L 122-123,240,40,81,0.494,26,49,0.531,14,32,0.438,28,31,0.903,122,43,104,0.413,31,71,0.437,12,33,0.364,25,34,0.735,123,42.8,89.2,0.48,27.7,50.2,0.5519,15.1,39,0.3909,18.6,24.1,0.7731,119.3,41.4,95.2,0.4344,29.7,60.6,0.4938,11.7,34.6,0.3337,18.2,23.4,0.7706,112.7
1171,2021/1/3,WAS,BRK,W 123-122,240,43,104,0.413,31,71,0.437,12,33,0.364,25,34,0.735,123,40,81,0.494,26,49,0.531,14,32,0.438,28,31,0.903,122,40.9,89.9,0.4551,29.4,58,0.5088,11.5,31.9,0.3668,19.3,25.1,0.7753,112.6,42,88.1,0.4761,29.4,54.2,0.5418,12.6,33.9,0.3676,20.9,26.5,0.7805,117.5
1172,2021/1/3,CHI,DAL,W 118-108,240,39,85,0.459,26,48,0.542,13,37,0.351,27,30,0.9,118,39,89,0.438,28,47,0.596,11,42,0.262,19,27,0.704,108,40.6,89.7,0.4532,28.6,54.8,0.5225,12,34.9,0.3401,17.5,22.7,0.7672,110.7,40.8,83,0.4936,27.7,49.2,0.5634,13.1,33.8,0.3794,23,29.7,0.7652,117.7
1173,2021/1/3,DAL,CHI,L 108-118,240,39,89,0.438,28,47,0.596,11,42,0.262,19,27,0.704,108,39,85,0.459,26,48,0.542,13,37,0.351,27,30,0.9,118,40.2,87.7,0.46,26.8,49.3,0.546,13.4,38.4,0.3538,19.7,24.9,0.7998,113.5,41.8,86.8,0.4781,28.3,50.6,0.5552,13.5,36.2,0.3685,18.1,23.6,0.7711,115.2
1174,2021/1/3,BOS,DET,W 122-120,240,49,87,0.563,34,54,0.63,15,33,0.455,9,13,0.692,122,41,86,0.477,25,50,0.5,16,36,0.444,22,25,0.88,120,42.4,90.4,0.4708,30.4,56.4,0.5451,12,34,0.3523,14.7,19.6,0.7471,111.5,39.9,88.7,0.452,28.9,55.7,0.5212,11,33,0.3355,18,23,0.7797,108.8
1175,2021/1/3,DET,BOS,L 120-122,240,41,86,0.477,25,50,0.5,16,36,0.444,22,25,0.88,120,49,87,0.563,34,54,0.63,15,33,0.455,9,13,0.692,122,38,88.5,0.429,25.2,50.7,0.4927,12.8,37.8,0.3348,15.6,22.1,0.6768,104.4,40.4,83.6,0.4859,28.9,51.5,0.5659,11.5,32.1,0.3576,20.4,26.8,0.7461,112.7
1176,2021/1/3,GSW,POR,W 137-122,240,49,88,0.557,36,54,0.667,13,34,0.382,26,34,0.765,137,41,98,0.418,27,55,0.491,14,43,0.326,26,33,0.788,122,38.7,88.5,0.4423,26.7,50.8,0.5338,12,37.7,0.321,21.1,27.3,0.7662,110.5,41.7,88.1,0.474,26.3,52.2,0.5076,15.4,35.9,0.4207,22.2,27.3,0.8194,121
1177,2021/1/3,POR,GSW,L 122-137,240,41,98,0.418,27,55,0.491,14,43,0.326,26,33,0.788,122,49,88,0.557,36,54,0.667,13,34,0.382,26,34,0.765,137,42.5,92.9,0.4565,26.7,53,0.5044,15.8,39.9,0.3942,19.7,23.8,0.8206,120.5,43.5,88.5,0.4906,29.3,53.1,0.5542,14.2,35.4,0.4025,18.9,23.8,0.7862,120.1
1178,2021/1/3,LAL,MEM,W 108-94,240,41,89,0.461,29,54,0.537,12,35,0.343,14,19,0.737,108,39,95,0.411,30,62,0.484,9,33,0.273,7,8,0.875,94,43.6,88.8,0.4931,31.3,57.7,0.5476,12.3,31.1,0.385,17,22.9,0.7508,116.5,42.1,88.3,0.4792,27.9,51.2,0.5506,14.2,37.1,0.3909,14.9,19.5,0.7612,113.3
1179,2021/1/3,MEM,LAL,L 94-108,240,39,95,0.411,30,62,0.484,9,33,0.273,7,8,0.875,94,41,89,0.461,29,54,0.537,12,35,0.343,14,19,0.737,108,41.7,91.3,0.4578,30.5,57.8,0.529,11.2,33.5,0.3351,17.7,23.3,0.7545,112.3,40,89.7,0.4479,26.3,51.9,0.5112,13.7,37.8,0.363,19.8,24.6,0.7971,113.5
1180,2021/1/3,DEN,MIN,W 124-109,240,45,92,0.489,26,47,0.553,19,45,0.422,15,21,0.714,124,44,85,0.518,34,54,0.63,10,31,0.323,11,16,0.688,109,43.2,87.6,0.495,31.1,56.2,0.5517,12.1,31.4,0.3941,17.7,23.5,0.7611,116.2,43.3,88.5,0.4923,26.8,51.4,0.5282,16.5,37.1,0.4454,17.8,23.2,0.7665,120.9
1181,2021/1/3,MIN,DEN,L 109-124,240,44,85,0.518,34,54,0.63,10,31,0.323,11,16,0.688,109,45,92,0.489,26,47,0.553,19,45,0.422,15,21,0.714,124,41.7,92.2,0.4536,29.6,56.1,0.5313,12.1,36.1,0.3356,16.3,21.7,0.7452,111.8,46,90.2,0.5116,33.9,57.1,0.5948,12.1,33.1,0.3663,16.3,22.6,0.6991,120.4
1182,2021/1/3,LAC,PHO,W 112-107,240,40,83,0.482,23,54,0.426,17,29,0.586,15,19,0.789,112,37,75,0.493,27,42,0.643,10,33,0.303,23,28,0.821,107,40.5,85.9,0.4705,26.7,50.2,0.5342,13.8,35.7,0.3859,18.7,23.5,0.8043,113.5,40,87.1,0.4612,26.2,48.2,0.5497,13.8,38.9,0.3521,17.5,23.1,0.7443,111.3
1183,2021/1/3,PHO,LAC,L 107-112,240,37,75,0.493,27,42,0.643,10,33,0.303,23,28,0.821,107,40,83,0.482,23,54,0.426,17,29,0.586,15,19,0.789,112,42.4,87.4,0.4855,28.4,52.2,0.5422,14,35.2,0.4023,16.5,19.2,0.8529,115.3,38.3,85,0.4512,28.5,54.6,0.5235,9.8,30.4,0.3189,16,21.3,0.7499,102.4
1184,2021/1/3,SAS,UTA,L 109-130,240,44,105,0.419,38,86,0.442,6,19,0.316,15,21,0.714,109,49,89,0.551,28,48,0.583,21,41,0.512,11,19,0.579,130,42.5,89.9,0.4725,31.3,61.4,0.508,11.2,28.5,0.3992,19.5,24.3,0.8138,115.7,42.9,93.6,0.4598,30,58.8,0.5148,12.9,34.8,0.3745,15.3,19.6,0.7858,114
1185,2021/1/3,UTA,SAS,W 130-109,240,49,89,0.551,28,48,0.583,21,41,0.512,11,19,0.579,130,44,105,0.419,38,86,0.442,6,19,0.316,15,21,0.714,109,40.7,91,0.4477,24.6,48.5,0.5093,16.1,42.5,0.376,16.6,21.2,0.7764,114.1,42.2,90,0.4699,30.1,60.2,0.4972,12.1,29.8,0.4147,16.8,22.1,0.7656,113.3
1186,2021/1/2,ATL,CLE,L 91-96,240,35,85,0.412,24,53,0.453,11,32,0.344,10,19,0.526,91,38,91,0.418,31,62,0.5,7,29,0.241,13,17,0.765,96,42.2,92.5,0.459,27.2,52.7,0.5192,15,39.8,0.3764,21,25.7,0.812,120.4,42.9,91.7,0.4669,29.8,54.8,0.5409,13.1,36.9,0.3575,22.5,28.3,0.802,121.4
1187,2021/1/2,CLE,ATL,W 96-91,240,38,91,0.418,31,62,0.5,7,29,0.241,13,17,0.765,96,35,85,0.412,24,53,0.453,11,32,0.344,10,19,0.526,91,41.7,87.7,0.4766,30.1,57.4,0.5254,11.6,30.3,0.385,16,23,0.6976,111,40.9,86.9,0.4715,26.9,52,0.5238,14,34.9,0.406,16,21.3,0.7147,111.8
1188,2021/1/2,HOU,SAC,W 102-94,240,36,81,0.444,23,40,0.575,13,41,0.317,17,23,0.739,102,35,90,0.389,26,62,0.419,9,28,0.321,15,21,0.714,94,38.1,86.7,0.4396,22,37.6,0.5823,16.1,49.1,0.3294,20.5,25.3,0.8116,112.8,43.3,91.6,0.4743,31.4,58.4,0.5439,11.9,33.2,0.3461,18.6,25.4,0.7449,117.1
1189,2021/1/2,SAC,HOU,L 94-102,240,35,90,0.389,26,62,0.419,9,28,0.321,15,21,0.714,94,36,81,0.444,23,40,0.575,13,41,0.317,17,23,0.739,102,43.7,90.6,0.4819,31.5,58,0.5478,12.2,32.6,0.3718,18.4,24.3,0.7582,118,44.5,89.6,0.4989,31.7,53.4,0.6019,12.8,36.2,0.3554,16.1,20.8,0.7808,117.9
1190,2021/1/2,IND,NYK,L 102-106,240,34,84,0.405,15,34,0.441,19,50,0.38,15,18,0.833,102,42,83,0.506,30,56,0.536,12,27,0.444,10,13,0.769,106,42.5,88.8,0.4789,31.2,56.8,0.5485,11.3,32,0.3507,14.5,19.4,0.7552,110.8,38.2,88,0.4354,26.3,53.7,0.4908,11.9,34.3,0.3628,18.7,24.6,0.761,107
1191,2021/1/2,NYK,IND,W 106-102,240,42,83,0.506,30,56,0.536,12,27,0.444,10,13,0.769,106,34,84,0.405,15,34,0.441,19,50,0.38,15,18,0.833,102,39.3,85.3,0.4603,30.4,59.6,0.5072,8.9,25.7,0.3548,18.3,24.4,0.7515,105.8,39.4,88.5,0.4446,28.3,51.7,0.5466,11.1,36.8,0.3015,20.2,26.6,0.7505,110.1
1192,2021/1/2,NOP,TOR,W 120-116,240,35,83,0.422,21,45,0.467,14,38,0.368,36,47,0.766,120,38,91,0.418,24,43,0.558,14,48,0.292,26,27,0.963,116,41.1,85.5,0.4822,30.6,53.7,0.5771,10.5,31.8,0.3173,17,23.6,0.7069,109.7,40,86.1,0.4645,26.2,50.5,0.5192,13.8,35.6,0.3966,17.2,21.1,0.8136,111
1193,2021/1/2,TOR,NOP,L 116-120,240,38,91,0.418,24,43,0.558,14,48,0.292,26,27,0.963,116,35,83,0.422,21,45,0.467,14,38,0.368,36,47,0.766,120,38.5,87.3,0.4421,23.7,46.1,0.5172,14.8,41.2,0.362,16.1,22.2,0.7346,107.9,38,88.1,0.431,24.8,48.8,0.5098,13.2,39.3,0.3326,17.9,23.8,0.741,107.1
1194,2021/1/2,OKC,ORL,W 108-99,240,38,86,0.442,25,45,0.556,13,41,0.317,19,21,0.905,108,40,108,0.37,30,70,0.429,10,38,0.263,9,12,0.75,99,37.6,88.6,0.4267,24.6,49.9,0.495,13,38.7,0.3314,16.1,22,0.7046,104.3,40.6,88.9,0.4571,29.2,54.6,0.5375,11.4,34.3,0.3343,18.2,24,0.7702,110.8
1195,2021/1/2,ORL,OKC,L 99-108,240,40,108,0.37,30,70,0.429,10,38,0.263,9,12,0.75,99,38,86,0.442,25,45,0.556,13,41,0.317,19,21,0.905,108,40.2,90.3,0.4455,30.2,59.8,0.5053,10,30.5,0.3317,21.7,27,0.8011,112.1,42.9,90.2,0.4769,32,56.7,0.5668,10.9,33.5,0.3266,17,23.2,0.7447,113.7
1196,2021/1/2,CHO,PHI,L 112-127,240,38,92,0.413,25,57,0.439,13,35,0.371,23,26,0.885,112,47,79,0.595,31,44,0.705,16,35,0.457,17,24,0.708,127,40.3,86.4,0.4686,26.4,51.3,0.5197,13.9,35.1,0.3968,16.3,22.2,0.7257,110.8,40.7,85.3,0.4762,27,46.9,0.5754,13.7,38.4,0.3566,14.8,20.5,0.7474,109.9
1197,2021/1/2,PHI,CHO,W 127-112,240,47,79,0.595,31,44,0.705,16,35,0.457,17,24,0.708,127,38,92,0.413,25,57,0.439,13,35,0.371,23,26,0.885,112,41,88.3,0.4636,28.4,55.3,0.515,12.6,33,0.3775,18.7,24.1,0.7748,113.3,38.8,88.2,0.4401,27.3,54.4,0.507,11.5,33.8,0.3438,18.4,22.8,0.8203,107.5
1198,2021/1/1,ATL,BRK,W 114-96,240,43,93,0.462,27,54,0.5,16,39,0.41,12,14,0.857,114,35,86,0.407,28,49,0.571,7,37,0.189,19,23,0.826,96,42.5,91.6,0.4676,27.3,51.5,0.5359,15.2,40.1,0.3783,21.7,26.5,0.8127,121.9,44.1,92.5,0.4762,30.9,56.5,0.5429,13.2,36,0.3672,22.1,28.1,0.7908,123.5
1199,2021/1/1,BRK,ATL,L 96-114,240,35,86,0.407,28,49,0.571,7,37,0.189,19,23,0.826,96,43,93,0.462,27,54,0.5,16,39,0.41,12,14,0.857,114,43.8,90.1,0.4867,28.6,51.6,0.5535,15.2,38.5,0.397,18.4,23.9,0.7715,121.2,42.1,94.7,0.445,30,60.1,0.505,12.1,34.6,0.344,19.9,25.5,0.7678,116.2
1200,2021/1/1,CHO,MEM,L 93-108,240,35,86,0.407,26,55,0.473,9,31,0.29,14,21,0.667,93,43,90,0.478,29,51,0.569,14,39,0.359,8,10,0.8,108,40.2,87.4,0.4633,26.4,51.9,0.515,13.8,35.5,0.3907,15.8,21.1,0.749,110,39.9,85,0.4686,26.9,47.4,0.5685,13,37.6,0.3433,15.6,21.6,0.7436,108.4
1201,2021/1/1,MEM,CHO,W 108-93,240,43,90,0.478,29,51,0.569,14,39,0.359,8,10,0.8,108,35,86,0.407,26,55,0.473,9,31,0.29,14,21,0.667,93,41.1,91.6,0.4498,30.1,57.7,0.5221,11,33.9,0.3271,18.2,23.8,0.7612,111.4,40.2,89.3,0.4523,26.3,51.7,0.513,13.9,37.6,0.3719,20.8,26.4,0.7919,115.1
1202,2021/1/1,DAL,MIA,W 93-83,240,32,78,0.41,20,41,0.488,12,37,0.324,17,23,0.739,93,29,78,0.372,22,45,0.489,7,33,0.212,18,25,0.72,83,40.3,88.9,0.4557,27.2,50.1,0.5462,13.1,38.8,0.3434,21.9,27.6,0.8039,115.6,43.2,89.4,0.4822,28.8,52.2,0.5506,14.4,37.2,0.3845,17.1,22.3,0.7658,117.9
1203,2021/1/1,MIA,DAL,L 83-93,240,29,78,0.372,22,45,0.489,7,33,0.212,18,25,0.72,83,32,78,0.41,20,41,0.488,12,37,0.324,17,23,0.739,93,38.4,83.4,0.4614,25.1,45.6,0.5496,13.3,37.8,0.3497,19.4,24.3,0.7972,109.5,40.1,87.7,0.4573,25.8,50.5,0.5144,14.3,37.2,0.3747,19,23.9,0.8026,113.5
1204,2021/1/1,DEN,PHO,L 103-106,240,39,86,0.453,27,57,0.474,12,29,0.414,13,16,0.813,103,37,76,0.487,24,41,0.585,13,35,0.371,19,21,0.905,106,44.3,88.1,0.5046,32,56,0.5698,12.3,32.1,0.3916,18.2,24,0.7655,119.1,44.2,90.2,0.4931,27.9,53.6,0.5253,16.3,36.6,0.445,18.2,23.8,0.7612,122.9
1205,2021/1/1,PHO,DEN,W 106-103,240,37,76,0.487,24,41,0.585,13,35,0.371,19,21,0.905,106,39,86,0.453,27,57,0.474,12,29,0.414,13,16,0.813,103,43,89,0.4835,29.4,53.9,0.5423,13.6,35.1,0.3917,16.5,19.1,0.8574,116.1,38.1,84.9,0.4494,28.5,54.5,0.5243,9.6,30.4,0.312,16.2,21.6,0.7475,102
1206,2021/1/1,BOS,DET,L 93-96,240,39,83,0.47,31,52,0.596,8,31,0.258,7,14,0.5,93,36,88,0.409,25,54,0.463,11,34,0.324,13,20,0.65,96,43.5,90.9,0.4806,30.3,56.1,0.5467,13.2,34.8,0.3778,16.9,21.7,0.78,117.1,40.8,89.4,0.4585,30.1,56.6,0.5336,10.7,32.8,0.3281,18.4,23.1,0.7957,110.7
1207,2021/1/1,DET,BOS,W 96-93,240,36,88,0.409,25,54,0.463,11,34,0.324,13,20,0.65,96,39,83,0.47,31,52,0.596,8,31,0.258,7,14,0.5,93,38.8,88.7,0.437,25.8,51.1,0.4998,13,37.6,0.343,15.5,21.7,0.6868,106.1,41,82.8,0.4989,29.4,51.5,0.5755,11.6,31.3,0.3709,20.9,27.1,0.7667,114.5
1208,2021/1/1,GSW,POR,L 98-123,240,31,79,0.392,24,44,0.545,7,35,0.2,29,33,0.879,98,40,92,0.435,20,49,0.408,20,43,0.465,23,30,0.767,123,39.7,89.3,0.4502,27.5,52.1,0.5354,12.2,37.2,0.331,20.6,27.2,0.7533,112.2,41.1,87.2,0.4715,26.5,52.7,0.5075,14.6,34.5,0.4156,21.8,26.6,0.8253,118.6
1209,2021/1/1,POR,GSW,W 123-98,240,40,92,0.435,20,49,0.408,20,43,0.465,23,30,0.767,123,31,79,0.392,24,44,0.545,7,35,0.2,29,33,0.879,98,42.4,93.2,0.4541,27.4,54.5,0.5058,15,38.7,0.3864,19.4,23.7,0.8129,119.2,43.8,89.3,0.4905,28.4,52.1,0.5438,15.4,37.2,0.4183,17.5,22.9,0.7608,120.5
1210,2021/1/1,CHI,MIL,L 96-126,240,38,87,0.437,32,61,0.525,6,26,0.231,14,20,0.7,96,42,85,0.494,20,40,0.5,22,45,0.489,20,30,0.667,126,41.2,90.4,0.4563,28.8,54.5,0.5286,12.4,35.9,0.3448,17.2,22.4,0.7619,112,40.6,82.9,0.4918,28.5,49.4,0.5801,12.1,33.5,0.3591,22.5,28.7,0.7735,115.8
1211,2021/1/1,MIL,CHI,W 126-96,240,42,85,0.494,20,40,0.5,22,45,0.489,20,30,0.667,126,38,87,0.437,32,61,0.525,6,26,0.231,14,20,0.7,96,43.2,91.5,0.4743,27.1,51.1,0.533,16.1,40.4,0.3962,19.6,25.9,0.7692,122.1,41.4,92.6,0.4498,26.9,53.1,0.5068,14.5,39.5,0.3762,19.2,24.1,0.7878,116.5
1212,2021/1/1,MIN,WAS,L 109-130,240,42,88,0.477,29,52,0.558,13,36,0.361,12,21,0.571,109,49,89,0.551,33,56,0.589,16,33,0.485,16,21,0.762,130,41.1,93.3,0.4423,29,56.6,0.5159,12.1,36.7,0.3305,15.7,21.1,0.7281,110,45.5,90.7,0.5033,33.9,56.9,0.597,11.6,33.8,0.3453,15.9,22.4,0.6861,118.5
1213,2021/1/1,WAS,MIN,W 130-109,240,49,89,0.551,33,56,0.589,16,33,0.485,16,21,0.762,130,42,88,0.477,29,52,0.558,13,36,0.361,12,21,0.571,109,39.6,89.5,0.4424,29,58.8,0.4952,10.6,30.7,0.3516,19.6,25.4,0.7783,109.4,41.6,87.5,0.4747,29.2,54.3,0.5369,12.4,33.2,0.3694,21.7,27.3,0.7924,117.3
1214,2021/1/1,LAL,SAS,W 109-103,240,41,101,0.406,27,68,0.397,14,33,0.424,13,16,0.813,109,36,85,0.424,23,51,0.451,13,34,0.382,18,26,0.692,103,42.6,87.5,0.4877,31.2,56,0.5589,11.4,31.5,0.3561,17.6,24.2,0.735,114.2,41.9,87.7,0.4798,28.5,51.6,0.5582,13.4,36.1,0.3735,16.3,20.5,0.7809,113.5
1215,2021/1/1,SAS,LAL,L 103-109,240,36,85,0.424,23,51,0.451,13,34,0.382,18,26,0.692,103,41,101,0.406,27,68,0.397,14,33,0.424,13,16,0.813,109,43.5,90.7,0.4796,32.4,63,0.5136,11.1,27.7,0.4072,20.3,24.6,0.8343,118.4,43.4,92.2,0.4721,30.5,57.6,0.5322,12.9,34.6,0.3773,16.6,21,0.7912,116.3
1216,2021/1/1,LAC,UTA,L 100-106,240,33,85,0.388,20,52,0.385,13,33,0.394,21,24,0.875,100,41,89,0.461,26,47,0.553,15,42,0.357,9,14,0.643,106,42.2,86.6,0.486,28.3,51.1,0.5547,13.9,35.5,0.3917,17.8,22.6,0.7968,116.1,39.8,86.9,0.4599,25.8,47.4,0.5508,14,39.5,0.3518,18.2,23.8,0.7562,111.8
1217,2021/1/1,UTA,LAC,W 106-100,240,41,89,0.461,26,47,0.553,15,42,0.357,9,14,0.643,106,33,85,0.388,20,52,0.385,13,33,0.394,21,24,0.875,100,40.3,90.4,0.4462,24.5,47.8,0.5165,15.8,42.6,0.3682,17.9,22.3,0.8001,114.3,43,89.7,0.4811,31.3,60.6,0.5158,11.7,29.1,0.4099,17.2,22.8,0.7587,114.9
1218,2020/12/31,HOU,SAC,W 122-119,240,45,86,0.523,32,50,0.64,13,36,0.361,19,25,0.76,122,45,96,0.469,34,63,0.54,11,33,0.333,18,24,0.75,119,38.8,88.2,0.4388,22.1,37.9,0.5806,16.7,50.3,0.3329,21.6,26.7,0.8125,115.9,43.8,92.5,0.475,30.9,57.7,0.5417,12.9,34.8,0.3557,19.6,26.8,0.7436,120.1
1219,2020/12/31,SAC,HOU,L 119-122,240,45,96,0.469,34,63,0.54,11,33,0.333,18,24,0.75,119,45,86,0.523,32,50,0.64,13,36,0.361,19,25,0.76,122,43.5,91.4,0.4763,30.8,57.8,0.5381,12.7,33.6,0.3757,17.4,23.1,0.7499,117.1,43.3,90,0.4833,30.9,53.3,0.5869,12.4,36.7,0.3413,18.1,23.3,0.7828,117.1
1220,2020/12/31,CLE,IND,L 99-119,240,37,82,0.451,25,59,0.424,12,23,0.522,13,24,0.542,99,42,87,0.483,26,52,0.5,16,35,0.457,19,24,0.792,119,42.1,88,0.4797,31.2,57.8,0.5401,10.9,30.2,0.3555,16.4,22.6,0.7284,111.5,41.4,86.9,0.4772,28.2,53.2,0.5347,13.2,33.7,0.3951,15.2,20.3,0.7141,111.2
1221,2020/12/31,IND,CLE,W 119-99,240,42,87,0.483,26,52,0.5,16,35,0.457,19,24,0.792,119,37,82,0.451,25,59,0.424,12,23,0.522,13,24,0.542,99,42.9,88.5,0.4854,31.9,56.7,0.5632,11,31.8,0.3444,14.1,18.9,0.7549,110.9,38.4,88,0.4379,26.5,52.6,0.5047,11.9,35.4,0.3459,19.3,24.5,0.7894,108
1222,2020/12/31,NOP,OKC,W 113-80,240,44,91,0.484,31,55,0.564,13,36,0.361,12,19,0.632,113,30,80,0.375,15,32,0.469,15,48,0.313,5,15,0.333,80,40.4,84.6,0.4789,30.1,53.5,0.5698,10.3,31.1,0.3191,18.2,25.6,0.7052,109.3,40.7,87.4,0.4668,27.2,52.3,0.5223,13.5,35.1,0.3932,18,21.1,0.867,112.9
1223,2020/12/31,OKC,NOP,L 80-113,240,30,80,0.375,15,32,0.469,15,48,0.313,5,15,0.333,80,44,91,0.484,31,55,0.564,13,36,0.361,12,19,0.632,113,38.3,89.3,0.4317,25.3,51.8,0.4912,13,37.5,0.3418,18,23.6,0.7487,107.6,40.4,88.5,0.457,29.6,55.3,0.5376,10.8,33.2,0.3262,20,26,0.7839,111.6
1224,2020/12/31,ORL,PHI,L 92-116,240,33,95,0.347,26,67,0.388,7,28,0.25,19,21,0.905,92,44,91,0.484,29,58,0.5,15,33,0.455,13,15,0.867,116,40.8,89,0.4584,30.3,57.9,0.5228,10.5,31.1,0.342,21.7,27.2,0.7932,113.8,43.1,89.5,0.4833,32.4,56,0.5815,10.7,33.5,0.3205,17.2,23.6,0.7369,114.1
1225,2020/12/31,PHI,ORL,W 116-92,240,44,91,0.484,29,58,0.5,15,33,0.455,13,15,0.867,116,33,95,0.347,26,67,0.388,7,28,0.25,19,21,0.905,92,40.4,87.4,0.4615,28.2,54.8,0.5159,12.2,32.6,0.3699,19.4,25.5,0.7571,112.4,39.1,87.2,0.4478,27.6,54.1,0.5135,11.5,33.1,0.3521,18.4,23.1,0.809,108.1
1226,2020/12/31,NYK,TOR,L 83-100,240,32,88,0.364,29,52,0.558,3,36,0.083,16,20,0.8,83,34,83,0.41,17,31,0.548,17,52,0.327,15,21,0.714,100,40.8,86.2,0.4724,31,61.1,0.5036,9.8,25.1,0.3865,18.6,25.4,0.7348,110,39.9,89.6,0.4451,28.5,52.4,0.5418,11.4,37.2,0.3045,21.2,27.2,0.7717,112.4
1227,2020/12/31,TOR,NYK,W 100-83,240,34,83,0.41,17,31,0.548,17,52,0.327,15,21,0.714,100,32,88,0.364,29,52,0.558,3,36,0.083,16,20,0.8,83,38,85.7,0.4444,23.3,46.5,0.4995,14.7,39.2,0.3793,17.9,23.7,0.7549,108.6,38.5,88,0.4371,24.2,47.8,0.5088,14.3,40.2,0.3554,17.8,23.4,0.7548,109.1
1228,2020/12/31,PHO,UTA,W 106-95,240,41,84,0.488,24,51,0.471,17,33,0.515,7,10,0.7,106,35,84,0.417,23,50,0.46,12,34,0.353,13,19,0.684,95,43.4,90.2,0.4816,29.8,55.2,0.539,13.6,35,0.3933,16.8,19.5,0.8588,117.2,38.8,85,0.4571,29.6,55.1,0.539,9.2,29.9,0.3043,17.2,22.4,0.7643,104
1229,2020/12/31,UTA,PHO,L 95-106,240,35,84,0.417,23,50,0.46,12,34,0.353,13,19,0.684,95,41,84,0.488,24,51,0.471,17,33,0.515,7,10,0.7,106,40.2,90.7,0.4436,24.8,48.4,0.5169,15.4,42.3,0.3587,18.4,22.6,0.8135,114.2,43,89,0.4855,32,60.6,0.5295,11,28.4,0.3969,18.3,24.2,0.7637,115.3
1230,2020/12/31,CHI,WAS,W 133-130,240,50,92,0.543,36,56,0.643,14,36,0.389,19,25,0.76,133,42,84,0.5,28,55,0.509,14,29,0.483,32,41,0.78,130,40.3,90.1,0.4481,27.6,54.3,0.5087,12.7,35.8,0.3545,16.9,22.2,0.7555,110.2,41.1,83,0.4971,29.6,50.4,0.5892,11.5,32.6,0.3508,21.6,27.9,0.7652,115.3
1231,2020/12/31,WAS,CHI,L 130-133,240,42,84,0.5,28,55,0.509,14,29,0.483,32,41,0.78,130,50,92,0.543,36,56,0.643,14,36,0.389,19,25,0.76,133,39.5,90.5,0.436,29.2,59.7,0.4912,10.3,30.8,0.34,17.1,22.6,0.7541,106.4,41,87.5,0.4682,29.3,55.3,0.5287,11.7,32.2,0.3574,21.4,26.4,0.8164,115.1
1232,2020/12/30,BOS,MEM,W 126-107,240,49,91,0.538,33,52,0.635,16,39,0.41,12,14,0.857,126,40,93,0.43,31,60,0.517,9,33,0.273,18,25,0.72,107,42.3,90.3,0.4703,29.7,56.1,0.5351,12.6,34.2,0.3671,17.9,23,0.7758,115.1,40.2,87.8,0.4597,28.9,54,0.5378,11.3,33.8,0.3357,19.5,24.5,0.7981,111.2
1233,2020/12/30,MEM,BOS,L 107-126,240,40,93,0.43,31,60,0.517,9,33,0.273,18,25,0.72,107,49,91,0.538,33,52,0.635,16,39,0.41,12,14,0.857,126,41.3,91.4,0.453,30.5,57.8,0.5278,10.8,33.6,0.3231,17.9,23.1,0.7725,111.3,38.9,88.8,0.4404,25.4,52.2,0.4916,13.5,36.6,0.3723,22,28.3,0.7789,113.3
1234,2020/12/30,ATL,BRK,L 141-145,240,47,99,0.475,29,53,0.547,18,46,0.391,29,35,0.829,141,54,100,0.54,35,59,0.593,19,41,0.463,18,23,0.783,145,42.8,91.4,0.4716,27.5,52,0.5346,15.3,39.4,0.3879,21,26,0.8031,121.9,42.9,91.7,0.4679,29.8,55.2,0.5358,13.1,36.5,0.36,21.9,27.9,0.7887,120.8
1235,2020/12/30,BRK,ATL,W 145-141,240,54,100,0.54,35,59,0.593,19,41,0.463,18,23,0.783,145,47,99,0.475,29,53,0.547,18,46,0.391,29,35,0.829,141,42.7,90.4,0.4744,27.3,50.3,0.542,15.4,40.1,0.3875,17.8,23.2,0.7682,118.6,41.6,93.6,0.4452,29.6,58.5,0.5179,12,35.1,0.3382,18.5,24.3,0.7501,113.7
1236,2020/12/30,CHO,DAL,W 118-99,240,43,84,0.512,28,50,0.56,15,34,0.441,17,21,0.81,118,34,87,0.391,22,45,0.489,12,42,0.286,19,33,0.576,99,39.3,86.8,0.4557,25.7,51.7,0.5028,13.6,35.1,0.3899,15.9,21.5,0.74,108.1,39.8,85.8,0.4642,27,48.1,0.5638,12.8,37.7,0.338,15.7,21.2,0.755,108.1
