Unnamed: 0,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1,FG_players,FGA_players,FG%_players,3P_players,3PA_players,3P%_players,FT_players,FTA_players,FT%_players,ORB_players,DRB_players,TRB_players,AST_players,STL_players,BLK_players,TOV_players,PF_players,PTS_players,+/-_players,TS%_players,eFG%_players,3PAr_players,FTr_players,ORB%_players,DRB%_players,TRB%_players,AST%_players,STL%_players,BLK%_players,TOV%_players,USG%_players,ORtg_players,DRtg_players,BPM_players,A/T,EFF
10,2021/3/12,DEN,MEM,W 103-102,0,1,5,-0.014000000000000012,2,-4,0.068,-1,9,-0.14899999999999994,0,3,-0.273,1,-1,-5,0.014000000000000012,-2,4,-0.068,1,-9,0.14899999999999994,0,-3,0.273,-1,0.4300694444444453,1.2218749999999972,-0.020748472222222314,-0.02819444444444441,1.3739583333333338,-0.08954777777777795,0.07708333333333317,0.5019444444444443,0.07111111111111107,0.1059027777777778,0.4880555555555554,0.5939583333333331,0.2858333333333332,0.6335416666666666,-0.14493055555555562,-0.7609027777777779,-0.4631944444444449,0.9090277777777818,3.206458333333333,-0.03093347222222232,-0.0293409027777779,0.08688604166666658,0.04523493055555554,0.2974652777777784,0.2646319444444423,-0.009666666666666046,0.6626944444444439,0.8276388888888895,-0.13261111111111099,-6.579111111111112,0.0015416666666610013,4.209583333333313,-1.9540972222222168,0.2397222222222223,-0.37565026923427924,2.2774305555555587
11,2021/3/12,CLE,NOP,L 82-116,0,-17,-13,-0.124,-18,-21,-0.121,1,8,-0.031000000000000024,-1,1,-0.09200000000000008,-34,17,13,0.124,18,21,0.121,-1,-8,0.031000000000000024,1,-1,0.09200000000000008,34,-1.3743055555555554,-0.2119444444444447,-0.12951930555555552,-0.10548611111111117,0.4770833333333342,0.003936319444444447,0.2256944444444444,0.3456944444444441,0.08803374999999991,-0.9148611111111112,-1.885,-2.7998611111111136,-1.0399305555555554,0.6391666666666667,0.4168750000000001,-0.4743055555555557,0.05166666666666608,-2.6284027777777785,-36.23993055555556,-0.09514249999999992,-0.11876993055555556,0.11531423611111112,0.05610013888888893,-6.314166666666668,-6.281833333333327,-7.1838472222222265,-2.446055555555553,1.2209027777777781,-0.1577499999999996,-6.453694444444443,-0.0030000000000001137,-28.268958333333373,35.07006944444444,-8.16654861111111,2.192532942898974,-5.412152777777782
12,2021/3/12,ORL,SAS,L 77-104,0,-11,-9,-0.08600000000000002,-11,-18,-0.04799999999999999,0,9,-0.08199999999999996,-5,-6,-0.028000000000000025,-27,11,9,0.08600000000000002,11,18,0.04799999999999999,0,-9,0.08199999999999996,5,6,0.028000000000000025,27,-0.5518055555555557,0.4871527777777782,-0.08615569444444449,0.31520833333333365,1.7780555555555564,0.08845215277777776,-0.2770138888888888,-0.3810416666666663,-0.0861979166666666,0.2539583333333333,0.3437499999999991,0.5977083333333342,-0.4496527777777773,-0.5193055555555556,-0.07083333333333336,1.009513888888889,0.2352083333333337,-1.0654166666666658,-27.545277777777788,-0.0775020833333333,-0.08537673611111135,0.21716451388888885,-0.05888645833333327,0.6480902777777771,0.6493680555555557,0.2165416666666644,2.6980694444444424,-1.0626180555555556,-1.0567361111111109,8.202979166666667,-0.007895833333332547,-21.100763888888906,27.40895833333332,-6.6345625,-0.4454151475545155,-1.5074999999999976
13,2021/3/12,HOU,UTA,L 99-114,0,2,30,-0.11200000000000004,8,27,-0.11399999999999992,-6,3,-0.166,-13,-12,-0.225,-15,-2,-30,0.11200000000000004,-8,-27,0.11399999999999992,6,-3,0.166,13,12,0.225,15,0.456458333333333,3.901666666666664,-0.10731284722222224,-0.6682638888888888,0.6195138888888883,-0.11464777777777788,-1.8814583333333332,-1.7830555555555552,-0.37699388888888863,1.3040277777777778,-1.948263888888888,-0.6442361111111099,-1.1788194444444438,0.5893750000000001,-0.5513194444444446,-0.9134027777777772,0.5852083333333333,-1.636805555555549,-20.631458333333335,-0.1945174305555556,-0.16185520833333333,-0.08744041666666669,-0.2152592361111111,2.701902777777779,2.682368055555555,-0.19232638888888864,-5.929326388888893,0.7651736111111118,-0.4656736111111113,-7.761048611111107,0.0031041666666666856,-27.44722222222221,14.894722222222214,-3.4276875,1.290580095795636,-3.4218055555555473
14,2021/3/12,PHI,WAS,W 127-101,0,9,8,0.05600000000000005,6,11,-0.0010000000000000009,3,-3,0.1910000000000001,5,-4,0.409,26,-9,-8,-0.05600000000000005,-6,-11,0.0010000000000000009,-3,3,-0.1910000000000001,-5,4,-0.409,-26,0.7264583333333352,0.6862500000000011,0.05206562499999995,0.4352777777777782,0.1312500000000001,0.11739187500000005,0.5193750000000001,-0.4074305555555557,0.13179222222222226,0.2729166666666668,1.2879166666666682,1.5608333333333353,0.6475694444444451,0.443402777777778,0.4753472222222224,-0.10340277777777752,0.00673611111111172,2.4075694444444484,27.43201388888889,0.07853312499999998,0.05576805555555564,-0.09067111111111108,-0.050176319444444506,2.880159722222221,2.8726388888888885,4.190944444444447,1.016243055555556,0.5947847222222222,1.4815,-2.7430625000000006,-0.0013333333333349626,24.766458333333322,-26.462777777777767,6.006486111111113,-6.2625923438549576,5.534722222222229
15,2021/3/11,BOS,BRK,L 109-121,0,-1,3,-0.026000000000000027,5,5,0.04899999999999993,-6,-2,-0.127,-4,0,-0.18199999999999994,-12,1,-3,0.026000000000000027,-5,-5,-0.04899999999999993,6,2,0.127,4,0,0.18199999999999994,12,-0.23944444444444454,0.6820138888888909,-0.01620083333333333,-0.8225,-0.2703472222222212,-0.04007923611111114,-1.2177777777777783,-0.9695138888888885,-0.06925729166666666,-0.3326388888888889,-0.8971527777777779,-1.2297916666666635,-0.1444444444444435,0.9036111111111113,0.16208333333333336,-0.4504861111111114,-1.2584027777777778,-2.5191666666666563,-11.39777777777778,-0.0867304166666667,-0.027758402777777743,0.0330034027777778,0.21216604166666664,-0.7361319444444439,-0.7518958333333323,-1.4334236111111114,0.3125138888888888,1.437875,2.3807777777777783,-1.3831111111111092,0.008354166666670437,-17.870138888888892,12.635972222222236,-2.9161944444444448,0.3206412825651279,-2.827708333333319
16,2021/3/11,CHI,PHI,L 105-127,0,-14,-20,-0.04500000000000004,-18,-16,-0.15100000000000002,4,-4,0.18,2,1,0.07999999999999996,-22,14,20,0.04500000000000004,18,16,0.15100000000000002,-4,4,-0.18,-2,-1,-0.07999999999999996,22,-1.477916666666666,-2.2430555555555536,-0.11697034722222245,0.376597222222222,-0.4916666666666663,0.01183131944444443,0.20986111111111105,-0.0016666666666662608,0.140078125,-0.764652777777778,-0.7547916666666672,-1.5194444444444448,0.06895833333333322,-0.921875,-0.2928472222222222,0.714375,0.10798611111111067,-2.369374999999998,-22.22875,-0.09047638888888908,-0.122155902777778,-0.02636590277777789,0.18886583333333332,-2.0541875000000007,-2.0310277777777817,-1.7065625000000004,5.625020833333334,-1.5937291666666669,-0.8824444444444453,9.354166666666668,-0.012652777777784507,-28.874513888888888,21.380069444444487,-5.120840277777779,0.09652960046660818,-5.034583333333331
17,2021/3/11,CHO,DET,W 105-102,0,-2,5,-0.04699999999999999,3,21,-0.15699999999999995,-5,-16,0.006999999999999951,12,10,0.17200000000000004,3,2,-5,0.04699999999999999,-3,-21,0.15699999999999995,5,16,-0.006999999999999951,-12,-10,-0.17200000000000004,-3,-0.10361111111110954,1.0676388888888884,-0.08136715277777773,-0.4875694444444445,-1.617430555555556,-0.020153541666666497,1.5653472222222218,1.3425694444444445,0.2876320833333334,0.11743055555555525,-0.340069444444445,-0.2226388888888886,0.21972222222222196,0.416875,-0.1281944444444444,-0.4916666666666668,-0.6231250000000008,0.8705555555555584,3.341875,-0.060304861111111226,-0.12020166666666675,-0.18850465277777773,0.11111743055555562,-0.2980833333333335,-0.3099166666666662,-1.0430069444444428,-0.5785069444444382,0.6373055555555556,-0.129,-5.255416666666667,-0.0010555555555598062,-7.4970833333333635,-2.2160416666666407,0.7470416666666666,-0.446892655367231,1.1563194444444473
18,2021/3/11,GSW,LAC,L 104-130,0,-6,-8,-0.025999999999999912,3,-3,0.08499999999999996,-9,-5,-0.18899999999999997,-5,-2,-0.12399999999999987,-26,6,8,0.025999999999999912,-3,3,-0.08499999999999996,9,5,0.18899999999999997,5,2,0.12399999999999987,26,-0.2478472222222208,0.17680555555555702,-0.0805856944444443,-0.8466666666666663,0.030555555555554562,-0.16034027777777768,-0.18458333333333266,0.1343055555555548,-0.1177722916666667,-0.3865972222222222,-0.6337499999999996,-1.0203472222222216,-0.4451388888888896,-0.3596527777777778,0.14416666666666672,0.3697222222222225,0.2888194444444445,-1.5269444444444424,-26.98,-0.11618520833333318,-0.13587999999999995,-0.020254652777777767,-0.0008386805555554709,-2.3941944444444445,-2.4010902777777834,-2.3935486111111093,-1.0426041666666688,-0.7550625,-0.12684722222222256,4.275569444444444,-0.005416666666679504,-25.002777777777766,24.705416666666665,-5.711604166666668,-1.2039819684447792,-3.207916666666665
19,2021/3/11,MIA,ORL,W 111-103,0,2,-5,0.044999999999999984,-2,-20,0.15999999999999998,4,15,-0.025999999999999968,0,7,-0.276,8,-2,5,-0.044999999999999984,2,20,-0.15999999999999998,-4,-15,0.025999999999999968,0,-7,0.276,-8,0.4299305555555533,0.045486111111113565,0.05684895833333343,0.4082638888888888,1.704444444444445,0.01873145833333334,0.3321527777777782,1.0227083333333338,-0.05166673611111117,-0.8257638888888893,-0.8275694444444426,-1.6533333333333315,0.8158333333333334,0.37173611111111104,0.08048611111111109,-0.5670833333333332,-0.4634027777777778,1.6002777777777712,10.942847222222223,0.08375263888888906,0.08446986111111104,0.16961423611111134,0.06389555555555562,-2.6800763888888897,-2.6616736111111106,-2.5762013888888884,2.6860902777777813,0.3983541666666664,-0.6127222222222222,-1.713361111111109,-0.0022430555555530422,4.650069444444469,-6.939374999999997,1.876749999999999,-1.4386480529022783,1.2149999999999952
20,2021/3/11,MIL,NYK,W 134-101,0,13,-1,0.15499999999999994,8,-2,0.182,5,1,0.12299999999999996,2,-4,0.2739999999999999,33,-13,1,-0.15499999999999994,-8,2,-0.182,-5,-1,-0.12299999999999996,-2,4,-0.2739999999999999,-33,0.6009722222222238,-1.0964583333333326,0.15273013888888898,0.16437500000000038,-0.2670138888888882,0.04049381944444447,0.2801388888888889,-0.26576388888888824,-0.018698611111111096,-0.4079166666666665,0.5600694444444452,0.15215277777777825,0.5354861111111111,0.57375,0.2589583333333334,-0.25583333333333313,-0.47236111111111106,1.6464583333333351,33.48486111111111,0.18913243055555573,0.18234347222222214,0.019797499999999968,-0.03576479166666671,-1.1296666666666662,-1.1335416666666642,1.238673611111114,0.6714652777777719,1.2025347222222222,1.4887430555555556,-2.4124166666666667,-0.02010416666665193,30.87951388888885,-32.99708333333335,7.792291666666666,-2.093105320304019,3.166805555555558
21,2021/3/11,MIN,NOP,W 135-105,0,8,-5,0.10700000000000004,-5,-13,0.038000000000000034,13,8,0.287,1,-8,0.333,30,-8,5,-0.10700000000000004,5,13,-0.038000000000000034,-13,-8,-0.287,-1,8,-0.333,-30,1.5563194444444406,1.0160416666666665,0.06521888888888899,1.4289583333333324,1.3309027777777782,0.2635425,0.22444444444444467,-0.6045833333333335,-0.06301791666666667,-1.091597222222222,0.02701388888888978,-1.0645833333333323,0.19673611111111056,0.6654166666666669,0.5227777777777778,-0.6461805555555558,0.3890277777777782,4.7660416666666645,32.40923611111111,0.19827159722222212,0.13171416666666674,0.12434048611111115,0.029875000000000037,-4.004840277777779,-4.022201388888892,-2.9031805555555565,-2.729409722222224,0.7702638888888884,0.7601736111111109,-4.319465277777775,-0.01267361111111853,36.33625000000005,-28.6401388888889,6.7923402777777815,-0.30445996775926826,5.086388888888887
22,2021/3/11,DAL,OKC,L 108-116,0,-6,-9,-0.02399999999999997,-5,-11,-0.006999999999999951,-1,2,-0.059000000000000004,5,13,-0.203,-8,6,9,0.02399999999999997,5,11,0.006999999999999951,1,-2,0.059000000000000004,-5,-13,0.203,8,-0.1668750000000001,-0.8987499999999997,-0.06811041666666677,0.052916666666666716,0.3909027777777765,-0.1074754166666666,0.49583333333333396,1.6947916666666671,-0.07983611111111111,-1.1227083333333334,-0.9087499999999992,-2.031458333333334,-0.8545138888888891,0.2781944444444445,0.21472222222222226,-0.36263888888888896,-0.6174305555555564,0.2149999999999963,-10.292916666666667,-0.07365826388888896,-0.07632423611111111,0.0828436111111111,0.1561992361111111,-4.1409375,-4.1359513888888895,-3.933958333333333,-0.5281250000000028,0.43966666666666665,0.5479027777777778,-3.4497361111111093,-0.005874999999999631,-19.50319444444445,9.866180555555573,-2.0299513888888896,2.356376867100728,-2.1780555555555603
23,2021/3/11,PHO,POR,W 127-121,0,6,-11,0.13299999999999995,11,8,0.12,-5,-19,0.12300000000000005,-1,0,-0.052999999999999936,6,-6,11,-0.13299999999999995,-11,-8,-0.12,5,19,-0.12300000000000005,1,0,0.052999999999999936,-6,0.9673611111111108,-1.3606249999999989,0.11697902777777792,-0.717569444444444,-2.690555555555555,0.08697277777777772,0.004027777777777075,0.05979166666666691,-0.05649562499999994,-1.0424305555555553,0.6959722222222222,-0.34645833333333353,0.2956249999999998,-0.3910416666666666,-0.09673611111111108,0.3255555555555556,0.40097222222222173,1.2211805555555593,6.040138888888889,0.0981011805555555,0.11345312500000004,-0.11174340277777778,-0.034801111111111144,-3.0243263888888903,-3.0187083333333313,-0.7491319444444429,-0.6337777777777784,-0.4162013888888891,-0.29025694444444433,3.4596597222222214,0.0011458333333322912,-0.680347222222224,-5.698333333333366,1.4594791666666669,0.9080631399317399,0.6825694444444479
24,2021/3/11,HOU,SAC,L 105-125,0,-4,7,-0.07500000000000001,-4,-5,-0.020000000000000014,0,12,-0.08899999999999998,-12,-11,-0.15100000000000002,-20,4,-7,0.07500000000000001,4,5,0.020000000000000014,0,-12,0.08899999999999998,12,11,0.15100000000000002,20,-1.0659027777777768,-0.4111111111111097,-0.040956111111111186,-0.3722916666666665,0.5053472222222224,0.07917576388888886,-1.3000694444444445,-1.241736111111111,-0.4615321527777777,0.2727083333333331,-1.5901388888888892,-1.3174305555555552,-0.3505555555555562,-0.6615972222222226,0.16527777777777775,0.30027777777777764,0.5002083333333331,-3.804166666666671,-25.895694444444448,-0.07832680555555566,-0.036560347222222345,0.09019972222222217,-0.19609541666666666,-0.16500694444444394,-0.15913194444444656,-1.856527777777776,0.2716319444444473,-0.7643402777777784,0.18849305555555615,-0.4830833333333349,0.02331944444443934,-21.897499999999994,19.333402777777774,-3.5680486111111116,-1.1674375578168388,-5.968472222222227
25,2021/3/11,ATL,TOR,W 121-120,0,-3,-6,-0.004999999999999949,-1,-11,0.07600000000000001,-2,5,-0.10199999999999992,9,12,-0.025999999999999912,1,3,6,0.004999999999999949,1,11,-0.07600000000000001,2,-5,0.10199999999999992,-9,-12,0.025999999999999912,-1,-0.8291666666666648,-1.8857638888888888,0.0334806944444444,-0.6340277777777781,-0.11868055555555745,-0.10484784722222218,1.0305555555555554,1.354444444444443,0.0906358333333333,-0.2749305555555559,0.028541666666668238,-0.2463888888888892,-1.303125,-0.1877777777777777,0.8539583333333336,-0.3886805555555555,-0.4790277777777785,-1.2618055555555543,2.947569444444445,0.04910916666666665,0.04164923611111115,0.09995923611111117,0.16560645833333335,0.09409027777777634,0.06397916666666781,0.5753055555555537,-0.3741111111111071,0.010104166666666359,2.7331597222222217,-0.06476388888888884,-0.00538888888889133,9.687916666666636,-1.6384722222222337,0.21326388888888925,3.3526889405038425,-2.145138888888888
26,2021/3/10,DAL,SAS,W 115-104,0,5,0,0.06000000000000005,4,-12,0.225,1,12,-0.10399999999999998,0,-1,0.04200000000000004,11,-5,0,-0.06000000000000005,-4,12,-0.225,-1,-12,0.10399999999999998,0,1,-0.04200000000000004,-11,0.4072916666666675,0.17118055555555678,0.06343333333333323,0.3070138888888887,2.04534722222222,-0.08944472222222233,-0.03430555555555537,-0.1836111111111105,-0.017999722222222347,0.7242361111111109,2.6021527777777784,3.3263888888888884,1.191805555555557,-1.0893750000000002,0.0050000000000000044,0.8672916666666671,0.07201388888888928,1.0872916666666692,13.726597222222214,0.09208812499999974,0.09427874999999997,0.2220550694444444,0.005571805555555698,4.293875,4.293729166666669,5.191722222222222,2.5181111111111107,-1.5341736111111115,-0.5661527777777777,4.743180555555557,0.006479166666675695,23.21208333333337,-13.136527777777697,2.7873749999999995,1.3741692689566827,4.5211111111111135
27,2021/3/10,MEM,WAS,W 127-112,0,12,4,0.10499999999999997,15,17,0.09499999999999996,-3,-13,0.04199999999999998,-6,2,-0.2709999999999999,15,-12,-4,-0.10499999999999997,-15,-17,-0.09499999999999996,3,13,-0.04199999999999998,6,-2,0.2709999999999999,-15,1.2716666666666665,0.06229166666666507,0.1092207638888889,-0.11868055555555568,-1.2358333333333338,-0.09990590277777776,-0.3143750000000001,0.6633333333333327,-0.06810986111111128,0.9977083333333336,1.8192361111111115,2.8169444444444447,0.4914583333333336,-0.7652083333333335,0.23180555555555535,0.5759722222222223,0.015069444444443912,2.11027777777778,15.926458333333333,0.029169513888888887,0.07996749999999997,-0.15591826388888896,-0.08128416666666677,3.653923611111111,3.6509166666666655,4.232840277777779,-0.7246111111111091,-0.9079861111111112,0.4544305555555557,4.318284722222224,-0.007541666666671888,6.284166666666678,-12.951666666666641,3.269,0.8532674222329398,4.88527777777778
