,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
447,2021/2/6,MIL,CLE,W 124-99,240,47,86,0.547,31,52,0.596,16,34,0.471,14,23,0.609,124,39,86,0.453,33,58,0.569,6,28,0.214,15,21,0.714,99
448,2021/2/6,DAL,GSW,W 134-132,240,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132
449,2021/2/6,GSW,DAL,L 132-134,240,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134
450,2021/2/6,HOU,SAS,L 106-111,240,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111
451,2021/2/6,SAS,HOU,W 111-106,240,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106
452,2021/2/6,DET,LAL,L 129-135 (2OT),290,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135
453,2021/2/6,LAL,DET,W 135-129 (2OT),290,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129
454,2021/2/6,MEM,NOP,L 109-118,240,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118
455,2021/2/6,NOP,MEM,W 118-109,240,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109
456,2021/2/6,NYK,POR,W 110-99,240,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99
457,2021/2/6,POR,NYK,L 99-110,240,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110
458,2021/2/6,MIN,OKC,L 118-120,240,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120
459,2021/2/6,OKC,MIN,W 120-118,240,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118
460,2021/2/6,CHI,ORL,W 118-92,240,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1,92
461,2021/2/6,ORL,CHI,L 92-118,240,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1,92,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118
462,2021/2/6,BRK,PHI,L 108-124,240,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124
463,2021/2/6,PHI,BRK,W 124-108,240,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108
464,2021/2/6,DEN,SAC,L 114-119,240,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119
465,2021/2/6,SAC,DEN,W 119-114,240,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114
466,2021/2/5,BRK,TOR,L 117-123,240,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123
467,2021/2/5,TOR,BRK,W 123-117,240,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117
468,2021/2/5,CHO,UTA,L 121-138,240,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138
469,2021/2/5,UTA,CHO,W 138-121,240,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121
470,2021/2/5,CLE,MIL,L 105-123,240,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123
471,2021/2/5,MIL,CLE,W 123-105,240,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105
472,2021/2/5,IND,NOP,L 113-114,240,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114
473,2021/2/5,NOP,IND,W 114-113,240,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113
474,2021/2/5,BOS,LAC,W 119-115,240,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115
475,2021/2/5,LAC,BOS,L 115-119,240,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119
476,2021/2/5,MIA,WAS,W 122-95,240,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95
477,2021/2/5,WAS,MIA,L 95-122,240,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122
478,2021/2/5,MIN,OKC,W 106-103,240,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103
479,2021/2/5,OKC,MIN,L 103-106,240,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106
480,2021/2/5,CHI,ORL,L 119-123,240,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123
481,2021/2/5,ORL,CHI,W 123-119,240,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119
482,2021/2/5,DET,PHO,L 92-109,240,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109
483,2021/2/5,PHO,DET,W 109-92,240,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92
484,2021/2/4,ATL,UTA,L 91-112,240,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112
485,2021/2/4,UTA,ATL,W 112-91,240,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91
486,2021/2/4,DAL,GSW,L 116-147,240,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147
487,2021/2/4,GSW,DAL,W 147-116,240,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116
488,2021/2/4,DEN,LAL,L 93-114,240,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114
489,2021/2/4,LAL,DEN,W 114-93,240,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93
490,2021/2/4,HOU,MEM,W 115-103,240,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103
491,2021/2/4,MEM,HOU,L 103-115,240,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115
492,2021/2/4,PHI,POR,L 105-121,240,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121
493,2021/2/4,POR,PHI,W 121-105,240,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105
494,2021/2/3,ATL,DAL,L 116-122,240,45,90,0.5,31,52,0.596,14,38,0.368,12,17,0.706,116,43,93,0.462,30,53,0.566,13,40,0.325,23,25,0.92,122
495,2021/2/3,DAL,ATL,W 122-116,240,43,93,0.462,30,53,0.566,13,40,0.325,23,25,0.92,122,45,90,0.5,31,52,0.596,14,38,0.368,12,17,0.706,116
496,2021/2/3,CHI,NYK,L 103-107,240,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107
497,2021/2/3,NYK,CHI,W 107-103,240,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103
498,2021/2/3,CHO,PHI,L 111-118,240,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118
499,2021/2/3,PHI,CHO,W 118-111,240,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111
500,2021/2/3,CLE,LAC,L 99-121,240,41,92,0.446,37,82,0.451,4,10,0.4,13,17,0.765,99,44,79,0.557,24,45,0.533,20,34,0.588,13,17,0.765,121
501,2021/2/3,LAC,CLE,W 121-99,240,44,79,0.557,24,45,0.533,20,34,0.588,13,17,0.765,121,41,92,0.446,37,82,0.451,4,10,0.4,13,17,0.765,99
502,2021/2/3,MIA,WAS,L 100-103,240,36,83,0.434,24,48,0.5,12,35,0.343,16,22,0.727,100,35,84,0.417,20,47,0.426,15,37,0.405,18,25,0.72,103
503,2021/2/3,WAS,MIA,W 103-100,240,35,84,0.417,20,47,0.426,15,37,0.405,18,25,0.72,103,36,83,0.434,24,48,0.5,12,35,0.343,16,22,0.727,100
504,2021/2/3,IND,MIL,L 110-130,240,43,95,0.453,32,61,0.525,11,34,0.324,13,15,0.867,110,48,102,0.471,27,54,0.5,21,48,0.438,13,14,0.929,130
505,2021/2/3,MIL,IND,W 130-110,240,48,102,0.471,27,54,0.5,21,48,0.438,13,14,0.929,130,43,95,0.453,32,61,0.525,11,34,0.324,13,15,0.867,110
506,2021/2/3,NOP,PHO,W 123-101,240,46,90,0.511,32,57,0.561,14,33,0.424,17,21,0.81,123,38,82,0.463,30,47,0.638,8,35,0.229,17,20,0.85,101
507,2021/2/3,PHO,NOP,L 101-123,240,38,82,0.463,30,47,0.638,8,35,0.229,17,20,0.85,101,46,90,0.511,32,57,0.561,14,33,0.424,17,21,0.81,123
508,2021/2/3,HOU,OKC,L 87-104,240,33,86,0.384,21,40,0.525,12,46,0.261,9,13,0.692,87,36,83,0.434,26,50,0.52,10,33,0.303,22,26,0.846,104
509,2021/2/3,OKC,HOU,W 104-87,240,36,83,0.434,26,50,0.52,10,33,0.303,22,26,0.846,104,33,86,0.384,21,40,0.525,12,46,0.261,9,13,0.692,87
510,2021/2/3,BOS,SAC,L 111-116,240,39,86,0.453,28,53,0.528,11,33,0.333,22,29,0.759,111,42,92,0.457,29,55,0.527,13,37,0.351,19,23,0.826,116
511,2021/2/3,SAC,BOS,W 116-111,240,42,92,0.457,29,55,0.527,13,37,0.351,19,23,0.826,116,39,86,0.453,28,53,0.528,11,33,0.333,22,29,0.759,111
512,2021/2/3,MIN,SAS,L 108-111,240,43,94,0.457,30,61,0.492,13,33,0.394,9,11,0.818,108,43,96,0.448,36,70,0.514,7,26,0.269,18,24,0.75,111
513,2021/2/3,SAS,MIN,W 111-108,240,43,96,0.448,36,70,0.514,7,26,0.269,18,24,0.75,111,43,94,0.457,30,61,0.492,13,33,0.394,9,11,0.818,108
514,2021/2/2,BRK,LAC,W 124-120,240,45,79,0.57,32,48,0.667,13,31,0.419,21,26,0.808,124,45,99,0.455,30,63,0.476,15,36,0.417,15,17,0.882,120
515,2021/2/2,LAC,BRK,L 120-124,240,45,99,0.455,30,63,0.476,15,36,0.417,15,17,0.882,120,45,79,0.57,32,48,0.667,13,31,0.419,21,26,0.808,124
516,2021/2/2,BOS,GSW,W 111-107,240,39,84,0.464,26,50,0.52,13,34,0.382,20,27,0.741,111,38,83,0.458,23,46,0.5,15,37,0.405,16,23,0.696,107
517,2021/2/2,GSW,BOS,L 107-111,240,38,83,0.458,23,46,0.5,15,37,0.405,16,23,0.696,107,39,84,0.464,26,50,0.52,13,34,0.382,20,27,0.741,111
518,2021/2/2,IND,MEM,W 134-116,240,49,82,0.598,33,53,0.623,16,29,0.552,20,29,0.69,134,42,93,0.452,33,68,0.485,9,25,0.36,23,24,0.958,116
519,2021/2/2,MEM,IND,L 116-134,240,42,93,0.452,33,68,0.485,9,25,0.36,23,24,0.958,116,49,82,0.598,33,53,0.623,16,29,0.552,20,29,0.69,134
520,2021/2/2,ORL,TOR,L 108-123,240,41,89,0.461,27,51,0.529,14,38,0.368,12,14,0.857,108,40,83,0.482,20,38,0.526,20,45,0.444,23,25,0.92,123
521,2021/2/2,TOR,ORL,W 123-108,240,40,83,0.482,20,38,0.526,20,45,0.444,23,25,0.92,123,41,89,0.461,27,51,0.529,14,38,0.368,12,14,0.857,108
522,2021/2/2,DET,UTA,L 105-117,240,39,93,0.419,30,66,0.455,9,27,0.333,18,20,0.9,105,38,82,0.463,22,40,0.55,16,42,0.381,25,29,0.862,117
523,2021/2/2,UTA,DET,W 117-105,240,38,82,0.463,22,40,0.55,16,42,0.381,25,29,0.862,117,39,93,0.419,30,66,0.455,9,27,0.333,18,20,0.9,105
524,2021/2/2,POR,WAS,W 132-121,240,44,95,0.463,23,49,0.469,21,46,0.457,23,23,1,132,46,83,0.554,30,43,0.698,16,40,0.4,13,17,0.765,121
525,2021/2/2,WAS,POR,L 121-132,240,46,83,0.554,30,43,0.698,16,40,0.4,13,17,0.765,121,44,95,0.463,23,49,0.469,21,46,0.457,23,23,1,132
526,2021/2/1,ATL,LAL,L 99-107,240,37,78,0.474,26,49,0.531,11,29,0.379,14,17,0.824,99,40,77,0.519,33,54,0.611,7,23,0.304,20,24,0.833,107
527,2021/2/1,LAL,ATL,W 107-99,240,40,77,0.519,33,54,0.611,7,23,0.304,20,24,0.833,107,37,78,0.474,26,49,0.531,11,29,0.379,14,17,0.824,99
528,2021/2/1,CHI,NYK,W 110-102,240,42,88,0.477,31,54,0.574,11,34,0.324,15,20,0.75,110,37,87,0.425,31,58,0.534,6,29,0.207,22,26,0.846,102
529,2021/2/1,NYK,CHI,L 102-110,240,37,87,0.425,31,58,0.534,6,29,0.207,22,26,0.846,102,42,88,0.477,31,54,0.574,11,34,0.324,15,20,0.75,110
530,2021/2/1,CLE,MIN,W 100-98,240,35,84,0.417,28,62,0.452,7,22,0.318,23,31,0.742,100,40,102,0.392,29,64,0.453,11,38,0.289,7,11,0.636,98
531,2021/2/1,MIN,CLE,L 98-100,240,40,102,0.392,29,64,0.453,11,38,0.289,7,11,0.636,98,35,84,0.417,28,62,0.452,7,22,0.318,23,31,0.742,100
532,2021/2/1,DAL,PHO,L 108-109,240,37,86,0.43,27,54,0.5,10,32,0.313,24,25,0.96,108,43,92,0.467,30,57,0.526,13,35,0.371,10,12,0.833,109
533,2021/2/1,PHO,DAL,W 109-108,240,43,92,0.467,30,57,0.526,13,35,0.371,10,12,0.833,109,37,86,0.43,27,54,0.5,10,32,0.313,24,25,0.96,108
534,2021/2/1,CHO,MIA,W 129-121 (OT),265,43,95,0.453,22,54,0.407,21,41,0.512,22,26,0.846,129,43,91,0.473,24,45,0.533,19,46,0.413,16,25,0.64,121
535,2021/2/1,MIA,CHO,L 121-129 (OT),265,43,91,0.473,24,45,0.533,19,46,0.413,16,25,0.64,121,43,95,0.453,22,54,0.407,21,41,0.512,22,26,0.846,129
536,2021/2/1,MIL,POR,W 134-106,240,53,96,0.552,32,54,0.593,21,42,0.5,7,12,0.583,134,39,104,0.375,24,62,0.387,15,42,0.357,13,13,1,106
537,2021/2/1,POR,MIL,L 106-134,240,39,104,0.375,24,62,0.387,15,42,0.357,13,13,1,106,53,96,0.552,32,54,0.593,21,42,0.5,7,12,0.583,134
538,2021/2/1,NOP,SAC,L 109-118,240,40,101,0.396,31,71,0.437,9,30,0.3,20,24,0.833,109,42,88,0.477,28,45,0.622,14,43,0.326,20,26,0.769,118
539,2021/2/1,SAC,NOP,W 118-109,240,42,88,0.477,28,45,0.622,14,43,0.326,20,26,0.769,118,40,101,0.396,31,71,0.437,9,30,0.3,20,24,0.833,109
540,2021/2/1,HOU,OKC,W 136-106,240,49,102,0.48,21,50,0.42,28,52,0.538,10,11,0.909,136,39,89,0.438,26,55,0.473,13,34,0.382,15,19,0.789,106
541,2021/2/1,OKC,HOU,L 106-136,240,39,89,0.438,26,55,0.473,13,34,0.382,15,19,0.789,106,49,102,0.48,21,50,0.42,28,52,0.538,10,11,0.909,136
542,2021/2/1,MEM,SAS,W 133-102,240,52,93,0.559,37,63,0.587,15,30,0.5,14,18,0.778,133,37,89,0.416,24,52,0.462,13,37,0.351,15,22,0.682,102
543,2021/2/1,SAS,MEM,L 102-133,240,37,89,0.416,24,52,0.462,13,37,0.351,15,22,0.682,102,52,93,0.559,37,63,0.587,15,30,0.5,14,18,0.778,133
544,2021/1/31,DEN,UTA,W 128-117,240,47,87,0.54,29,59,0.492,18,28,0.643,16,19,0.842,128,32,75,0.427,12,28,0.429,20,47,0.426,33,39,0.846,117
545,2021/1/31,UTA,DEN,L 117-128,240,32,75,0.427,12,28,0.429,20,47,0.426,33,39,0.846,117,47,87,0.54,29,59,0.492,18,28,0.643,16,19,0.842,128
546,2021/1/31,IND,PHI,L 110-119,240,41,84,0.488,31,56,0.554,10,28,0.357,18,22,0.818,110,45,92,0.489,37,66,0.561,8,26,0.308,21,31,0.677,119
547,2021/1/31,PHI,IND,W 119-110,240,45,92,0.489,37,66,0.561,8,26,0.308,21,31,0.677,119,41,84,0.488,31,56,0.554,10,28,0.357,18,22,0.818,110
548,2021/1/31,CLE,MIN,L 104-109,240,41,84,0.488,37,68,0.544,4,16,0.25,18,23,0.783,104,41,91,0.451,25,51,0.49,16,40,0.4,11,15,0.733,109
549,2021/1/31,MIN,CLE,W 109-104,240,41,91,0.451,25,51,0.49,16,40,0.4,11,15,0.733,109,41,84,0.488,37,68,0.544,4,16,0.25,18,23,0.783,104
550,2021/1/31,LAC,NYK,W 129-115,240,44,81,0.543,27,43,0.628,17,38,0.447,24,28,0.857,129,41,85,0.482,31,58,0.534,10,27,0.37,23,28,0.821,115
551,2021/1/31,NYK,LAC,L 115-129,240,41,85,0.482,31,58,0.534,10,27,0.37,23,28,0.821,115,44,81,0.543,27,43,0.628,17,38,0.447,24,28,0.857,129
552,2021/1/31,ORL,TOR,L 102-115,240,33,82,0.402,20,46,0.435,13,36,0.361,23,28,0.821,102,41,90,0.456,29,51,0.569,12,39,0.308,21,22,0.955,115
553,2021/1/31,TOR,ORL,W 115-102,240,41,90,0.456,29,51,0.569,12,39,0.308,21,22,0.955,115,33,82,0.402,20,46,0.435,13,36,0.361,23,28,0.821,102
554,2021/1/31,BRK,WAS,L 146-149,240,50,88,0.568,31,52,0.596,19,36,0.528,27,33,0.818,146,56,108,0.519,44,69,0.638,12,39,0.308,25,32,0.781,149
555,2021/1/31,WAS,BRK,W 149-146,240,56,108,0.519,44,69,0.638,12,39,0.308,25,32,0.781,149,50,88,0.568,31,52,0.596,19,36,0.528,27,33,0.818,146
556,2021/1/30,BOS,LAL,L 95-96,240,40,82,0.488,34,61,0.557,6,21,0.286,9,14,0.643,95,37,84,0.44,28,53,0.528,9,31,0.29,13,19,0.684,96
557,2021/1/30,LAL,BOS,W 96-95,240,37,84,0.44,28,53,0.528,9,31,0.29,13,19,0.684,96,40,82,0.488,34,61,0.557,6,21,0.286,9,14,0.643,95
558,2021/1/30,CHI,POR,L 122-123,240,43,85,0.506,22,40,0.55,21,45,0.467,15,15,1,122,45,88,0.511,28,46,0.609,17,42,0.405,16,19,0.842,123
559,2021/1/30,POR,CHI,W 123-122,240,45,88,0.511,28,46,0.609,17,42,0.405,16,19,0.842,123,43,85,0.506,22,40,0.55,21,45,0.467,15,15,1,122
560,2021/1/30,CHO,MIL,W 126-114,240,44,92,0.478,23,48,0.479,21,44,0.477,17,20,0.85,126,40,82,0.488,22,37,0.595,18,45,0.4,16,24,0.667,114
561,2021/1/30,MIL,CHO,L 114-126,240,40,82,0.488,22,37,0.595,18,45,0.4,16,24,0.667,114,44,92,0.478,23,48,0.479,21,44,0.477,17,20,0.85,126
562,2021/1/30,DAL,PHO,L 105-111,240,44,83,0.53,35,54,0.648,9,29,0.31,8,14,0.571,105,37,81,0.457,27,59,0.458,10,22,0.455,27,31,0.871,111
563,2021/1/30,PHO,DAL,W 111-105,240,37,81,0.457,27,59,0.458,10,22,0.455,27,31,0.871,111,44,83,0.53,35,54,0.648,9,29,0.31,8,14,0.571,105
564,2021/1/30,DET,GSW,L 91-118,240,29,77,0.377,20,41,0.488,9,36,0.25,24,32,0.75,91,47,89,0.528,30,53,0.566,17,36,0.472,7,10,0.7,118
565,2021/1/30,GSW,DET,W 118-91,240,47,89,0.528,30,53,0.566,17,36,0.472,7,10,0.7,118,29,77,0.377,20,41,0.488,9,36,0.25,24,32,0.75,91
566,2021/1/30,MIA,SAC,W 105-104,240,36,77,0.468,25,45,0.556,11,32,0.344,22,26,0.846,105,41,85,0.482,24,40,0.6,17,45,0.378,5,11,0.455,104
567,2021/1/30,SAC,MIA,L 104-105,240,41,85,0.482,24,40,0.6,17,45,0.378,5,11,0.455,104,36,77,0.468,25,45,0.556,11,32,0.344,22,26,0.846,105
568,2021/1/30,HOU,NOP,W 126-112,240,45,92,0.489,25,46,0.543,20,46,0.435,16,20,0.8,126,41,91,0.451,29,50,0.58,12,41,0.293,18,29,0.621,112
569,2021/1/30,NOP,HOU,L 112-126,240,41,91,0.451,29,50,0.58,12,41,0.293,18,29,0.621,112,45,92,0.489,25,46,0.543,20,46,0.435,16,20,0.8,126
570,2021/1/30,MEM,SAS,W 129-112,240,51,91,0.56,34,56,0.607,17,35,0.486,10,15,0.667,129,39,83,0.47,26,54,0.481,13,29,0.448,21,26,0.808,112
571,2021/1/30,SAS,MEM,L 112-129,240,39,83,0.47,26,54,0.481,13,29,0.448,21,26,0.808,112,51,91,0.56,34,56,0.607,17,35,0.486,10,15,0.667,129
572,2021/1/29,CHO,IND,W 108-105,240,43,85,0.506,27,48,0.563,16,37,0.432,6,9,0.667,108,42,87,0.483,31,52,0.596,11,35,0.314,10,13,0.769,105
573,2021/1/29,IND,CHO,L 105-108,240,42,87,0.483,31,52,0.596,11,35,0.314,10,13,0.769,105,43,85,0.506,27,48,0.563,16,37,0.432,6,9,0.667,108
574,2021/1/29,MIN,PHI,L 94-118,240,35,82,0.427,25,49,0.51,10,33,0.303,14,18,0.778,94,39,87,0.448,31,71,0.437,8,16,0.5,32,38,0.842,118
575,2021/1/29,PHI,MIN,W 118-94,240,39,87,0.448,31,71,0.437,8,16,0.5,32,38,0.842,118,35,82,0.427,25,49,0.51,10,33,0.303,14,18,0.778,94
576,2021/1/29,MIL,NOP,L 126-131,240,48,96,0.5,35,61,0.574,13,35,0.371,17,22,0.773,126,45,96,0.469,24,48,0.5,21,48,0.438,20,28,0.714,131
577,2021/1/29,NOP,MIL,W 131-126,240,45,96,0.469,24,48,0.5,21,48,0.438,20,28,0.714,131,48,96,0.5,35,61,0.574,13,35,0.371,17,22,0.773,126
578,2021/1/29,CLE,NYK,L 81-102,240,29,84,0.345,21,58,0.362,8,26,0.308,15,18,0.833,81,39,80,0.488,29,53,0.547,10,27,0.37,14,16,0.875,102
579,2021/1/29,NYK,CLE,W 102-81,240,39,80,0.488,29,53,0.547,10,27,0.37,14,16,0.875,102,29,84,0.345,21,58,0.362,8,26,0.308,15,18,0.833,81
580,2021/1/29,BRK,OKC,W 147-125,240,57,100,0.57,38,55,0.691,19,45,0.422,14,16,0.875,147,40,86,0.465,24,48,0.5,16,38,0.421,29,34,0.853,125
581,2021/1/29,OKC,BRK,L 125-147,240,40,86,0.465,24,48,0.5,16,38,0.421,29,34,0.853,125,57,100,0.57,38,55,0.691,19,45,0.422,14,16,0.875,147
582,2021/1/29,LAC,ORL,W 116-90,240,46,94,0.489,33,57,0.579,13,37,0.351,11,11,1,116,32,89,0.36,22,56,0.393,10,33,0.303,16,18,0.889,90
583,2021/1/29,ORL,LAC,L 90-116,240,32,89,0.36,22,56,0.393,10,33,0.303,16,18,0.889,90,46,94,0.489,33,57,0.579,13,37,0.351,11,11,1,116
584,2021/1/29,DEN,SAS,L 109-119,240,41,78,0.526,27,47,0.574,14,31,0.452,13,20,0.65,109,44,81,0.543,34,58,0.586,10,23,0.435,21,26,0.808,119
585,2021/1/29,SAS,DEN,W 119-109,240,44,81,0.543,34,58,0.586,10,23,0.435,21,26,0.808,119,41,78,0.526,27,47,0.574,14,31,0.452,13,20,0.65,109
586,2021/1/29,SAC,TOR,W 126-124,240,43,78,0.551,27,42,0.643,16,36,0.444,24,31,0.774,126,42,86,0.488,29,54,0.537,13,32,0.406,27,33,0.818,124
587,2021/1/29,TOR,SAC,L 124-126,240,42,86,0.488,29,54,0.537,13,32,0.406,27,33,0.818,124,43,78,0.551,27,42,0.643,16,36,0.444,24,31,0.774,126
588,2021/1/29,DAL,UTA,L 101-120,240,37,86,0.43,28,53,0.528,9,33,0.273,18,27,0.667,101,38,87,0.437,18,39,0.462,20,48,0.417,24,26,0.923,120
589,2021/1/29,UTA,DAL,W 120-101,240,38,87,0.437,18,39,0.462,20,48,0.417,24,26,0.923,120,37,86,0.43,28,53,0.528,9,33,0.273,18,27,0.667,101
590,2021/1/29,ATL,WAS,W 116-100,240,39,87,0.448,27,50,0.54,12,37,0.324,26,34,0.765,116,31,85,0.365,24,57,0.421,7,28,0.25,31,38,0.816,100
591,2021/1/29,WAS,ATL,L 100-116,240,31,85,0.365,24,57,0.421,7,28,0.25,31,38,0.816,100,39,87,0.448,27,50,0.54,12,37,0.324,26,34,0.765,116
592,2021/1/28,DET,LAL,W 107-92,240,40,87,0.46,26,51,0.51,14,36,0.389,13,13,1,107,36,88,0.409,24,60,0.4,12,28,0.429,8,12,0.667,92
593,2021/1/28,LAL,DET,L 92-107,240,36,88,0.409,24,60,0.4,12,28,0.429,8,12,0.667,92,40,87,0.46,26,51,0.51,14,36,0.389,13,13,1,107
594,2021/1/28,HOU,POR,W 104-101,240,38,90,0.422,25,43,0.581,13,47,0.277,15,18,0.833,104,39,93,0.419,22,52,0.423,17,41,0.415,6,8,0.75,101
595,2021/1/28,POR,HOU,L 101-104,240,39,93,0.419,22,52,0.423,17,41,0.415,6,8,0.75,101,38,90,0.422,25,43,0.581,13,47,0.277,15,18,0.833,104
