,FG_AVG,FG%_AVG,2P_AVG,2P%_AVG,3P_AVG,3PA_AVG,FT_AVG,PTS_AVG,FG.1_AVG,FG%.1_AVG,2P.1_AVG,2P%.1_AVG,3P.1_AVG,3P%.1_AVG,FTA.1_AVG,FT%.1_AVG,PTS.1_AVG,FG%_players_AVG,3P_players_AVG,3PA_players_AVG,FT_players_AVG,FT%_players_AVG,DRB_players_AVG,TRB_players_AVG,AST_players_AVG,STL_players_AVG,BLK_players_AVG,TOV_players_AVG,PF_players_AVG,PTS_players_AVG,+/-_players_AVG,TS%_players_AVG,3PAr_players_AVG,FTr_players_AVG,ORB%_players_AVG,TRB%_players_AVG,AST%_players_AVG,STL%_players_AVG,BLK%_players_AVG,TOV%_players_AVG,USG%_players_AVG,ORtg_players_AVG,DRtg_players_AVG,A/T_AVG,FG_AVG_AVG,y
509,0.3999999999999986,0.01329999999999998,-0.1999999999999993,-0.0121,0.5999999999999996,-2.8999999999999986,5.399999999999999,6.799999999999998,0.8999999999999986,-0.003199999999999981,-2.2,0.006800000000000028,3.1,0.013700000000000044,-1.1000000000000014,0.053799999999999966,4.599999999999994,0.002533042000000041,0.16759027700000018,-0.06979861099999951,0.8302499999999999,0.09388573700000002,0.20007638899999947,-0.08185416700000038,0.08161805499999986,-0.13780555500000002,0.10854861100000013,0.02489583399999984,0.135972223,1.337909719999999,1.345694444,0.021995318999999958,-0.0055546949999999975,0.013779152999999987,-0.6274062499999999,0.0862374999999993,-0.4048881900000012,-0.261113194,0.6853708329999995,-0.7120097300000001,0.004831249999998732,2.6716458000000074,2.190909700000006,0.07886994699999983,1.3084166700000033,0
1108,0.5,-0.008799999999999975,-1.4000000000000021,-0.013900000000000023,1.8999999999999984,3.700000000000003,1.1999999999999993,4.099999999999993,-0.7000000000000028,-0.01639999999999997,-0.1999999999999993,-0.01980000000000004,-0.5,-0.017699999999999994,-1.3000000000000007,-0.049599999999999984,-3.9000000000000057,-0.014936270999999944,0.2621805559999999,0.32310416699999944,0.1395694449999998,-0.030420757000000083,0.26629166699999995,0.3771527780000001,0.2737847229999999,0.031479166,0.170888889,-0.23089583300000016,-0.32390972200000023,0.3846944499999996,5.065881943999999,-0.015613236000000088,0.036392632000000036,0.021028021000000008,0.8158687499999999,0.4833465270000002,0.8617027799999999,0.009666667000000071,0.5491243060000001,-2.037239584,-0.19659721999999746,2.071270800000008,-4.6952361000000025,0.6266560520000002,1.2379999999999995,1
24,0.8000000000000043,-0.007500000000000007,1.4000000000000021,0.009800000000000031,-0.5999999999999996,0.7999999999999972,-0.8000000000000007,0.20000000000000284,-2.199999999999996,-0.011699999999999988,3.5,-0.005300000000000082,-5.6999999999999975,-0.06310000000000003,0.8999999999999986,-0.02010000000000001,-9.900000000000006,-0.0006653060000000321,-0.15688194499999986,-0.09698611099999964,0.027118055999999943,-0.017573090000000013,0.3319791670000005,0.4206388890000001,0.15898611100000035,-0.05875694399999998,-0.04718055500000001,-0.04846527700000025,-0.09326388899999973,-0.10856944000000013,4.694673611,-0.009010784999999966,0.01121734000000002,-0.0018004859999999898,0.652377778,0.6498861070000004,0.4795013899999994,-0.0760451390000001,-0.22035208399999995,-1.2189256999999998,0.0008027800000007801,0.8044235999999927,-11.504854199999983,0.2561312309999999,0.3651180600000004,1
682,5.5,0.04239999999999999,4.300000000000002,0.07069999999999999,1.1999999999999993,1.8999999999999984,0.5,12.700000000000005,6.0,0.04580000000000002,3.0,0.024800000000000044,3.0,0.08200000000000003,-8.100000000000001,0.07550000000000001,10.400000000000006,0.012256354000000023,0.08643750000000018,0.14910416699999995,-0.1178888889999996,0.07146284700000005,-0.09852777800000023,0.17727083300000054,0.374805555,-0.082368055,-0.0016180560000000346,-0.3666111109999997,-0.5122499999999999,1.0072569500000004,1.7567986120000008,0.015027429999999953,0.0055004869999999975,0.07308037500000003,0.3165763890000006,-0.00940069500000007,1.118174999999999,-0.03869722199999992,-0.19118055599999995,-3.0818534799999995,0.2124263899999974,8.99413880000003,9.6844653,0.6052002529999996,1.4753472199999995,0
1011,-3.5,-0.029200000000000007,-6.3000000000000025,-0.01649999999999996,2.799999999999999,8.5,1.5,-2.700000000000003,2.6000000000000014,0.006299999999999972,-1.0,0.006700000000000039,3.6,0.030099999999999964,-3.6999999999999993,0.07450000000000001,7.200000000000002,-0.03605272199999998,0.2983333330000002,0.8200277779999999,0.389493055,-0.024567506999999992,0.12496527699999938,-0.022027777999999998,0.4695972220000004,0.03604861100000002,0.0016041669999999895,0.3965555559999998,0.10158333299999978,-0.32184028,-6.264368056,-0.028976916000000075,0.06710364600000003,0.04864087500000003,-0.3858527780000003,-0.2599263899999986,2.91767361,-0.013602777999999871,0.09600833399999976,2.66402709,-0.4218062500000031,-9.374666600000024,2.655611099999973,-0.12450327200000033,0.16338195000000155,0
448,0.10000000000000142,0.0049000000000000155,0.3000000000000007,-0.019299999999999984,-0.1999999999999993,-3.4000000000000017,-0.1999999999999993,-0.20000000000000284,-2.4000000000000057,-0.017799999999999986,-2.5,-0.02310000000000001,0.09999999999999963,0.003900000000000015,0.8999999999999986,-0.003900000000000015,-4.299999999999997,0.0014970900000000342,-0.11211111100000017,-0.7532500000000004,-0.21397222299999985,0.044793674000000006,-0.09064583299999997,-0.0053125000000004965,-0.21,-0.014277777999999963,0.4001250000000001,0.2832013889999998,-0.17172222299999973,-0.8741388899999993,4.153145833,0.004543611000000003,-0.055237436999999945,-0.02412356900000007,0.4299819439999997,0.4025250000000007,0.4175770800000009,0.012022222000000138,1.055484028,2.121171519999999,-0.2095041700000025,-2.177305500000017,-7.471569499999987,-0.4524958179999998,-0.7036041700000021,0
332,0.2999999999999972,-0.008699999999999986,3.0999999999999983,0.00219999999999998,-2.799999999999999,-3.6000000000000014,5.300000000000002,3.0999999999999943,-1.2999999999999972,-0.019799999999999984,1.0,-0.0035999999999999366,-2.3000000000000007,-0.04810000000000003,3.6999999999999993,-0.010299999999999976,-2.4000000000000057,-0.036968993000000006,-0.4285208329999999,-0.6708750000000006,0.517034722,0.05314136799999997,0.020437499999999886,-0.005527777000000178,-0.7523819450000002,0.06197916599999986,-0.229576389,-0.405680555,-0.03923611100000013,-0.32115278000000025,2.430194445,-0.04333883999999988,-0.05471281899999997,0.05432275000000003,-0.3387576390000007,-0.07995416000000155,-2.574735420000001,0.143617361,-0.7549131950000001,-3.63656597,-0.20588472000000024,-3.6161665999999713,-5.795923600000037,0.222624304,-1.2466597199999967,1
187,-3.200000000000003,-0.05049999999999994,-2.8000000000000007,-0.024600000000000063,-0.4000000000000004,5.600000000000001,-2.0,-8.799999999999997,0.20000000000000284,0.008599999999999997,-0.10000000000000142,-0.024800000000000044,0.3000000000000007,0.05009999999999998,7.099999999999998,0.10950000000000004,9.0,-0.03931465200000006,0.08750000000000012,1.0669305549999994,-0.10153472200000024,-0.00595425000000005,0.10492361100000024,0.06949305599999978,-0.13659027800000034,-0.06487500000000003,0.04660416700000003,0.19303472199999994,0.4352986109999999,-0.22211806000000145,-10.742791667,-0.03409447900000006,0.04903067299999997,-0.04369649999999997,-0.3480513889999997,-0.597775694000001,-0.5061333399999999,-0.3275048610000002,0.20104861099999985,0.55446667,-0.0005694399999995878,-9.113541700000011,7.319708399999982,-0.461469946,-0.3074861099999993,1
927,-0.19999999999999574,0.013000000000000013,-3.2,-0.027800000000000047,3.0,0.6999999999999993,0.5,3.1000000000000085,-0.3999999999999986,-0.0014000000000000126,-1.1999999999999993,0.007299999999999973,0.8000000000000007,-0.01140000000000002,2.200000000000003,0.02729999999999999,2.200000000000003,0.0069594510000000045,0.28756944399999984,-0.03580555599999968,0.021187500000000137,-0.03157081199999995,0.2397083340000004,-0.06205555599999979,-0.09859027800000007,0.13335416700000002,-0.039590278000000034,0.09489583299999982,-0.18259027799999966,-0.13042361000000113,0.16670833400000085,0.02493345800000002,-0.005176493000000004,-0.011678097000000054,-1.285727778,-0.20916666000000106,0.4966659800000013,0.09570486199999984,-0.03676319500000025,2.296485409999999,-0.42157847,-2.8243750000000034,-1.1667291999999918,-0.21168491900000008,-0.19730554999999936,0
1129,-2.5999999999999943,0.010700000000000045,-1.8999999999999984,0.04149999999999998,-0.6999999999999993,-0.7000000000000028,3.799999999999999,-2.0999999999999943,-1.6000000000000014,-0.0227,-4.699999999999998,-0.03789999999999994,3.1,0.03259999999999996,-5.600000000000001,-0.0040999999999999925,-4.6000000000000085,0.01681318100000001,0.032062500000000105,-0.039083332999999776,0.4802569450000002,0.04308232600000006,0.1860624999999998,-0.00786111100000042,0.29653472199999964,0.22744444499999994,0.30079166700000004,0.33775,-0.569020833,-0.008166669999999598,2.6619236109999997,0.02845442999999992,0.008967714999999987,0.11199863199999999,-0.3628499999999999,0.004254167000000919,2.0555506899999987,0.33304791599999994,1.114427777,3.238806949999999,-0.0027715199999995828,-1.8445277999999945,-3.3450973000000066,-0.19472402199999966,0.8087430500000004,0
1036,-3.700000000000003,-0.028299999999999995,-7.399999999999999,-0.03690000000000005,3.700000000000001,8.099999999999998,-7.0,-10.700000000000003,1.5,0.024599999999999955,-1.6000000000000014,0.010099999999999998,3.1,0.06289999999999996,-3.3999999999999986,-0.012700000000000045,3.300000000000012,-0.01874952099999999,0.5814999999999999,1.153097222,-0.6390902779999998,-0.09774228500000004,0.3176111109999997,0.10345833299999983,0.607256945,-0.09644444399999996,0.13100000000000012,0.3725972229999999,-0.10980555499999987,-0.37203472000000026,-7.204458333,-0.013064167000000015,0.07993007000000002,-0.08426801300000003,-0.3901590280000001,0.09597360999999972,2.7247201399999987,-0.17575902799999965,0.43043472199999977,2.66621181,0.2120576400000012,-6.901930599999987,8.484486099999984,0.01981057400000008,0.3732361200000014,0
